Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Fill in the blank: ______ refers to ""a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine"".",a virtual machine (VM),a software vendor,a software license,a database,A,"a virtual machine (VM) refers to: a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine",Software,Software Basics
"Fill in the blank: ______ refers to ""a package manager used to install and manage software packages written in Python"".",spyware,pip,a hypervisor,load balancing,B,pip refers to: a package manager used to install and manage software packages written in Python,Software,Software Basics
Which statement correctly describes continuous deployment (CD)?,a software testing method where individual components or functions are tested in isolation,the practice of diverging from the main line of development to work independently without affecting it,a software development practice where code changes are automatically deployed to production after passing tests,the systematic examination of source code by peers to identify bugs and improve quality,C,"By definition, continuous deployment (CD) is: a software development practice where code changes are automatically deployed to production after passing tests",Software,Software Development
What type of file typically has the extension '.java'?,"an eXtensible Markup Language file, used for structured data",a Python source code file,a compressed archive file,a Java source code file,D,A file with the extension '.java' is typically a Java source code file.,Software,File Formats
In approximately which year was the programming language Haskell created?,1990,1982,1987,1985,A,Haskell was created in approximately 1990.,Software,Programming Languages
Which statement correctly describes spyware?,"a popular platform used to develop, ship, and run applications inside containers",a popular open-source relational database management system,software that monitors and controls incoming and outgoing network traffic based on security rules,software that secretly monitors and collects user information without their knowledge,D,"By definition, spyware is: software that secretly monitors and collects user information without their knowledge",Software,Software Basics
"Which term matches this description: ""a program that translates source code written in a high-level programming language into machine code""?",pseudocode,a variable in programming,object-oriented programming (OOP),a compiler,D,The description matches a compiler: a program that translates source code written in a high-level programming language into machine code,Software,Programming
What is a test case?,a web-based platform for hosting and collaborating on Git repositories,a facilitator responsible for ensuring a Scrum team follows Agile practices and removing obstacles,a set of conditions and inputs used to determine whether a software feature works as intended,testing conducted to evaluate how easy and intuitive a software product is for real users,C,a test case is: a set of conditions and inputs used to determine whether a software feature works as intended,Software,Software Development
Which file extension is typically used for a plain text file?,.c,.txt,.gif,.csv,B,Files that are a plain text file typically use the extension '.txt'.,Software,File Formats
Which statement correctly describes a service level agreement (SLA)?,a cloud computing model that provides virtualised computing resources over the internet,a formal contract defining the expected level of service between a provider and a customer,a file used to set parameters and initial settings for a computer program,a lightweight virtualisation method that packages applications with their dependencies into isolated containers,B,"By definition, a service level agreement (SLA) is: a formal contract defining the expected level of service between a provider and a customer",Software,Software Basics
"Fill in the blank: ______ refers to ""software designed to manage computer hardware and provide a platform for application software, such as an operating system"".",proprietary software,client-server architecture,system software,application software,C,"system software refers to: software designed to manage computer hardware and provide a platform for application software, such as an operating system",Software,Software Basics
Which statement correctly describes a prototype in software development?,an early sample or model of a software product built to test a concept or process,an error or flaw in a program that causes it to behave unexpectedly,"a tool used to log, track, and manage software bugs throughout the development process",a document that typically explains what a software project does and how to use it,A,"By definition, a prototype in software development is: an early sample or model of a software product built to test a concept or process",Software,Software Development
"Fill in the blank: ______ refers to ""software used to organise, analyse, and store data in tabular form, such as Microsoft Excel"".",debugging,continuous testing,a spreadsheet application,the term 'stakeholder' in software projects,C,"a spreadsheet application refers to: software used to organise, analyse, and store data in tabular form, such as Microsoft Excel",Software,Application Software
What is a monolithic architecture?,"the process of restructuring existing code without changing its external behaviour, to improve readability or performance",the process of integrating changes from one branch into another in version control,an isolated testing environment that allows code to run without affecting the production system,a software architecture style where all components of an application are combined into a single unit,D,a monolithic architecture is: a software architecture style where all components of an application are combined into a single unit,Software,Software Development
Which statement correctly describes cross-platform software?,software designed to run on multiple operating systems or platforms without modification,a collection of instructions and programs used to operate computers and execute specific tasks,"software designed to help users perform specific tasks, such as word processors or web browsers",a type of software embedded directly into hardware devices to control their basic functions,A,"By definition, cross-platform software is: software designed to run on multiple operating systems or platforms without modification",Software,Software Basics
"Which term matches this description: ""a situation in version control where changes from different branches cannot be automatically combined""?",JIRA,a merge conflict,a bug in software,usability testing,B,The description matches a merge conflict: a situation in version control where changes from different branches cannot be automatically combined,Software,Software Development
What is normalization in databases?,the process of organising data to reduce redundancy and improve data integrity,a collection of instructions and programs used to operate computers and execute specific tasks,the process of storing frequently accessed data temporarily for faster future retrieval,"a release of new or improved code that fixes bugs, adds features, or improves security",A,normalization in databases is: the process of organising data to reduce redundancy and improve data integrity,Software,Software Basics
"Fill in the blank: ______ refers to ""a document that typically explains what a software project does and how to use it"".",a code repository's README file,a Gantt chart,a stand-up meeting,refactoring,A,a code repository's README file refers to: a document that typically explains what a software project does and how to use it,Software,Software Development
"Which term matches this description: ""software designed to help users perform specific tasks, such as word processors or web browsers""?",ransomware,internationalisation of software,application software,a computer virus,C,"The description matches application software: software designed to help users perform specific tasks, such as word processors or web browsers",Software,Software Basics
"Fill in the blank: ______ refers to ""a distributed network of servers that delivers web content to users based on their geographic location"".",a foreign key in a database,Kubernetes,a content delivery network (CDN),a software update,C,a content delivery network (CDN) refers to: a distributed network of servers that delivers web content to users based on their geographic location,Software,Software Basics
Which statement correctly describes inheritance in OOP?,a mechanism by which one class can acquire properties and behaviours from another class,"a high-level, general-purpose programming language known for its readability and wide use in data science and web development","a blueprint or template used to create objects, defining their properties and behaviours",a value in a program that does not change during execution,A,"By definition, inheritance in OOP is: a mechanism by which one class can acquire properties and behaviours from another class",Software,Programming
Which statement correctly describes JIRA?,a popular project management and issue-tracking tool used widely in Agile software development,testing conducted to ensure that new code changes have not adversely affected existing functionality,any individual or group with an interest in or affected by a software project's outcome,"a software design pattern that separates an application into three interconnected components: data, user interface, and logic",A,"By definition, JIRA is: a popular project management and issue-tracking tool used widely in Agile software development",Software,Software Development
What is an environment variable?,"a small-sized value derived from a block of data, used to detect errors introduced during transmission or storage",a value set outside a program that can affect how running processes behave on a computer,the process of storing frequently accessed data temporarily for faster future retrieval,"software whose source code is made publicly available for anyone to view, modify, and distribute",B,an environment variable is: a value set outside a program that can affect how running processes behave on a computer,Software,Software Basics
"Which term matches this description: ""a web-based platform for hosting and collaborating on Git repositories""?",the Singleton design pattern,Agile methodology,GitHub,continuous integration (CI),C,The description matches GitHub: a web-based platform for hosting and collaborating on Git repositories,Software,Software Development
"Fill in the blank: ______ refers to ""the process of integrating changes from one branch into another in version control"".",a wireframe,a sprint (in Scrum),merging (in Git),scrum,C,merging (in Git) refers to: the process of integrating changes from one branch into another in version control,Software,Software Development
What is a plugin?,software that monitors and controls incoming and outgoing network traffic based on security rules,a software component that adds specific features or functionality to an existing application,"a popular platform used to develop, ship, and run applications inside containers","software owned by an individual or company, with restricted rights to use, modify, or distribute it",B,a plugin is: a software component that adds specific features or functionality to an existing application,Software,Software Basics
"Fill in the blank: ______ refers to ""a unique identifier for each record in a database table"".",emulation software,a primary key in a database,a relational database,cross-platform software,B,a primary key in a database refers to: a unique identifier for each record in a database table,Software,Software Basics
Which statement correctly describes a software vendor?,a company or individual that sells software products or services,a distributed network of servers that delivers web content to users based on their geographic location,a unique identifier for each record in a database table,software that acts as a bridge between an operating system or database and applications,A,"By definition, a software vendor is: a company or individual that sells software products or services",Software,Software Basics
Which statement correctly describes a constant in programming?,a linear data structure that follows the First-In-First-Out (FIFO) principle,a reusable block of code designed to perform a specific task,"an algorithm that arranges elements of a list in a certain order, such as ascending or descending",a value in a program that does not change during execution,D,"By definition, a constant in programming is: a value in a program that does not change during execution",Software,Programming
What is shareware?,a lightweight virtualisation method that packages applications with their dependencies into isolated containers,"software distributed on a trial basis, often requiring payment for continued or full use",a network architecture in which each computer can act as both a client and a server,a small piece of code released to fix bugs or security vulnerabilities in existing software,B,"shareware is: software distributed on a trial basis, often requiring payment for continued or full use",Software,Software Basics
"Fill in the blank: ______ refers to ""a widely used commercial relational database management system developed by Oracle Corporation"".",emulation software,a firewall (software),middleware,Oracle Database,D,Oracle Database refers to: a widely used commercial relational database management system developed by Oracle Corporation,Software,Software Basics
What is a use case diagram?,a diagram used in software engineering to represent a user's interactions with a system,"a tool that analyses source code to flag programming errors, bugs, and stylistic issues",a short daily meeting in Agile development where team members discuss progress and blockers,a versioning scheme using a three-part number (major.minor.patch) to indicate the nature of software changes,A,a use case diagram is: a diagram used in software engineering to represent a user's interactions with a system,Software,Software Development
Which statement correctly describes an exception in programming?,a program that translates source code written in a high-level programming language into machine code,"an event that disrupts the normal flow of a program's execution, often handled using try-catch blocks","the bundling of data and methods that operate on that data within a single unit, restricting direct access to some components",a named storage location used to hold data that may change during program execution,B,"By definition, an exception in programming is: an event that disrupts the normal flow of a program's execution, often handled using try-catch blocks",Software,Programming
What is open-source software?,"a cloud computing model that provides a platform allowing developers to build, run, and manage applications","software whose source code is made publicly available for anyone to view, modify, and distribute","a package manager for JavaScript, used to install and manage software libraries and dependencies",software designed to run on multiple operating systems or platforms without modification,B,"open-source software is: software whose source code is made publicly available for anyone to view, modify, and distribute",Software,Software Basics
Which statement correctly describes Kubernetes?,"an open-source platform for automating the deployment, scaling, and management of containerised applications","the process of adapting software for a specific region or language, including translations and cultural adjustments",malware disguised as legitimate software to trick users into installing it,software designed to run on multiple operating systems or platforms without modification,A,"By definition, Kubernetes is: an open-source platform for automating the deployment, scaling, and management of containerised applications",Software,Software Basics
"Fill in the blank: ______ refers to ""a legal agreement that governs the use and distribution of software"".",IaaS (Infrastructure as a Service),system software,legacy software,a software license,D,a software license refers to: a legal agreement that governs the use and distribution of software,Software,Software Basics
"Which term matches this description: ""a piece of software that extends the capabilities of a larger software application, similar to a plugin""?",containerisation,localisation of software,middleware,an add-on,D,"The description matches an add-on: a piece of software that extends the capabilities of a larger software application, similar to a plugin",Software,Software Basics
Which statement correctly describes a code formatter?,a tool that automatically reformats source code to follow consistent style guidelines,"the high-level structure of a software system, defining its components and their relationships",the practice of diverging from the main line of development to work independently without affecting it,the process of evaluating software to identify defects and ensure it meets requirements,A,"By definition, a code formatter is: a tool that automatically reformats source code to follow consistent style guidelines",Software,Software Development
"Which term matches this description: ""a software testing method where individual components or functions are tested in isolation""?",unit testing,a release candidate,DevOps,white-box testing,A,The description matches unit testing: a software testing method where individual components or functions are tested in isolation,Software,Software Development
"Which term matches this description: ""a tool that automatically reformats source code to follow consistent style guidelines""?",a code formatter,load testing,JIRA,a sprint (in Scrum),A,The description matches a code formatter: a tool that automatically reformats source code to follow consistent style guidelines,Software,Software Development
What is load testing?,a software architecture style where all components of an application are combined into a single unit,the process of evaluating software to identify defects and ensure it meets requirements,any individual or group with an interest in or affected by a software project's outcome,a type of performance testing that evaluates how a system behaves under expected user loads,D,load testing is: a type of performance testing that evaluates how a system behaves under expected user loads,Software,Software Development
"Which term matches this description: ""a cloud computing model that provides a platform allowing developers to build, run, and manage applications""?",PaaS (Platform as a Service),Oracle Database,a package manager,a firewall (software),A,"The description matches PaaS (Platform as a Service): a cloud computing model that provides a platform allowing developers to build, run, and manage applications",Software,Software Basics
Which statement correctly describes Visual Studio Code?,the process of identifying and fixing errors or bugs in software code,a software testing method that examines internal code structure and logic,"a popular free source-code editor developed by Microsoft, widely used for software development","a snapshot of changes made to files in a repository, saved with a descriptive message",C,"By definition, Visual Studio Code is: a popular free source-code editor developed by Microsoft, widely used for software development",Software,Software Development
Which statement correctly describes localisation of software?,a design approach ensuring software interfaces adapt appropriately to different screen sizes and devices,a package manager used to install and manage software packages written in Python,"the process of adapting software for a specific region or language, including translations and cultural adjustments",the process of distributing network or application traffic across multiple servers to ensure reliability,C,"By definition, localisation of software is: the process of adapting software for a specific region or language, including translations and cultural adjustments",Software,Software Basics
Who is credited with creating the programming language Lua?,Dennis Ritchie,a committee led by Grace Hopper's influence,Bjarne Stroustrup,Roberto Ierusalimschy and colleagues,D,Lua is credited to Roberto Ierusalimschy and colleagues.,Software,Programming Languages
Which programming language was created by Dennis Ritchie?,Dart,BASIC,Lisp,C,D,C was created by Dennis Ritchie.,Software,Programming Languages
Which statement correctly describes middleware?,software that acts as a bridge between an operating system or database and applications,the process of converting data into a coded format to prevent unauthorised access,"malicious software designed to damage, disrupt, or gain unauthorised access to computer systems",older software that is still in use but may not be actively supported or updated,A,"By definition, middleware is: software that acts as a bridge between an operating system or database and applications",Software,Software Basics
"Which term matches this description: ""the bundling of data and methods that operate on that data within a single unit, restricting direct access to some components""?",encapsulation in OOP,a compiler,a compiler error,inheritance in OOP,A,"The description matches encapsulation in OOP: the bundling of data and methods that operate on that data within a single unit, restricting direct access to some components",Software,Programming
"Fill in the blank: ______ refers to ""an error caused by incorrect use of a programming language's grammar rules"".",a class in OOP,a syntax error,a queue (data structure),a loop in programming,B,a syntax error refers to: an error caused by incorrect use of a programming language's grammar rules,Software,Programming
Which statement correctly describes a database?,software that secretly monitors and collects user information without their knowledge,"an open-source platform for automating the deployment, scaling, and management of containerised applications",an organised collection of structured data stored electronically for easy access and management,"a cloud computing model that provides a platform allowing developers to build, run, and manage applications",C,"By definition, a database is: an organised collection of structured data stored electronically for easy access and management",Software,Software Basics
What does the keyboard shortcut 'Ctrl+Tab' typically do?,Save the current file,Open a new tab in a web browser,Switch between open tabs in a browser,Open the Task Manager directly (Windows),C,'Ctrl+Tab' is used to switch between open tabs in a browser.,Software,Keyboard Shortcuts
What does the keyboard shortcut 'Ctrl+I' typically do?,Find text within a document or page,Print the current document,Apply italic formatting to selected text,Paste copied content (macOS),C,'Ctrl+I' is used to apply italic formatting to selected text.,Software,Keyboard Shortcuts
Which file extension is typically used for an image file format that supports simple animation?,.iso,.zip,.gif,.sh,C,Files that are an image file format that supports simple animation typically use the extension '.gif'.,Software,File Formats
"Fill in the blank: ______ refers to ""the practice of executing automated tests as part of the software delivery pipeline to get immediate feedback"".",acceptance testing,the Software Development Life Cycle (SDLC),a staging environment,continuous testing,D,continuous testing refers to: the practice of executing automated tests as part of the software delivery pipeline to get immediate feedback,Software,Software Development
What is a linter?,"a tool that analyses source code to flag programming errors, bugs, and stylistic issues",an isolated testing environment that allows code to run without affecting the production system,a type of testing that evaluates a system's stability under extreme or unfavourable conditions,"an Agile framework for managing software development work, organised into sprints",A,"a linter is: a tool that analyses source code to flag programming errors, bugs, and stylistic issues",Software,Software Development
"Fill in the blank: ______ refers to ""a release of new or improved code that fixes bugs, adds features, or improves security"".",a checksum,MongoDB,a content delivery network (CDN),a software update,D,"a software update refers to: a release of new or improved code that fixes bugs, adds features, or improves security",Software,Software Basics
"Which term matches this description: ""to inform users and developers of what has changed, been fixed, or been added in a new software version""?",Visual Studio Code,an ORM (Object-Relational Mapping) tool,a changelog entry's purpose,a merge conflict,C,"The description matches a changelog entry's purpose: to inform users and developers of what has changed, been fixed, or been added in a new software version",Software,Software Development
What type of file typically has the extension '.exe'?,a JavaScript source code file,an executable program file for Windows,a shell script file used in Unix/Linux systems,an Android application package file,B,A file with the extension '.exe' is typically an executable program file for Windows.,Software,File Formats
"Fill in the blank: ______ refers to ""the process of storing frequently accessed data temporarily for faster future retrieval"".",Oracle Database,a service level agreement (SLA),caching in software,a software update,C,caching in software refers to: the process of storing frequently accessed data temporarily for faster future retrieval,Software,Software Basics
"Fill in the blank: ______ refers to ""a software application that provides comprehensive tools for software development, including a code editor and debugger"".",an IDE (Integrated Development Environment),a commit (in Git),software testing,a changelog,A,"an IDE (Integrated Development Environment) refers to: a software application that provides comprehensive tools for software development, including a code editor and debugger",Software,Software Development
In approximately which year was the programming language C created?,1964,1972,1984,1980,B,C was created in approximately 1972.,Software,Programming Languages
"Fill in the blank: ______ refers to ""a popular project management and issue-tracking tool used widely in Agile software development"".",a code review,debugging,JIRA,a microservices architecture,C,JIRA refers to: a popular project management and issue-tracking tool used widely in Agile software development,Software,Software Development
Which statement correctly describes a linter?,a software testing method where individual modules are combined and tested as a group,the implied cost of additional rework caused by choosing an easy but limited solution instead of a better approach,the person responsible for defining and prioritising the features of a product in Agile development,"a tool that analyses source code to flag programming errors, bugs, and stylistic issues",D,"By definition, a linter is: a tool that analyses source code to flag programming errors, bugs, and stylistic issues",Software,Software Development
What is a rollback (in deployment)?,the process of reverting software to a previous stable version after a failed update or deployment,"a system that records changes to files over time, allowing users to track history and collaborate, such as Git",a web-based platform for hosting and collaborating on Git repositories,a set of rules that allows different software applications to communicate with each other,A,a rollback (in deployment) is: the process of reverting software to a previous stable version after a failed update or deployment,Software,Software Development
"Fill in the blank: ______ refers to ""an open-source operating system kernel, the basis for many free operating system distributions"".",an operating system (OS),multitasking in an OS,Linux,Windows,C,"Linux refers to: an open-source operating system kernel, the basis for many free operating system distributions",Software,Operating Systems
"Fill in the blank: ______ refers to ""a program that translates source code written in a high-level programming language into machine code"".",a compiler,data serialization,pseudocode,a compiler error,A,a compiler refers to: a program that translates source code written in a high-level programming language into machine code,Software,Programming
Which statement correctly describes a sandbox environment?,the phase of software testing where a nearly finished product is released to a limited external audience for feedback,a software testing method that examines functionality without looking at internal code structure,an isolated testing environment that allows code to run without affecting the production system,a software testing method where individual modules are combined and tested as a group,C,"By definition, a sandbox environment is: an isolated testing environment that allows code to run without affecting the production system",Software,Software Development
What is recursion in programming?,a technique where a function calls itself to solve a smaller instance of the same problem,"a programming paradigm based on the concept of objects, which contain data and methods",a programming language commonly used to create interactive effects within web browsers,"an instance of a class, containing specific data and the ability to perform actions defined by its class",A,recursion in programming is: a technique where a function calls itself to solve a smaller instance of the same problem,Software,Programming
"Fill in the blank: ______ refers to ""a linear data structure that follows the First-In-First-Out (FIFO) principle"".",binary search,a queue (data structure),a stack (data structure),a hash table,B,a queue (data structure) refers to: a linear data structure that follows the First-In-First-Out (FIFO) principle,Software,Programming
"Which term matches this description: ""a simple sorting algorithm that repeatedly steps through a list, swapping adjacent elements if they are in the wrong order""?",data serialization,Java,an array,bubble sort,D,"The description matches bubble sort: a simple sorting algorithm that repeatedly steps through a list, swapping adjacent elements if they are in the wrong order",Software,Programming
"Which term matches this description: ""software that enables one computer system to imitate the functions of another system""?",localisation of software,encryption,a content delivery network (CDN),emulation software,D,The description matches emulation software: software that enables one computer system to imitate the functions of another system,Software,Software Basics
"Which term matches this description: ""software that secretly monitors and collects user information without their knowledge""?",npm (Node Package Manager),Kubernetes,a database,spyware,D,The description matches spyware: software that secretly monitors and collects user information without their knowledge,Software,Software Basics
"Fill in the blank: ______ refers to ""a software testing method that examines internal code structure and logic"".",DevOps,technical debt,requirements gathering,white-box testing,D,white-box testing refers to: a software testing method that examines internal code structure and logic,Software,Software Development
What is binary search?,a technique where a function calls itself to solve a smaller instance of the same problem,"the process of converting data structures or objects into a format that can be stored or transmitted, such as JSON",a linear data structure that follows the First-In-First-Out (FIFO) principle,a searching algorithm that finds the position of a target value within a sorted array by repeatedly dividing the search interval in half,D,binary search is: a searching algorithm that finds the position of a target value within a sorted array by repeatedly dividing the search interval in half,Software,Programming
"Which term matches this description: ""a document that typically explains what a software project does and how to use it""?",white-box testing,a code repository's README file,acceptance testing,a product backlog,B,The description matches a code repository's README file: a document that typically explains what a software project does and how to use it,Software,Software Development
"Fill in the blank: ______ refers to ""a lightweight virtualisation method that packages applications with their dependencies into isolated containers"".",ransomware,a EULA (End User License Agreement),containerisation,Kubernetes,C,containerisation refers to: a lightweight virtualisation method that packages applications with their dependencies into isolated containers,Software,Software Basics
