Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"White has 7 pawns, 1 knight, 1 bishop, 2 rooks, 1 queen. Black has 5 pawns, 2 knights. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 20 point(s),White is ahead by 22 point(s),White is ahead by 24 point(s),White is ahead by 21 point(s),D,"White's material = 32. Black's material = 11. Difference = 21, so White is ahead by 21 point(s).",Chess,Piece Values
"White has 7 pawns. Black has 7 pawns, 1 knight, 1 rook, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 19 point(s),Black is ahead by 20 point(s),Black is ahead by 17 point(s),White is ahead by 20 point(s),C,"White's material = 7. Black's material = 24. Difference = 17, so Black is ahead by 17 point(s).",Chess,Piece Values
"White has 4 pawns, 2 knights, 1 bishop, 1 rook. Black has 2 bishops, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 2 point(s),White is ahead by 3 point(s),Black is ahead by 4 point(s),Black is ahead by 1 point(s),B,"White's material = 18. Black's material = 15. Difference = 3, so White is ahead by 3 point(s).",Chess,Piece Values
"White has 6 pawns, 2 knights, 1 bishop, 1 queen. Black has 3 pawns, 2 knights, 1 bishop, 1 rook, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 4 point(s),Black is ahead by 2 point(s),Black is ahead by 5 point(s),White is ahead by 3 point(s),B,"White's material = 24. Black's material = 26. Difference = 2, so Black is ahead by 2 point(s).",Chess,Piece Values
Which statement correctly describes a fork?,a tactic where one piece attacks two or more enemy pieces simultaneously,"a tactic similar to a pin, where a valuable piece is attacked and forced to move, exposing a less valuable piece behind it","a checkmate delivered along a player's first rank, often because their own pawns block the king's escape",a tactic where moving one piece reveals an attack from another piece behind it,A,"By definition, a fork is: a tactic where one piece attacks two or more enemy pieces simultaneously",Chess,Tactics
"White has 5 pawns, 2 knights, 1 bishop, 1 rook, 1 queen. Black has 1 knight, 2 bishops. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 19 point(s),White is ahead by 21 point(s),Black is ahead by 18 point(s),White is ahead by 22 point(s),A,"White's material = 28. Black's material = 9. Difference = 19, so White is ahead by 19 point(s).",Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 4 pawns, 1 knight, 2 bishops, 1 rook, 1 queen?",27,31,24,26,A,Total value = 4×1 + 1×3 + 2×3 + 1×5 + 1×9 = 27.,Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 6 pawns, 1 knight, 2 bishops, 2 rooks?",21,25,29,26,B,Total value = 6×1 + 1×3 + 2×3 + 2×5 = 25.,Chess,Piece Values
"White has 7 pawns, 2 knights, 1 rook. Black has 2 pawns, 2 knights, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 7 point(s),Black is ahead by 11 point(s),Black is ahead by 9 point(s),Black is ahead by 6 point(s),C,"White's material = 18. Black's material = 27. Difference = 9, so Black is ahead by 9 point(s).",Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 3 pawns, 2 knights, 2 bishops, 1 queen?",24,21,26,23,A,Total value = 3×1 + 2×3 + 2×3 + 1×9 = 24.,Chess,Piece Values
Which statement correctly describes the queen's movement?,"a position where a king is in check and there is no legal move to escape it, ending the game","the most powerful piece, able to move any number of squares horizontally, vertically, or diagonally","the phase of a chess game following the opening, where tactical and strategic battles typically occur",a rule allowing a draw to be claimed if the same position occurs three times with the same player to move,B,"By definition, the queen's movement is: the most powerful piece, able to move any number of squares horizontally, vertically, or diagonally",Chess,Piece Movement
"White has 6 pawns, 1 knight, 1 bishop, 1 rook. Black has 1 pawn, 1 queen. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 5 point(s),White is ahead by 9 point(s),White is ahead by 7 point(s),Black is ahead by 5 point(s),C,"White's material = 17. Black's material = 10. Difference = 7, so White is ahead by 7 point(s).",Chess,Piece Values
"White has 2 bishops, 1 queen. Black has 3 pawns. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 15 point(s),White is ahead by 13 point(s),White is ahead by 12 point(s),Black is ahead by 11 point(s),C,"White's material = 15. Black's material = 3. Difference = 12, so White is ahead by 12 point(s).",Chess,Piece Values
"White has 3 pawns, 1 knight, 2 bishops, 1 rook, 1 queen. Black has 6 pawns, 1 bishop, 1 rook. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 15 point(s),White is ahead by 9 point(s),White is ahead by 11 point(s),White is ahead by 12 point(s),D,"White's material = 26. Black's material = 14. Difference = 12, so White is ahead by 12 point(s).",Chess,Piece Values
"White has 5 pawns, 1 knight, 1 queen. Black has 4 pawns, 1 bishop. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 10 point(s),White is ahead by 9 point(s),White is ahead by 13 point(s),White is ahead by 8 point(s),A,"White's material = 17. Black's material = 7. Difference = 10, so White is ahead by 10 point(s).",Chess,Piece Values
"Which term matches this description: ""a checkmate delivered by a knight where the king is unable to move because it is surrounded by its own pieces""?",a fork,zugzwang,a skewer,a smothered mate,D,The description matches a smothered mate: a checkmate delivered by a knight where the king is unable to move because it is surrounded by its own pieces,Chess,Tactics
"White has 1 bishop, 2 rooks, 1 queen. Black has 4 pawns, 1 rook, 1 queen. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 6 point(s),White is ahead by 4 point(s),White is ahead by 1 point(s),Black is ahead by 5 point(s),B,"White's material = 22. Black's material = 18. Difference = 4, so White is ahead by 4 point(s).",Chess,Piece Values
"White has 3 pawns, 1 knight, 1 queen. Black has 8 pawns, 1 knight, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 5 point(s),White is ahead by 3 point(s),White is ahead by 4 point(s),White is ahead by 2 point(s),A,"White's material = 15. Black's material = 20. Difference = 5, so Black is ahead by 5 point(s).",Chess,Piece Values
"White has 8 pawns, 2 knights, 1 bishop, 2 rooks, 1 queen. Black has 1 pawn, 1 bishop, 1 rook. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 28 point(s),White is ahead by 26 point(s),Black is ahead by 26 point(s),White is ahead by 27 point(s),D,"White's material = 36. Black's material = 9. Difference = 27, so White is ahead by 27 point(s).",Chess,Piece Values
"White has 1 pawn, 2 knights, 2 bishops, 2 rooks. Black has 5 pawns, 2 bishops, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 9 point(s),Black is ahead by 7 point(s),Black is ahead by 9 point(s),White is ahead by 10 point(s),B,"White's material = 23. Black's material = 30. Difference = 7, so Black is ahead by 7 point(s).",Chess,Piece Values
"White has 8 pawns, 1 rook. Black has 5 pawns, 2 bishops, 1 rook. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 6 point(s),Black is ahead by 1 point(s),Black is ahead by 3 point(s),White is ahead by 2 point(s),C,"White's material = 13. Black's material = 16. Difference = 3, so Black is ahead by 3 point(s).",Chess,Piece Values
"White has 7 pawns, 2 bishops, 1 rook, 1 queen. Black has 2 pawns, 2 knights, 2 bishops. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 13 point(s),White is ahead by 11 point(s),White is ahead by 15 point(s),White is ahead by 12 point(s),A,"White's material = 27. Black's material = 14. Difference = 13, so White is ahead by 13 point(s).",Chess,Piece Values
"White has 2 pawns, 1 bishop, 1 queen. Black has 3 pawns, 2 knights, 1 bishop, 1 rook. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 4 point(s),Black is ahead by 1 point(s),Black is ahead by 3 point(s),White is ahead by 1 point(s),C,"White's material = 14. Black's material = 17. Difference = 3, so Black is ahead by 3 point(s).",Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 8 pawns, 1 rook?",11,13,14,12,B,Total value = 8×1 + 1×5 = 13.,Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 1 pawn, 2 knights, 2 bishops, 1 rook, 1 queen?",27,30,24,28,A,Total value = 1×1 + 2×3 + 2×3 + 1×5 + 1×9 = 27.,Chess,Piece Values
"White has 5 pawns, 2 knights, 1 rook, 1 queen. Black has 2 pawns, 1 knight, 2 bishops, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 3 point(s),Black is ahead by 5 point(s),White is ahead by 6 point(s),Black is ahead by 6 point(s),B,"White's material = 25. Black's material = 30. Difference = 5, so Black is ahead by 5 point(s).",Chess,Piece Values
What is the pawn's movement?,a tactic where one piece attacks two or more enemy pieces simultaneously,an Indian chess Grandmaster who was World Chess Champion from 2007 to 2013,"the highest title a chess player can attain, awarded by FIDE",a piece that moves forward one square (or two on its first move) and captures diagonally,D,the pawn's movement is: a piece that moves forward one square (or two on its first move) and captures diagonally,Chess,Piece Movement
"White has 7 pawns, 1 bishop, 1 rook, 1 queen. Black has 4 pawns, 1 knight, 2 bishops, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 8 point(s),Black is ahead by 11 point(s),Black is ahead by 10 point(s),Black is ahead by 6 point(s),A,"White's material = 24. Black's material = 32. Difference = 8, so Black is ahead by 8 point(s).",Chess,Piece Values
"White has 4 pawns, 1 knight, 1 bishop, 1 rook. Black has 1 pawn, 1 knight. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 11 point(s),White is ahead by 13 point(s),White is ahead by 14 point(s),Black is ahead by 12 point(s),A,"White's material = 15. Black's material = 4. Difference = 11, so White is ahead by 11 point(s).",Chess,Piece Values
"White has 7 pawns, 2 knights, 2 bishops, 2 rooks, 1 queen. Black has 2 knights, 1 bishop, 1 rook. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 25 point(s),Black is ahead by 23 point(s),Black is ahead by 26 point(s),White is ahead by 24 point(s),D,"White's material = 38. Black's material = 14. Difference = 24, so White is ahead by 24 point(s).",Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 2 pawns, 2 knights, 1 bishop, 1 rook?",20,18,14,16,D,Total value = 2×1 + 2×3 + 1×3 + 1×5 = 16.,Chess,Piece Values
"White has 1 pawn, 1 knight, 1 queen. Black has 7 pawns, 1 knight, 1 bishop, 1 rook. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 8 point(s),Black is ahead by 5 point(s),White is ahead by 3 point(s),Black is ahead by 2 point(s),B,"White's material = 13. Black's material = 18. Difference = 5, so Black is ahead by 5 point(s).",Chess,Piece Values
"White has 8 pawns, 2 knights, 1 bishop, 2 rooks. Black has 4 pawns, 1 knight, 1 rook, 1 queen. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 5 point(s),White is ahead by 6 point(s),White is ahead by 7 point(s),Black is ahead by 7 point(s),B,"White's material = 27. Black's material = 21. Difference = 6, so White is ahead by 6 point(s).",Chess,Piece Values
"Fill in the blank: ______ refers to ""generally considered to be worth about 3 points"".",the value of a knight,the Italian Game,Viswanathan Anand,castling,A,the value of a knight refers to: generally considered to be worth about 3 points,Chess,Piece Values
"White has 2 pawns, 1 bishop, 1 rook. Black has 3 pawns, 2 knights, 2 bishops, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 15 point(s),White is ahead by 12 point(s),White is ahead by 16 point(s),Black is ahead by 14 point(s),D,"White's material = 10. Black's material = 24. Difference = 14, so Black is ahead by 14 point(s).",Chess,Piece Values
"White has 6 pawns, 1 knight, 2 bishops, 1 rook, 1 queen. Black has 2 knights, 1 queen. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 14 point(s),Black is ahead by 12 point(s),White is ahead by 16 point(s),Black is ahead by 17 point(s),A,"White's material = 29. Black's material = 15. Difference = 14, so White is ahead by 14 point(s).",Chess,Piece Values
"White has 2 pawns, 2 bishops, 1 rook. Black has 7 pawns, 2 knights, 1 bishop, 2 rooks. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 16 point(s),White is ahead by 12 point(s),White is ahead by 16 point(s),Black is ahead by 13 point(s),D,"White's material = 13. Black's material = 26. Difference = 13, so Black is ahead by 13 point(s).",Chess,Piece Values
What is a smothered mate?,"a tactic similar to a pin, where a valuable piece is attacked and forced to move, exposing a less valuable piece behind it",a checkmate delivered by a knight where the king is unable to move because it is surrounded by its own pieces,a tactic where a piece cannot move without exposing a more valuable piece behind it to attack,a tactic where one piece attacks two or more enemy pieces simultaneously,B,a smothered mate is: a checkmate delivered by a knight where the king is unable to move because it is surrounded by its own pieces,Chess,Tactics
"White has 2 pawns, 2 knights, 1 rook, 1 queen. Black has 3 pawns, 1 bishop, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 1 point(s),Black is ahead by 3 point(s),White is ahead by 6 point(s),White is ahead by 5 point(s),B,"White's material = 22. Black's material = 25. Difference = 3, so Black is ahead by 3 point(s).",Chess,Piece Values
"White has 7 pawns, 2 knights, 2 bishops, 1 rook. Black has 4 pawns, 2 knights, 1 bishop, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 6 point(s),White is ahead by 11 point(s),White is ahead by 7 point(s),Black is ahead by 8 point(s),D,"White's material = 24. Black's material = 32. Difference = 8, so Black is ahead by 8 point(s).",Chess,Piece Values
"Fill in the blank: ______ refers to ""a position where a player has no legal move but their king is not in check, resulting in a draw"".",the fifty-move rule,the knight's movement,stalemate,en passant,C,"stalemate refers to: a position where a player has no legal move but their king is not in check, resulting in a draw",Chess,Rules
"White has 3 pawns, 1 knight, 2 rooks. Black has 1 pawn, 1 knight, 1 bishop, 1 rook. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 6 point(s),White is ahead by 4 point(s),Black is ahead by 5 point(s),Black is ahead by 2 point(s),B,"White's material = 16. Black's material = 12. Difference = 4, so White is ahead by 4 point(s).",Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 5 pawns, 1 knight, 2 bishops, 1 rook, 1 queen?",29,28,25,31,B,Total value = 5×1 + 1×3 + 2×3 + 1×5 + 1×9 = 28.,Chess,Piece Values
"White has 8 pawns, 1 knight, 1 bishop. Black has 2 pawns, 1 knight, 1 bishop, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 1 point(s),Black is ahead by 3 point(s),White is ahead by 6 point(s),White is ahead by 1 point(s),B,"White's material = 14. Black's material = 17. Difference = 3, so Black is ahead by 3 point(s).",Chess,Piece Values
"White has 2 knights, 2 rooks, 1 queen. Black has 2 knights, 2 rooks. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 12 point(s),Black is ahead by 6 point(s),White is ahead by 9 point(s),Black is ahead by 7 point(s),C,"White's material = 25. Black's material = 16. Difference = 9, so White is ahead by 9 point(s).",Chess,Piece Values
Which statement correctly describes the number of squares on a chessboard?,a former World Chess Champion widely regarded as one of the greatest players in chess history,"64 squares, arranged in an 8x8 grid",a tactic where a piece cannot move without exposing a more valuable piece behind it to attack,"a chess opening where White offers a pawn to gain central control, beginning with 1.d4 d5 2.c4",B,"By definition, the number of squares on a chessboard is: 64 squares, arranged in an 8x8 grid",Chess,Board Basics
"White has 4 pawns, 2 bishops. Black has 1 pawn, 2 knights. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 3 point(s),Black is ahead by 6 point(s),Black is ahead by 1 point(s),White is ahead by 2 point(s),A,"White's material = 10. Black's material = 7. Difference = 3, so White is ahead by 3 point(s).",Chess,Piece Values
"White has 2 pawns, 2 bishops, 1 rook. Black has 5 pawns, 1 rook. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 1 point(s),White is ahead by 3 point(s),White is ahead by 1 point(s),White is ahead by 6 point(s),B,"White's material = 13. Black's material = 10. Difference = 3, so White is ahead by 3 point(s).",Chess,Piece Values
"Fill in the blank: ______ refers to ""a special move involving the king and a rook, allowing the king to move two squares toward the rook"".",a discovered attack,the Sicilian Defence,the middlegame,castling,D,"castling refers to: a special move involving the king and a rook, allowing the king to move two squares toward the rook",Chess,Special Moves
"White has 2 knights, 1 bishop, 1 queen. Black has 5 pawns, 1 bishop. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 10 point(s),Black is ahead by 13 point(s),Black is ahead by 7 point(s),White is ahead by 11 point(s),A,"White's material = 18. Black's material = 8. Difference = 10, so White is ahead by 10 point(s).",Chess,Piece Values
"White has 3 pawns, 1 knight, 1 bishop, 1 rook, 1 queen. Black has 4 pawns, 2 bishops, 2 rooks, 1 queen. Using standard piece values, who has the material advantage and by how many points?",Black is ahead by 6 point(s),Black is ahead by 8 point(s),Black is ahead by 3 point(s),White is ahead by 8 point(s),A,"White's material = 23. Black's material = 29. Difference = 6, so Black is ahead by 6 point(s).",Chess,Piece Values
"White has 7 pawns, 1 knight, 2 bishops, 1 rook, 1 queen. Black has 3 pawns, 1 knight, 2 bishops, 1 rook. Using standard piece values, who has the material advantage and by how many points?",White is ahead by 13 point(s),White is ahead by 12 point(s),Black is ahead by 14 point(s),White is ahead by 10 point(s),A,"White's material = 30. Black's material = 17. Difference = 13, so White is ahead by 13 point(s).",Chess,Piece Values
"Using standard piece values (pawn=1, knight=3, bishop=3, rook=5, queen=9), what is the total material value of: 6 pawns, 2 bishops, 2 rooks?",22,21,18,26,A,Total value = 6×1 + 2×3 + 2×5 = 22.,Chess,Piece Values
