Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Fill in the blank: ______ refers to ""a Test cricket series played between England and Australia"".",Shane Warne,a maiden over,a wide,the Ashes,D,the Ashes refers to: a Test cricket series played between England and Australia,Cricket,Tournaments
A team needs 287 runs to win from 18.2 overs remaining. What is the required run rate (runs per over)?,15.77,16.77,13.77,16.27,A,Required run rate = Runs needed / Overs remaining = 287 / 18.2 ≈ 15.77.,Cricket,Scoring Calculations
A team scores at a run rate of 7.34 runs per over for 34 overs. Approximately how many runs have they scored?,250,255,245,235,A,Runs ≈ Run rate × Overs = 7.34 × 34 ≈ 250 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 8.9 runs per over for 24 overs. Approximately how many runs have they scored?,194,209,214,234,C,Runs ≈ Run rate × Overs = 8.9 × 24 ≈ 214 runs.,Cricket,Scoring Calculations
A team needs 158 runs to win from 2.0 overs remaining. What is the required run rate (runs per over)?,78.50,79.50,79.00,80.50,C,Required run rate = Runs needed / Overs remaining = 158 / 2.0 ≈ 79.00.,Cricket,Scoring Calculations
A team scores at a run rate of 6.38 runs per over for 16 overs. Approximately how many runs have they scored?,122,82,112,102,D,Runs ≈ Run rate × Overs = 6.38 × 16 ≈ 102 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 5.18 runs per over for 20 overs. Approximately how many runs have they scored?,104,94,124,119,A,Runs ≈ Run rate × Overs = 5.18 × 20 ≈ 104 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 4.67 runs per over for 50 overs. Approximately how many runs have they scored?,229,249,224,234,D,Runs ≈ Run rate × Overs = 4.67 × 50 ≈ 234 runs.,Cricket,Scoring Calculations
A team needs 308 runs to win from 7.0 overs remaining. What is the required run rate (runs per over)?,42.50,45.00,43.50,44.00,D,Required run rate = Runs needed / Overs remaining = 308 / 7.0 ≈ 44.00.,Cricket,Scoring Calculations
A team scores at a run rate of 5.87 runs per over for 9 overs. Approximately how many runs have they scored?,58,53,73,33,B,Runs ≈ Run rate × Overs = 5.87 × 9 ≈ 53 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 7.63 runs per over for 27 overs. Approximately how many runs have they scored?,221,206,201,191,B,Runs ≈ Run rate × Overs = 7.63 × 27 ≈ 206 runs.,Cricket,Scoring Calculations
A team needs 219 runs to win from 6.6 overs remaining. What is the required run rate (runs per over)?,32.18,34.18,32.68,33.18,D,Required run rate = Runs needed / Overs remaining = 219 / 6.6 ≈ 33.18.,Cricket,Scoring Calculations
A team scores at a run rate of 5.74 runs per over for 27 overs. Approximately how many runs have they scored?,155,140,145,165,A,Runs ≈ Run rate × Overs = 5.74 × 27 ≈ 155 runs.,Cricket,Scoring Calculations
A team needs 30 runs to win from 12.2 overs remaining. What is the required run rate (runs per over)?,2.96,2.46,1.96,3.46,B,Required run rate = Runs needed / Overs remaining = 30 / 12.2 ≈ 2.46.,Cricket,Scoring Calculations
A team scores at a run rate of 9.02 runs per over for 34 overs. Approximately how many runs have they scored?,307,287,322,312,A,Runs ≈ Run rate × Overs = 9.02 × 34 ≈ 307 runs.,Cricket,Scoring Calculations
"Fill in the blank: ______ refers to ""an international Twenty20 cricket championship organised by the International Cricket Council"".",a golden duck,the ICC T20 World Cup,stumping,Twenty20 (T20) cricket,B,the ICC T20 World Cup refers to: an international Twenty20 cricket championship organised by the International Cricket Council,Cricket,Tournaments
A team scores at a run rate of 7.43 runs per over for 19 overs. Approximately how many runs have they scored?,126,121,156,141,D,Runs ≈ Run rate × Overs = 7.43 × 19 ≈ 141 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 8.61 runs per over for 19 overs. Approximately how many runs have they scored?,154,174,184,164,D,Runs ≈ Run rate × Overs = 8.61 × 19 ≈ 164 runs.,Cricket,Scoring Calculations
A team needs 183 runs to win from 19.1 overs remaining. What is the required run rate (runs per over)?,10.58,8.08,9.58,11.58,C,Required run rate = Runs needed / Overs remaining = 183 / 19.1 ≈ 9.58.,Cricket,Scoring Calculations
A team needs 193 runs to win from 14.1 overs remaining. What is the required run rate (runs per over)?,13.19,12.69,14.69,13.69,D,Required run rate = Runs needed / Overs remaining = 193 / 14.1 ≈ 13.69.,Cricket,Scoring Calculations
A team needs 25 runs to win from 17.3 overs remaining. What is the required run rate (runs per over)?,2.95,3.45,0.45,1.45,D,Required run rate = Runs needed / Overs remaining = 25 / 17.3 ≈ 1.45.,Cricket,Scoring Calculations
A team needs 32 runs to win from 3.2 overs remaining. What is the required run rate (runs per over)?,11.00,11.50,9.50,10.00,D,Required run rate = Runs needed / Overs remaining = 32 / 3.2 ≈ 10.00.,Cricket,Scoring Calculations
Which statement correctly describes Sachin Tendulkar?,a West Indian batsman who holds the record for the highest individual score in Test cricket (400 not out),an Indian cricketer known for his aggressive batting and record chase-master reputation in ODIs,an Australian leg-spin bowler regarded as one of the greatest bowlers in cricket history,"an Indian cricketer widely regarded as one of the greatest batsmen of all time, holding the record for most international centuries",D,"By definition, Sachin Tendulkar is: an Indian cricketer widely regarded as one of the greatest batsmen of all time, holding the record for most international centuries",Cricket,Players
A team scores at a run rate of 4.4 runs per over for 22 overs. Approximately how many runs have they scored?,92,112,97,82,C,Runs ≈ Run rate × Overs = 4.4 × 22 ≈ 97 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 5.22 runs per over for 29 overs. Approximately how many runs have they scored?,146,151,171,131,B,Runs ≈ Run rate × Overs = 5.22 × 29 ≈ 151 runs.,Cricket,Scoring Calculations
What is a four?,a bowler who deceives batsmen by disguising the direction of spin,"a shot where the ball reaches or crosses the boundary after touching the ground, scoring four runs","a shot where the ball clears the boundary without touching the ground, scoring six runs","a delivery judged too wide or high for the batsman to play, resulting in an extra run",B,"a four is: a shot where the ball reaches or crosses the boundary after touching the ground, scoring four runs",Cricket,Terminology
A team needs 238 runs to win from 12.3 overs remaining. What is the required run rate (runs per over)?,17.35,19.35,17.85,18.85,B,Required run rate = Runs needed / Overs remaining = 238 / 12.3 ≈ 19.35.,Cricket,Scoring Calculations
A team scores at a run rate of 6.83 runs per over for 15 overs. Approximately how many runs have they scored?,112,82,87,102,D,Runs ≈ Run rate × Overs = 6.83 × 15 ≈ 102 runs.,Cricket,Scoring Calculations
A team needs 119 runs to win from 15.5 overs remaining. What is the required run rate (runs per over)?,9.18,8.18,5.68,7.68,D,Required run rate = Runs needed / Overs remaining = 119 / 15.5 ≈ 7.68.,Cricket,Scoring Calculations
A team scores at a run rate of 6.36 runs per over for 20 overs. Approximately how many runs have they scored?,132,127,142,112,B,Runs ≈ Run rate × Overs = 6.36 × 20 ≈ 127 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 6.41 runs per over for 18 overs. Approximately how many runs have they scored?,95,130,115,135,C,Runs ≈ Run rate × Overs = 6.41 × 18 ≈ 115 runs.,Cricket,Scoring Calculations
A team needs 158 runs to win from 2.1 overs remaining. What is the required run rate (runs per over)?,76.24,75.24,74.74,76.74,B,Required run rate = Runs needed / Overs remaining = 158 / 2.1 ≈ 75.24.,Cricket,Scoring Calculations
A team scores at a run rate of 9.34 runs per over for 34 overs. Approximately how many runs have they scored?,308,328,323,318,D,Runs ≈ Run rate × Overs = 9.34 × 34 ≈ 318 runs.,Cricket,Scoring Calculations
What is a no-ball?,"a dismissal on the very first ball a batsman faces, for zero runs",the outer edge of the cricket field; hitting the ball over it scores four or six runs,"an illegal delivery, often due to overstepping the crease, which results in an extra run and a free hit in limited-overs cricket",three wickets taken by a bowler on three consecutive deliveries,C,"a no-ball is: an illegal delivery, often due to overstepping the crease, which results in an extra run and a free hit in limited-overs cricket",Cricket,Terminology
A team needs 162 runs to win from 8.0 overs remaining. What is the required run rate (runs per over)?,22.25,20.25,21.25,20.75,B,Required run rate = Runs needed / Overs remaining = 162 / 8.0 ≈ 20.25.,Cricket,Scoring Calculations
A team needs 44 runs to win from 15.1 overs remaining. What is the required run rate (runs per over)?,4.91,2.91,2.41,4.41,B,Required run rate = Runs needed / Overs remaining = 44 / 15.1 ≈ 2.91.,Cricket,Scoring Calculations
A team scores at a run rate of 9.22 runs per over for 23 overs. Approximately how many runs have they scored?,212,222,197,207,A,Runs ≈ Run rate × Overs = 9.22 × 23 ≈ 212 runs.,Cricket,Scoring Calculations
A team needs 55 runs to win from 9.2 overs remaining. What is the required run rate (runs per over)?,5.98,4.48,7.98,5.48,A,Required run rate = Runs needed / Overs remaining = 55 / 9.2 ≈ 5.98.,Cricket,Scoring Calculations
What is a golden duck?,"a delivery bowled to land at the batsman's feet, near the base of the stumps","a dismissal on the very first ball a batsman faces, for zero runs","a shot where the ball clears the boundary without touching the ground, scoring six runs",the outer edge of the cricket field; hitting the ball over it scores four or six runs,B,"a golden duck is: a dismissal on the very first ball a batsman faces, for zero runs",Cricket,Terminology
Which statement correctly describes the toss?,the coin flip at the start of a match that decides which captain chooses to bat or bowl first,"an Australian cricketer regarded as the greatest Test batsman ever, with a Test batting average of 99.94",a deceptive delivery bowled by a leg-spinner that turns the opposite way to a normal leg break,between approximately 155.9 and 163 grams for a men's cricket ball,A,"By definition, the toss is: the coin flip at the start of a match that decides which captain chooses to bat or bowl first",Cricket,Rules
Which team won the ICC Cricket World Cup held in 2019?,New Zealand,Pakistan,Sri Lanka,England,D,England won the Cricket World Cup in 2019.,Cricket,World Cup History
What is a Test match?,a Test cricket series played between England and Australia,"a fielding position close behind the batsman on the off side, used to catch edges","the longest format of cricket, played over five days between two teams with two innings each","a shot where the ball reaches or crosses the boundary after touching the ground, scoring four runs",C,"a Test match is: the longest format of cricket, played over five days between two teams with two innings each",Cricket,Formats
A team scores at a run rate of 8.44 runs per over for 22 overs. Approximately how many runs have they scored?,186,191,196,166,A,Runs ≈ Run rate × Overs = 8.44 × 22 ≈ 186 runs.,Cricket,Scoring Calculations
A team needs 60 runs to win from 18.8 overs remaining. What is the required run rate (runs per over)?,3.19,2.19,4.19,1.19,A,Required run rate = Runs needed / Overs remaining = 60 / 18.8 ≈ 3.19.,Cricket,Scoring Calculations
A team needs 7 runs to win from 5.5 overs remaining. What is the required run rate (runs per over)?,1.27,2.27,3.27,1.77,A,Required run rate = Runs needed / Overs remaining = 7 / 5.5 ≈ 1.27.,Cricket,Scoring Calculations
A team scores at a run rate of 4.05 runs per over for 6 overs. Approximately how many runs have they scored?,39,14,44,24,D,Runs ≈ Run rate × Overs = 4.05 × 6 ≈ 24 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 6.37 runs per over for 16 overs. Approximately how many runs have they scored?,82,102,112,92,B,Runs ≈ Run rate × Overs = 6.37 × 16 ≈ 102 runs.,Cricket,Scoring Calculations
A team needs 1 runs to win from 8.5 overs remaining. What is the required run rate (runs per over)?,0.12,7.12,1.12,1.62,A,Required run rate = Runs needed / Overs remaining = 1 / 8.5 ≈ 0.12.,Cricket,Scoring Calculations
"Which term matches this description: ""a dismissal on the very first ball a batsman faces, for zero runs""?",a golden duck,a googly bowler,a hat-trick,the Duckworth-Lewis-Stern (DLS) method,A,"The description matches a golden duck: a dismissal on the very first ball a batsman faces, for zero runs",Cricket,Terminology
A team needs 144 runs to win from 19.2 overs remaining. What is the required run rate (runs per over)?,8.00,5.50,6.00,7.50,D,Required run rate = Runs needed / Overs remaining = 144 / 19.2 ≈ 7.50.,Cricket,Scoring Calculations
A team needs 58 runs to win from 14.8 overs remaining. What is the required run rate (runs per over)?,3.42,5.92,3.92,5.42,C,Required run rate = Runs needed / Overs remaining = 58 / 14.8 ≈ 3.92.,Cricket,Scoring Calculations
A team needs 89 runs to win from 16.9 overs remaining. What is the required run rate (runs per over)?,6.77,4.77,7.27,5.27,D,Required run rate = Runs needed / Overs remaining = 89 / 16.9 ≈ 5.27.,Cricket,Scoring Calculations
A team needs 159 runs to win from 13.2 overs remaining. What is the required run rate (runs per over)?,12.05,10.55,13.05,14.05,A,Required run rate = Runs needed / Overs remaining = 159 / 13.2 ≈ 12.05.,Cricket,Scoring Calculations
A team needs 151 runs to win from 13.8 overs remaining. What is the required run rate (runs per over)?,9.94,12.44,8.94,10.94,D,Required run rate = Runs needed / Overs remaining = 151 / 13.8 ≈ 10.94.,Cricket,Scoring Calculations
A team needs 99 runs to win from 16.2 overs remaining. What is the required run rate (runs per over)?,6.61,5.11,6.11,7.61,C,Required run rate = Runs needed / Overs remaining = 99 / 16.2 ≈ 6.11.,Cricket,Scoring Calculations
A team scores at a run rate of 9.22 runs per over for 11 overs. Approximately how many runs have they scored?,101,116,91,111,A,Runs ≈ Run rate × Overs = 9.22 × 11 ≈ 101 runs.,Cricket,Scoring Calculations
A team needs 41 runs to win from 15.8 overs remaining. What is the required run rate (runs per over)?,4.59,1.09,0.59,2.59,D,Required run rate = Runs needed / Overs remaining = 41 / 15.8 ≈ 2.59.,Cricket,Scoring Calculations
A team needs 251 runs to win from 1.9 overs remaining. What is the required run rate (runs per over)?,132.11,133.61,130.11,130.61,A,Required run rate = Runs needed / Overs remaining = 251 / 1.9 ≈ 132.11.,Cricket,Scoring Calculations
Which statement correctly describes a hat-trick?,three wickets taken by a bowler on three consecutive deliveries,"a shot where the ball reaches or crosses the boundary after touching the ground, scoring four runs","a shot where the ball clears the boundary without touching the ground, scoring six runs",a batting partnership between two batsmen that produces 100 or more runs together,A,"By definition, a hat-trick is: three wickets taken by a bowler on three consecutive deliveries",Cricket,Terminology
A team needs 59 runs to win from 14.8 overs remaining. What is the required run rate (runs per over)?,1.99,5.49,3.99,5.99,C,Required run rate = Runs needed / Overs remaining = 59 / 14.8 ≈ 3.99.,Cricket,Scoring Calculations
A team scores at a run rate of 4.3 runs per over for 21 overs. Approximately how many runs have they scored?,100,75,90,95,C,Runs ≈ Run rate × Overs = 4.3 × 21 ≈ 90 runs.,Cricket,Scoring Calculations
A team needs 215 runs to win from 8.6 overs remaining. What is the required run rate (runs per over)?,24.00,24.50,25.00,23.00,C,Required run rate = Runs needed / Overs remaining = 215 / 8.6 ≈ 25.00.,Cricket,Scoring Calculations
Which statement correctly describes the Ranji Trophy?,a domestic first-class cricket championship played in India between teams representing states and regions,an ICC competition determining the best Test cricket team over a two-year cycle,the outer edge of the cricket field; hitting the ball over it scores four or six runs,the coin flip at the start of a match that decides which captain chooses to bat or bowl first,A,"By definition, the Ranji Trophy is: a domestic first-class cricket championship played in India between teams representing states and regions",Cricket,Tournaments
A team needs 115 runs to win from 1.8 overs remaining. What is the required run rate (runs per over)?,61.89,63.89,62.39,64.89,B,Required run rate = Runs needed / Overs remaining = 115 / 1.8 ≈ 63.89.,Cricket,Scoring Calculations
"Which term matches this description: ""a fielding position on the off side, between point and mid-off""?",the cover fielding position,the boundary,Twenty20 (T20) cricket,the slip fielding position,A,"The description matches the cover fielding position: a fielding position on the off side, between point and mid-off",Cricket,Fielding
A team needs 245 runs to win from 11.4 overs remaining. What is the required run rate (runs per over)?,19.99,21.49,20.99,21.99,B,Required run rate = Runs needed / Overs remaining = 245 / 11.4 ≈ 21.49.,Cricket,Scoring Calculations
A team scores at a run rate of 8.19 runs per over for 25 overs. Approximately how many runs have they scored?,210,205,195,185,B,Runs ≈ Run rate × Overs = 8.19 × 25 ≈ 205 runs.,Cricket,Scoring Calculations
The 2003 Cricket World Cup title was lifted by which team?,England,Pakistan,Australia,India,C,Australia won the Cricket World Cup in 2003.,Cricket,World Cup History
A team scores at a run rate of 7.85 runs per over for 42 overs. Approximately how many runs have they scored?,310,330,325,320,B,Runs ≈ Run rate × Overs = 7.85 × 42 ≈ 330 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 6.96 runs per over for 9 overs. Approximately how many runs have they scored?,48,78,73,63,D,Runs ≈ Run rate × Overs = 6.96 × 9 ≈ 63 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 5.22 runs per over for 48 overs. Approximately how many runs have they scored?,231,261,251,271,C,Runs ≈ Run rate × Overs = 5.22 × 48 ≈ 251 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 6.81 runs per over for 24 overs. Approximately how many runs have they scored?,148,183,173,163,D,Runs ≈ Run rate × Overs = 6.81 × 24 ≈ 163 runs.,Cricket,Scoring Calculations
A team needs 115 runs to win from 3.5 overs remaining. What is the required run rate (runs per over)?,33.86,34.86,30.86,32.86,D,Required run rate = Runs needed / Overs remaining = 115 / 3.5 ≈ 32.86.,Cricket,Scoring Calculations
A team scores at a run rate of 8.49 runs per over for 21 overs. Approximately how many runs have they scored?,178,193,188,168,A,Runs ≈ Run rate × Overs = 8.49 × 21 ≈ 178 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 8.65 runs per over for 16 overs. Approximately how many runs have they scored?,128,148,138,123,C,Runs ≈ Run rate × Overs = 8.65 × 16 ≈ 138 runs.,Cricket,Scoring Calculations
The 2007 Cricket World Cup title was lifted by which team?,South Africa,Australia,Sri Lanka,England,B,Australia won the Cricket World Cup in 2007.,Cricket,World Cup History
A team needs 141 runs to win from 5.5 overs remaining. What is the required run rate (runs per over)?,25.64,27.14,24.64,23.64,A,Required run rate = Runs needed / Overs remaining = 141 / 5.5 ≈ 25.64.,Cricket,Scoring Calculations
A team scores at a run rate of 5.19 runs per over for 5 overs. Approximately how many runs have they scored?,21,6,26,41,C,Runs ≈ Run rate × Overs = 5.19 × 5 ≈ 26 runs.,Cricket,Scoring Calculations
A team needs 219 runs to win from 5.4 overs remaining. What is the required run rate (runs per over)?,41.56,41.06,42.56,40.56,D,Required run rate = Runs needed / Overs remaining = 219 / 5.4 ≈ 40.56.,Cricket,Scoring Calculations
A team scores at a run rate of 5.09 runs per over for 32 overs. Approximately how many runs have they scored?,173,153,143,163,D,Runs ≈ Run rate × Overs = 5.09 × 32 ≈ 163 runs.,Cricket,Scoring Calculations
A team needs 82 runs to win from 6.5 overs remaining. What is the required run rate (runs per over)?,10.62,12.12,11.62,12.62,D,Required run rate = Runs needed / Overs remaining = 82 / 6.5 ≈ 12.62.,Cricket,Scoring Calculations
"Fill in the blank: ______ refers to ""a batsman's dismissal for a score of zero runs"".",the boundary,a hat-trick,a duck,a bouncer,C,a duck refers to: a batsman's dismissal for a score of zero runs,Cricket,Terminology
A team scores at a run rate of 8.04 runs per over for 37 overs. Approximately how many runs have they scored?,282,297,312,317,B,Runs ≈ Run rate × Overs = 8.04 × 37 ≈ 297 runs.,Cricket,Scoring Calculations
"Which term matches this description: ""a domestic first-class cricket championship played in India between teams representing states and regions""?",the World Test Championship,a six,a maiden over,the Ranji Trophy,D,The description matches the Ranji Trophy: a domestic first-class cricket championship played in India between teams representing states and regions,Cricket,Tournaments
A team scores at a run rate of 4.01 runs per over for 22 overs. Approximately how many runs have they scored?,88,83,68,98,A,Runs ≈ Run rate × Overs = 4.01 × 22 ≈ 88 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 8.25 runs per over for 33 overs. Approximately how many runs have they scored?,252,292,262,272,D,Runs ≈ Run rate × Overs = 8.25 × 33 ≈ 272 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 4.32 runs per over for 38 overs. Approximately how many runs have they scored?,169,164,179,174,B,Runs ≈ Run rate × Overs = 4.32 × 38 ≈ 164 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 7.97 runs per over for 21 overs. Approximately how many runs have they scored?,167,177,172,182,A,Runs ≈ Run rate × Overs = 7.97 × 21 ≈ 167 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 9.46 runs per over for 48 overs. Approximately how many runs have they scored?,454,464,444,474,A,Runs ≈ Run rate × Overs = 9.46 × 48 ≈ 454 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 9.85 runs per over for 28 overs. Approximately how many runs have they scored?,256,276,296,271,B,Runs ≈ Run rate × Overs = 9.85 × 28 ≈ 276 runs.,Cricket,Scoring Calculations
The 2015 Cricket World Cup title was lifted by which team?,Australia,England,West Indies,India,A,Australia won the Cricket World Cup in 2015.,Cricket,World Cup History
A team scores at a run rate of 6.91 runs per over for 8 overs. Approximately how many runs have they scored?,35,50,45,55,D,Runs ≈ Run rate × Overs = 6.91 × 8 ≈ 55 runs.,Cricket,Scoring Calculations
"Which term matches this description: ""a deceptive delivery bowled by a leg-spinner that turns the opposite way to a normal leg break""?",a century in cricket,a googly,a six,a no-ball,B,The description matches a googly: a deceptive delivery bowled by a leg-spinner that turns the opposite way to a normal leg break,Cricket,Terminology
A team scores at a run rate of 5.52 runs per over for 49 overs. Approximately how many runs have they scored?,285,260,270,250,C,Runs ≈ Run rate × Overs = 5.52 × 49 ≈ 270 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 9.53 runs per over for 48 overs. Approximately how many runs have they scored?,472,442,447,457,D,Runs ≈ Run rate × Overs = 9.53 × 48 ≈ 457 runs.,Cricket,Scoring Calculations
A team needs 105 runs to win from 16.6 overs remaining. What is the required run rate (runs per over)?,8.33,4.33,6.33,7.33,C,Required run rate = Runs needed / Overs remaining = 105 / 16.6 ≈ 6.33.,Cricket,Scoring Calculations
A team scores at a run rate of 9.17 runs per over for 30 overs. Approximately how many runs have they scored?,260,255,285,275,D,Runs ≈ Run rate × Overs = 9.17 × 30 ≈ 275 runs.,Cricket,Scoring Calculations
"Which term matches this description: ""a batting partnership between two batsmen that produces 100 or more runs together""?",a wide,a duck,the Duckworth-Lewis-Stern (DLS) method,a century partnership,D,The description matches a century partnership: a batting partnership between two batsmen that produces 100 or more runs together,Cricket,Terminology
A team scores at a run rate of 4.18 runs per over for 47 overs. Approximately how many runs have they scored?,196,181,186,211,A,Runs ≈ Run rate × Overs = 4.18 × 47 ≈ 196 runs.,Cricket,Scoring Calculations
What is the cover fielding position?,"a fielding position on the off side, between point and mid-off","a delivery bowled to land at the batsman's feet, near the base of the stumps",an ICC competition determining the best Test cricket team over a two-year cycle,"a delivery judged too wide or high for the batsman to play, resulting in an extra run",A,"the cover fielding position is: a fielding position on the off side, between point and mid-off",Cricket,Fielding
A team scores at a run rate of 5.71 runs per over for 45 overs. Approximately how many runs have they scored?,272,247,257,262,C,Runs ≈ Run rate × Overs = 5.71 × 45 ≈ 257 runs.,Cricket,Scoring Calculations
A team needs 188 runs to win from 12.7 overs remaining. What is the required run rate (runs per over)?,14.80,13.30,15.80,16.30,A,Required run rate = Runs needed / Overs remaining = 188 / 12.7 ≈ 14.80.,Cricket,Scoring Calculations
"Which term matches this description: ""a mode of dismissal where the ball would have hit the stumps but was blocked by the batsman's leg""?",the Ashes,LBW (Leg Before Wicket),the powerplay,a century partnership,B,The description matches LBW (Leg Before Wicket): a mode of dismissal where the ball would have hit the stumps but was blocked by the batsman's leg,Cricket,Rules
"Fill in the blank: ______ refers to ""a method of dismissal where the wicketkeeper breaks the stumps while the batsman is out of the crease, typically off a spin delivery"".",a century in cricket,the weight of a cricket ball,the ICC Cricket World Cup,stumping,D,"stumping refers to: a method of dismissal where the wicketkeeper breaks the stumps while the batsman is out of the crease, typically off a spin delivery",Cricket,Rules
A team scores at a run rate of 9.15 runs per over for 7 overs. Approximately how many runs have they scored?,74,79,64,59,C,Runs ≈ Run rate × Overs = 9.15 × 7 ≈ 64 runs.,Cricket,Scoring Calculations
Which statement correctly describes Twenty20 (T20) cricket?,22 yards (about 20.12 metres) between the two sets of stumps,an award given to the outstanding player of an individual cricket match,an over in which no runs are scored off the bat,"the shortest format of international cricket, with each team batting for a maximum of 20 overs",D,"By definition, Twenty20 (T20) cricket is: the shortest format of international cricket, with each team batting for a maximum of 20 overs",Cricket,Formats
"Which term matches this description: ""an international One Day International cricket championship held every four years, organised by the ICC""?",stumping,Shane Warne,a century partnership,the ICC Cricket World Cup,D,"The description matches the ICC Cricket World Cup: an international One Day International cricket championship held every four years, organised by the ICC",Cricket,Tournaments
A team scores at a run rate of 5.41 runs per over for 7 overs. Approximately how many runs have they scored?,43,38,18,28,B,Runs ≈ Run rate × Overs = 5.41 × 7 ≈ 38 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 6.54 runs per over for 36 overs. Approximately how many runs have they scored?,250,215,235,240,C,Runs ≈ Run rate × Overs = 6.54 × 36 ≈ 235 runs.,Cricket,Scoring Calculations
A team scores at a run rate of 4.8 runs per over for 8 overs. Approximately how many runs have they scored?,33,23,38,53,C,Runs ≈ Run rate × Overs = 4.8 × 8 ≈ 38 runs.,Cricket,Scoring Calculations
"Which term matches this description: ""a West Indian batsman who holds the record for the highest individual score in Test cricket (400 not out)""?",Virat Kohli,Brian Lara,Sachin Tendulkar,Sir Don Bradman,B,The description matches Brian Lara: a West Indian batsman who holds the record for the highest individual score in Test cricket (400 not out),Cricket,Players
