Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"A can complete a piece of work in 9 days and B can complete it in 11 days. Working together, how many days will they take (rounded to 2 decimal places)?",4.45,3.45,4.95,5.45,C,Combined rate = 1/9 + 1/11. Time together = (9×11)/(9+11) = 4.95 days.,Aptitude,Time and Work
What is the LCM (Least Common Multiple) of 16 and 5?,82,79,80,81,C,"LCM(16,5) = (16×5)/HCF(16,5) = 80.",Aptitude,LCM and HCF
A vehicle travels at 26 km/h for 8 hours. What distance does it cover?,205,210,213,208,D,Distance = Speed × Time = 26 × 8 = 208 km. So the answer is 208 km.,Aptitude,Time and Distance
Find the Simple Interest on ₹2362 at 9% per annum for 6 years.,1075,1375,1225,1275,D,SI = (P × R × T)/100 = (2362 × 9 × 6)/100 = ₹1275.,Aptitude,Simple Interest
"Two numbers are in the ratio 10:8. If their sum is 252, find the larger number.",140,135,143,125,A,Total parts = 10+8 = 18. Each part = 252/18 = 14. Larger number = 10 × 14 = 140.,Aptitude,Ratios
Find the Simple Interest on ₹30942 at 5% per annum for 1 years.,1747,1547,1347,1847,B,SI = (P × R × T)/100 = (30942 × 5 × 1)/100 = ₹1547.,Aptitude,Simple Interest
A quantity of 506 is decreased by 30%. What is the new value?,354,334,369,359,A,"30% of 506 = 152. Since it decreased, new value = 506 - 152 = 354.",Aptitude,Percentage
A quantity of 894 is increased by 30%. What is the new value?,1172,1167,1142,1162,D,"30% of 894 = 268. Since it increased, new value = 894 + 268 = 1162.",Aptitude,Percentage
Find the Simple Interest on ₹16214 at 12% per annum for 4 years.,7733,7483,7783,7583,C,SI = (P × R × T)/100 = (16214 × 12 × 4)/100 = ₹7783.,Aptitude,Simple Interest
"Find the average of these numbers: 58, 38, 39, 41.",44,47,43,45,A,"Sum = 176, Count = 4, Average = 176/4 = 44.",Aptitude,Averages
Find the Simple Interest on ₹20283 at 10% per annum for 2 years.,4057,3957,4157,3757,A,SI = (P × R × T)/100 = (20283 × 10 × 2)/100 = ₹4057.,Aptitude,Simple Interest
Is 481 divisible by 4?,No,Cannot say,Yes,Only sometimes,A,"481 ÷ 4 leaves remainder 1, so the answer is No.",Aptitude,Divisibility
Find the Simple Interest on ₹40890 at 10% per annum for 6 years.,24584,24434,24734,24534,D,SI = (P × R × T)/100 = (40890 × 10 × 6)/100 = ₹24534.,Aptitude,Simple Interest
A shopkeeper buys an item for ₹283 and sells it at a 30% profit. What is the selling price?,368,288,398,318,A,Profit amount = 30% of 283 = ₹85. Selling price = 283 + 85 = ₹368.,Aptitude,Profit and Loss
Find the Simple Interest on ₹31386 at 5% per annum for 3 years.,4608,4408,4708,4908,C,SI = (P × R × T)/100 = (31386 × 5 × 3)/100 = ₹4708.,Aptitude,Simple Interest
Is 505 divisible by 2?,Cannot say,Yes,No,Only sometimes,C,"505 ÷ 2 leaves remainder 1, so the answer is No.",Aptitude,Divisibility
A shopkeeper buys an item for ₹874 and sells it at a 40% profit. What is the selling price?,1194,1254,1174,1224,D,Profit amount = 40% of 874 = ₹350. Selling price = 874 + 350 = ₹1224.,Aptitude,Profit and Loss
"A can complete a piece of work in 13 days and B can complete it in 10 days. Working together, how many days will they take (rounded to 2 decimal places)?",7.65,4.15,5.65,6.15,C,Combined rate = 1/13 + 1/10. Time together = (13×10)/(13+10) = 5.65 days.,Aptitude,Time and Work
A vehicle covers 80 km at a speed of 20 km/h. How long does it take?,4,7,6,9,A,Distance = Speed × Time = 20 × 4 = 80 km. So the answer is 4 hours.,Aptitude,Time and Distance
What is the LCM (Least Common Multiple) of 23 and 8?,188,183,182,184,D,"LCM(23,8) = (23×8)/HCF(23,8) = 184.",Aptitude,LCM and HCF
Find the Simple Interest on ₹19706 at 12% per annum for 3 years.,7394,7094,7044,7294,B,SI = (P × R × T)/100 = (19706 × 12 × 3)/100 = ₹7094.,Aptitude,Simple Interest
A quantity of 469 is decreased by 50%. What is the new value?,255,235,215,220,B,"50% of 469 = 234. Since it decreased, new value = 469 - 234 = 235.",Aptitude,Percentage
A shopkeeper buys an item for ₹962 and sells it at a 20% loss. What is the selling price?,770,690,720,800,A,Loss amount = 20% of 962 = ₹192. Selling price = 962 - 192 = ₹770.,Aptitude,Profit and Loss
Find the Compound Interest on ₹5283 at 10% per annum for 2 years (compounded annually).,1089,1159,1109,1129,C,Amount = P(1+R/100)^T = 5283(1+10/100)^2 ≈ ₹6392. CI = Amount − P = ₹1109.,Aptitude,Compound Interest
"A can complete a piece of work in 6 days and B can complete it in 19 days. Working together, how many days will they take (rounded to 2 decimal places)?",3.06,5.06,6.56,4.56,D,Combined rate = 1/6 + 1/19. Time together = (6×19)/(6+19) = 4.56 days.,Aptitude,Time and Work
Find the Simple Interest on ₹39954 at 6% per annum for 6 years.,14083,14433,14383,14333,C,SI = (P × R × T)/100 = (39954 × 6 × 6)/100 = ₹14383.,Aptitude,Simple Interest
Find the Simple Interest on ₹36012 at 6% per annum for 4 years.,8543,8643,8343,8443,B,SI = (P × R × T)/100 = (36012 × 6 × 4)/100 = ₹8643.,Aptitude,Simple Interest
"Find the average of these numbers: 91, 76, 69, 68.",73,74,71,76,D,"Sum = 304, Count = 4, Average = 304/4 = 76.",Aptitude,Averages
A shopkeeper buys an item for ₹3135 and sells it at a 25% profit. What is the selling price?,3919,3899,3999,3869,A,Profit amount = 25% of 3135 = ₹784. Selling price = 3135 + 784 = ₹3919.,Aptitude,Profit and Loss
"Find the average of these numbers: 89, 46, 82, 14, 37, 30, 21, 33.",44,49,39,47,A,"Sum = 352, Count = 8, Average = 352/8 = 44.",Aptitude,Averages
Find the Simple Interest on ₹18600 at 10% per annum for 6 years.,11210,11160,10960,11060,B,SI = (P × R × T)/100 = (18600 × 10 × 6)/100 = ₹11160.,Aptitude,Simple Interest
"A can complete a piece of work in 6 days and B can complete it in 17 days. Working together, how many days will they take (rounded to 2 decimal places)?",3.93,4.43,6.43,5.43,B,Combined rate = 1/6 + 1/17. Time together = (6×17)/(6+17) = 4.43 days.,Aptitude,Time and Work
A quantity of 51 is decreased by 10%. What is the new value?,66,61,41,46,D,"10% of 51 = 5. Since it decreased, new value = 51 - 5 = 46.",Aptitude,Percentage
A shopkeeper buys an item for ₹475 and sells it at a 5% profit. What is the selling price?,549,449,499,529,C,Profit amount = 5% of 475 = ₹24. Selling price = 475 + 24 = ₹499.,Aptitude,Profit and Loss
Find the Simple Interest on ₹22360 at 6% per annum for 2 years.,2683,2983,2633,2383,A,SI = (P × R × T)/100 = (22360 × 6 × 2)/100 = ₹2683.,Aptitude,Simple Interest
Find the Simple Interest on ₹39019 at 9% per annum for 4 years.,14097,14047,14147,14247,B,SI = (P × R × T)/100 = (39019 × 9 × 4)/100 = ₹14047.,Aptitude,Simple Interest
What is the LCM (Least Common Multiple) of 9 and 10?,93,90,89,94,B,"LCM(9,10) = (9×10)/HCF(9,10) = 90.",Aptitude,LCM and HCF
What is the HCF (Highest Common Factor) of 10 and 96?,2,3,6,1,A,"HCF(10,96) = 2.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹1906 and sells it at a 50% loss. What is the selling price?,953,933,983,973,A,Loss amount = 50% of 1906 = ₹953. Selling price = 1906 - 953 = ₹953.,Aptitude,Profit and Loss
"Two numbers are in the ratio 7:10. If their sum is 340, find the larger number.",190,200,195,210,B,Total parts = 7+10 = 17. Each part = 340/17 = 20. Larger number = 10 × 20 = 200.,Aptitude,Ratios
"A can complete a piece of work in 4 days and B can complete it in 10 days. Working together, how many days will they take (rounded to 2 decimal places)?",2.36,2.86,1.36,4.86,B,Combined rate = 1/4 + 1/10. Time together = (4×10)/(4+10) = 2.86 days.,Aptitude,Time and Work
A shopkeeper buys an item for ₹2585 and sells it at a 40% loss. What is the selling price?,1581,1601,1571,1551,D,Loss amount = 40% of 2585 = ₹1034. Selling price = 2585 - 1034 = ₹1551.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹1817 and sells it at a 10% loss. What is the selling price?,1615,1655,1635,1555,C,Loss amount = 10% of 1817 = ₹182. Selling price = 1817 - 182 = ₹1635.,Aptitude,Profit and Loss
Find the Compound Interest on ₹10472 at 5% per annum for 2 years (compounded annually).,1223,1123,923,1073,D,Amount = P(1+R/100)^T = 10472(1+5/100)^2 ≈ ₹11545. CI = Amount − P = ₹1073.,Aptitude,Compound Interest
A shopkeeper buys an item for ₹4108 and sells it at a 25% loss. What is the selling price?,3031,3061,3161,3081,D,Loss amount = 25% of 4108 = ₹1027. Selling price = 4108 - 1027 = ₹3081.,Aptitude,Profit and Loss
A quantity of 253 is decreased by 5%. What is the new value?,250,240,245,260,B,"5% of 253 = 13. Since it decreased, new value = 253 - 13 = 240.",Aptitude,Percentage
Find the Simple Interest on ₹35369 at 8% per annum for 3 years.,8189,8489,8389,8439,B,SI = (P × R × T)/100 = (35369 × 8 × 3)/100 = ₹8489.,Aptitude,Simple Interest
A shopkeeper buys an item for ₹2868 and sells it at a 30% loss. What is the selling price?,2028,1988,2038,2008,D,Loss amount = 30% of 2868 = ₹860. Selling price = 2868 - 860 = ₹2008.,Aptitude,Profit and Loss
"Find the average of these numbers: 63, 49, 10, 30.",36,41,38,40,C,"Sum = 152, Count = 4, Average = 152/4 = 38.",Aptitude,Averages
"Two numbers are in the ratio 3:12. If their sum is 105, find the larger number.",79,84,94,81,B,Total parts = 3+12 = 15. Each part = 105/15 = 7. Larger number = 12 × 7 = 84.,Aptitude,Ratios
"Find the average of these numbers: 19, 64, 43.",43,37,42,41,C,"Sum = 126, Count = 3, Average = 126/3 = 42.",Aptitude,Averages
Find the Simple Interest on ₹16110 at 9% per annum for 5 years.,7450,7050,6950,7250,D,SI = (P × R × T)/100 = (16110 × 9 × 5)/100 = ₹7250.,Aptitude,Simple Interest
What is the LCM (Least Common Multiple) of 20 and 11?,222,220,224,219,B,"LCM(20,11) = (20×11)/HCF(20,11) = 220.",Aptitude,LCM and HCF
A shopkeeper buys an item for ₹2638 and sells it at a 25% loss. What is the selling price?,1898,1978,2028,1948,B,Loss amount = 25% of 2638 = ₹660. Selling price = 2638 - 660 = ₹1978.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹2623 and sells it at a 15% loss. What is the selling price?,2260,2180,2250,2230,D,Loss amount = 15% of 2623 = ₹393. Selling price = 2623 - 393 = ₹2230.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹3199 and sells it at a 30% loss. What is the selling price?,2269,2219,2239,2289,C,Loss amount = 30% of 3199 = ₹960. Selling price = 3199 - 960 = ₹2239.,Aptitude,Profit and Loss
A shopkeeper buys an item for ₹1305 and sells it at a 30% profit. What is the selling price?,1697,1677,1647,1747,A,Profit amount = 30% of 1305 = ₹392. Selling price = 1305 + 392 = ₹1697.,Aptitude,Profit and Loss
"Two numbers are in the ratio 10:11. If their sum is 126, find the larger number.",56,51,71,66,D,Total parts = 10+11 = 21. Each part = 126/21 = 6. Larger number = 11 × 6 = 66.,Aptitude,Ratios
Find the Simple Interest on ₹36249 at 5% per annum for 4 years.,7250,7150,7450,7300,A,SI = (P × R × T)/100 = (36249 × 5 × 4)/100 = ₹7250.,Aptitude,Simple Interest
Find the Simple Interest on ₹11942 at 8% per annum for 5 years.,4777,4477,4577,4677,A,SI = (P × R × T)/100 = (11942 × 8 × 5)/100 = ₹4777.,Aptitude,Simple Interest
What is the HCF (Highest Common Factor) of 20 and 21?,-3.0,1,3,5,B,"HCF(20,21) = 1.",Aptitude,LCM and HCF
A vehicle travels at 84 km/h for 9 hours. What distance does it cover?,756,761,751,754,A,Distance = Speed × Time = 84 × 9 = 756 km. So the answer is 756 km.,Aptitude,Time and Distance
Find the Simple Interest on ₹35597 at 10% per annum for 4 years.,14289,14339,14139,14239,D,SI = (P × R × T)/100 = (35597 × 10 × 4)/100 = ₹14239.,Aptitude,Simple Interest
A quantity of 198 is increased by 30%. What is the new value?,262,257,252,267,B,"30% of 198 = 59. Since it increased, new value = 198 + 59 = 257.",Aptitude,Percentage
Find the Simple Interest on ₹28622 at 8% per annum for 3 years.,6969,6669,6569,6869,D,SI = (P × R × T)/100 = (28622 × 8 × 3)/100 = ₹6869.,Aptitude,Simple Interest
Find the Compound Interest on ₹13166 at 5% per annum for 3 years (compounded annually).,2075,2225,2055,2025,A,Amount = P(1+R/100)^T = 13166(1+5/100)^3 ≈ ₹15241. CI = Amount − P = ₹2075.,Aptitude,Compound Interest
A shopkeeper buys an item for ₹2331 and sells it at a 10% profit. What is the selling price?,2484,2564,2594,2514,B,Profit amount = 10% of 2331 = ₹233. Selling price = 2331 + 233 = ₹2564.,Aptitude,Profit and Loss
What is the LCM (Least Common Multiple) of 17 and 5?,85,86,88,84,A,"LCM(17,5) = (17×5)/HCF(17,5) = 85.",Aptitude,LCM and HCF
Find the Compound Interest on ₹7643 at 5% per annum for 2 years (compounded annually).,633,883,803,783,D,Amount = P(1+R/100)^T = 7643(1+5/100)^2 ≈ ₹8426. CI = Amount − P = ₹783.,Aptitude,Compound Interest
A quantity of 241 is increased by 15%. What is the new value?,272,267,277,262,C,"15% of 241 = 36. Since it increased, new value = 241 + 36 = 277.",Aptitude,Percentage
A quantity of 98 is increased by 25%. What is the new value?,117,132,102,122,D,"25% of 98 = 24. Since it increased, new value = 98 + 24 = 122.",Aptitude,Percentage
A quantity of 261 is increased by 40%. What is the new value?,380,360,365,350,C,"40% of 261 = 104. Since it increased, new value = 261 + 104 = 365.",Aptitude,Percentage
What is the LCM (Least Common Multiple) of 9 and 30?,93,88,89,90,D,"LCM(9,30) = (9×30)/HCF(9,30) = 90.",Aptitude,LCM and HCF
Find the Compound Interest on ₹18868 at 5% per annum for 3 years (compounded annually).,2994,2974,2954,3074,B,Amount = P(1+R/100)^T = 18868(1+5/100)^3 ≈ ₹21842. CI = Amount − P = ₹2974.,Aptitude,Compound Interest
A quantity of 750 is decreased by 10%. What is the new value?,660,685,675,665,C,"10% of 750 = 75. Since it decreased, new value = 750 - 75 = 675.",Aptitude,Percentage
Is 389 divisible by 4?,Cannot say,Only sometimes,No,Yes,C,"389 ÷ 4 leaves remainder 1, so the answer is No.",Aptitude,Divisibility
"Two numbers are in the ratio 7:3. If their sum is 150, find the larger number.",95,105,100,108,B,Total parts = 7+3 = 10. Each part = 150/10 = 15. Larger number = 7 × 15 = 105.,Aptitude,Ratios
A vehicle travels at 54 km/h for 5 hours. What distance does it cover?,265,268,270,272,C,Distance = Speed × Time = 54 × 5 = 270 km. So the answer is 270 km.,Aptitude,Time and Distance
A shopkeeper buys an item for ₹3838 and sells it at a 30% loss. What is the selling price?,2687,2717,2767,2737,A,Loss amount = 30% of 3838 = ₹1151. Selling price = 3838 - 1151 = ₹2687.,Aptitude,Profit and Loss
"A can complete a piece of work in 13 days and B can complete it in 13 days. Working together, how many days will they take (rounded to 2 decimal places)?",8.50,5.50,8.00,6.50,D,Combined rate = 1/13 + 1/13. Time together = (13×13)/(13+13) = 6.50 days.,Aptitude,Time and Work
Find the Compound Interest on ₹11488 at 10% per annum for 3 years (compounded annually).,3903,3803,3703,3753,B,Amount = P(1+R/100)^T = 11488(1+10/100)^3 ≈ ₹15291. CI = Amount − P = ₹3803.,Aptitude,Compound Interest
A quantity of 721 is increased by 12%. What is the new value?,808,798,803,793,A,"12% of 721 = 87. Since it increased, new value = 721 + 87 = 808.",Aptitude,Percentage
"Find the average of these numbers: 61, 74, 15, 97, 68.",63,66,65,60,A,"Sum = 315, Count = 5, Average = 315/5 = 63.",Aptitude,Averages
A quantity of 343 is increased by 50%. What is the new value?,515,510,530,495,A,"50% of 343 = 172. Since it increased, new value = 343 + 172 = 515.",Aptitude,Percentage
A quantity of 88 is increased by 20%. What is the new value?,96,101,106,126,C,"20% of 88 = 18. Since it increased, new value = 88 + 18 = 106.",Aptitude,Percentage
Is 336 divisible by 4?,Yes,No,Only sometimes,Cannot say,A,"336 ÷ 4 leaves remainder 0, so the answer is Yes.",Aptitude,Divisibility
"Two numbers are in the ratio 9:5. If their sum is 140, find the larger number.",85,100,105,90,D,Total parts = 9+5 = 14. Each part = 140/14 = 10. Larger number = 9 × 10 = 90.,Aptitude,Ratios
A vehicle covers 148 km at a speed of 37 km/h. How long does it take?,9,4,5,6,B,Distance = Speed × Time = 37 × 4 = 148 km. So the answer is 4 hours.,Aptitude,Time and Distance
"Two numbers are in the ratio 6:12. If their sum is 324, find the larger number.",216,219,231,211,A,Total parts = 6+12 = 18. Each part = 324/18 = 18. Larger number = 12 × 18 = 216.,Aptitude,Ratios
Is 71 divisible by 11?,Cannot say,No,Only sometimes,Yes,B,"71 ÷ 11 leaves remainder 5, so the answer is No.",Aptitude,Divisibility
Find the Simple Interest on ₹23547 at 12% per annum for 2 years.,5701,5451,5651,5951,C,SI = (P × R × T)/100 = (23547 × 12 × 2)/100 = ₹5651.,Aptitude,Simple Interest
What is the LCM (Least Common Multiple) of 26 and 8?,100,106,105,104,D,"LCM(26,8) = (26×8)/HCF(26,8) = 104.",Aptitude,LCM and HCF
A vehicle covers 560 km at a speed of 56 km/h. How long does it take?,13,7,11,10,D,Distance = Speed × Time = 56 × 10 = 560 km. So the answer is 10 hours.,Aptitude,Time and Distance
"A can complete a piece of work in 19 days and B can complete it in 15 days. Working together, how many days will they take (rounded to 2 decimal places)?",8.38,6.88,10.38,7.38,A,Combined rate = 1/19 + 1/15. Time together = (19×15)/(19+15) = 8.38 days.,Aptitude,Time and Work
"A can complete a piece of work in 7 days and B can complete it in 11 days. Working together, how many days will they take (rounded to 2 decimal places)?",4.28,4.78,2.28,3.78,A,Combined rate = 1/7 + 1/11. Time together = (7×11)/(7+11) = 4.28 days.,Aptitude,Time and Work
A quantity of 701 is increased by 20%. What is the new value?,826,846,841,861,C,"20% of 701 = 140. Since it increased, new value = 701 + 140 = 841.",Aptitude,Percentage
A fair six-sided die is rolled once. What is the probability of getting an odd number?,1/3,5/6,1/2,1/13,C,"Favourable outcomes = 3, Total outcomes = 6. Probability = 3/6 = 1/2 (in simplest form).",Aptitude,Probability
A vehicle travels at 42 km/h for 5 hours. What distance does it cover?,208,213,210,212,C,Distance = Speed × Time = 42 × 5 = 210 km. So the answer is 210 km.,Aptitude,Time and Distance
Find the Simple Interest on ₹27541 at 6% per annum for 4 years.,6660,6410,6310,6610,D,SI = (P × R × T)/100 = (27541 × 6 × 4)/100 = ₹6610.,Aptitude,Simple Interest
What is the HCF (Highest Common Factor) of 36 and 73?,5,4.0,3,1,D,"HCF(36,73) = 1.",Aptitude,LCM and HCF
Find the Simple Interest on ₹36436 at 6% per annum for 4 years.,8795,8945,8645,8745,D,SI = (P × R × T)/100 = (36436 × 6 × 4)/100 = ₹8745.,Aptitude,Simple Interest
Find the Compound Interest on ₹17169 at 5% per annum for 3 years (compounded annually).,2726,2856,2686,2706,D,Amount = P(1+R/100)^T = 17169(1+5/100)^3 ≈ ₹19875. CI = Amount − P = ₹2706.,Aptitude,Compound Interest
A shopkeeper buys an item for ₹2573 and sells it at a 20% profit. What is the selling price?,3008,3138,3088,3108,C,Profit amount = 20% of 2573 = ₹515. Selling price = 2573 + 515 = ₹3088.,Aptitude,Profit and Loss
"Two numbers are in the ratio 9:6. If their sum is 90, find the larger number.",49,51,54,57,C,Total parts = 9+6 = 15. Each part = 90/15 = 6. Larger number = 9 × 6 = 54.,Aptitude,Ratios
A shopkeeper buys an item for ₹1516 and sells it at a 10% loss. What is the selling price?,1364,1384,1414,1314,A,Loss amount = 10% of 1516 = ₹152. Selling price = 1516 - 152 = ₹1364.,Aptitude,Profit and Loss
"A can complete a piece of work in 5 days and B can complete it in 17 days. Working together, how many days will they take (rounded to 2 decimal places)?",4.86,3.86,2.86,2.36,B,Combined rate = 1/5 + 1/17. Time together = (5×17)/(5+17) = 3.86 days.,Aptitude,Time and Work
A quantity of 728 is decreased by 5%. What is the new value?,682,687,707,692,D,"5% of 728 = 36. Since it decreased, new value = 728 - 36 = 692.",Aptitude,Percentage
A quantity of 851 is increased by 20%. What is the new value?,1031,1016,1011,1021,D,"20% of 851 = 170. Since it increased, new value = 851 + 170 = 1021.",Aptitude,Percentage
A shopkeeper buys an item for ₹1894 and sells it at a 10% loss. What is the selling price?,1785,1725,1705,1625,C,Loss amount = 10% of 1894 = ₹189. Selling price = 1894 - 189 = ₹1705.,Aptitude,Profit and Loss
A vehicle covers 23 km in 1 hours. What is its speed?,20,28,22,23,D,Distance = Speed × Time = 23 × 1 = 23 km. So the answer is 23 km/h.,Aptitude,Time and Distance
Find the Simple Interest on ₹36759 at 6% per annum for 4 years.,8622,8822,9022,9122,B,SI = (P × R × T)/100 = (36759 × 6 × 4)/100 = ₹8822.,Aptitude,Simple Interest
A vehicle travels at 95 km/h for 7 hours. What distance does it cover?,665,664,666,670,A,Distance = Speed × Time = 95 × 7 = 665 km. So the answer is 665 km.,Aptitude,Time and Distance
A quantity of 338 is decreased by 12%. What is the new value?,277,297,312,302,B,"12% of 338 = 41. Since it decreased, new value = 338 - 41 = 297.",Aptitude,Percentage
A vehicle covers 138 km in 3 hours. What is its speed?,51,44,46,41,C,Distance = Speed × Time = 46 × 3 = 138 km. So the answer is 46 km/h.,Aptitude,Time and Distance
"A can complete a piece of work in 20 days and B can complete it in 7 days. Working together, how many days will they take (rounded to 2 decimal places)?",5.19,4.19,5.69,7.19,A,Combined rate = 1/20 + 1/7. Time together = (20×7)/(20+7) = 5.19 days.,Aptitude,Time and Work
Is 716 divisible by 5?,Cannot say,No,Only sometimes,Yes,B,"716 ÷ 5 leaves remainder 1, so the answer is No.",Aptitude,Divisibility
Is 559 divisible by 3?,Yes,Cannot say,Only sometimes,No,D,"559 ÷ 3 leaves remainder 1, so the answer is No.",Aptitude,Divisibility
Find the Compound Interest on ₹3012 at 20% per annum for 3 years (compounded annually).,2043,2213,2343,2193,D,Amount = P(1+R/100)^T = 3012(1+20/100)^3 ≈ ₹5205. CI = Amount − P = ₹2193.,Aptitude,Compound Interest
"Find the average of these numbers: 68, 84, 49, 86, 58, 58, 45.",66,67,63,64,D,"Sum = 448, Count = 7, Average = 448/7 = 64.",Aptitude,Averages
"Two numbers are in the ratio 12:8. If their sum is 260, find the larger number.",159,166,141,156,D,Total parts = 12+8 = 20. Each part = 260/20 = 13. Larger number = 12 × 13 = 156.,Aptitude,Ratios
A vehicle covers 96 km at a speed of 32 km/h. How long does it take?,1,3,6,8,B,Distance = Speed × Time = 32 × 3 = 96 km. So the answer is 3 hours.,Aptitude,Time and Distance
A vehicle covers 438 km in 6 hours. What is its speed?,71,73,70,74,B,Distance = Speed × Time = 73 × 6 = 438 km. So the answer is 73 km/h.,Aptitude,Time and Distance
A shopkeeper buys an item for ₹981 and sells it at a 25% loss. What is the selling price?,716,736,766,706,B,Loss amount = 25% of 981 = ₹245. Selling price = 981 - 245 = ₹736.,Aptitude,Profit and Loss
"Find the average of these numbers: 76, 57, 78, 16, 10, 75.",49,57,52,54,C,"Sum = 312, Count = 6, Average = 312/6 = 52.",Aptitude,Averages
Find the Compound Interest on ₹16165 at 20% per annum for 3 years (compounded annually).,11768,11918,11748,11818,A,Amount = P(1+R/100)^T = 16165(1+20/100)^3 ≈ ₹27933. CI = Amount − P = ₹11768.,Aptitude,Compound Interest
"Two numbers are in the ratio 7:4. If their sum is 198, find the larger number.",121,126,136,116,B,Total parts = 7+4 = 11. Each part = 198/11 = 18. Larger number = 7 × 18 = 126.,Aptitude,Ratios
A card is drawn from a well-shuffled standard deck of 52 cards. What is the probability of drawing a red card?,1/2,11/26,29/52,21/52,A,"Favourable outcomes = 26, Total outcomes = 52. Probability = 26/52 = 1/2 (in simplest form).",Aptitude,Probability
Find the Compound Interest on ₹6842 at 5% per annum for 2 years (compounded annually).,851,751,721,701,D,Amount = P(1+R/100)^T = 6842(1+5/100)^2 ≈ ₹7543. CI = Amount − P = ₹701.,Aptitude,Compound Interest
"Two numbers are in the ratio 4:5. If their sum is 63, find the larger number.",50,20,35,30,C,Total parts = 4+5 = 9. Each part = 63/9 = 7. Larger number = 5 × 7 = 35.,Aptitude,Ratios
Find the Compound Interest on ₹5452 at 5% per annum for 2 years (compounded annually).,579,539,609,559,D,Amount = P(1+R/100)^T = 5452(1+5/100)^2 ≈ ₹6011. CI = Amount − P = ₹559.,Aptitude,Compound Interest
What is the HCF (Highest Common Factor) of 44 and 58?,6,5,2,3,C,"HCF(44,58) = 2.",Aptitude,LCM and HCF
Find the Simple Interest on ₹9568 at 5% per annum for 6 years.,2920,2870,3170,2670,B,SI = (P × R × T)/100 = (9568 × 5 × 6)/100 = ₹2870.,Aptitude,Simple Interest
"A can complete a piece of work in 13 days and B can complete it in 4 days. Working together, how many days will they take (rounded to 2 decimal places)?",3.06,4.56,3.56,1.06,A,Combined rate = 1/13 + 1/4. Time together = (13×4)/(13+4) = 3.06 days.,Aptitude,Time and Work
A quantity of 136 is increased by 10%. What is the new value?,135,130,150,140,C,"10% of 136 = 14. Since it increased, new value = 136 + 14 = 150.",Aptitude,Percentage
"Two numbers are in the ratio 2:9. If their sum is 77, find the larger number.",78,68,60,63,D,Total parts = 2+9 = 11. Each part = 77/11 = 7. Larger number = 9 × 7 = 63.,Aptitude,Ratios
Find the Simple Interest on ₹39642 at 5% per annum for 4 years.,8228,7928,7878,7728,B,SI = (P × R × T)/100 = (39642 × 5 × 4)/100 = ₹7928.,Aptitude,Simple Interest
"Two numbers are in the ratio 2:10. If their sum is 192, find the larger number.",160,175,165,157,A,Total parts = 2+10 = 12. Each part = 192/12 = 16. Larger number = 10 × 16 = 160.,Aptitude,Ratios
