Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Fill in the blank: ______ refers to ""a sentence in which the subject performs the action, e.g. 'The cat chased the mouse.'"".",the past continuous tense,a conjunction,a direct speech sentence,an active voice sentence,D,"an active voice sentence refers to: a sentence in which the subject performs the action, e.g. 'The cat chased the mouse.'",English Subjects,Voice
Which word is similar in meaning to 'timid'?,poor,find,shy,dirty,C,'shy' is similar in meaning to 'timid'.,English Subjects,Synonyms
Choose the correct article to fill the blank: '___ insect',no article,a,an,the,C,"'insect' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Which article correctly precedes the word 'owl'?,the,no article,an,a,C,"'owl' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Which word is similar in meaning to 'incorrect'?,wrong,rude,empty,safe,A,'wrong' is similar in meaning to 'incorrect'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'wise':,private,arrogant,foolish,cowardly,C,'foolish' is opposite in meaning to 'wise'.,English Subjects,Antonyms
Which word is similar in meaning to 'weightless'?,stop,old,light,true,C,'light' is similar in meaning to 'weightless'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'brave':,cowardly,cold,stingy,false,A,'cowardly' is opposite in meaning to 'brave'.,English Subjects,Antonyms
Which statement correctly describes a common noun?,a word that describes or modifies a noun,"a word that connects words, phrases, or clauses, such as and, but, or because","a noun that names a general person, place, or thing",a noun that can be counted and has both singular and plural forms,C,"By definition, a common noun is: a noun that names a general person, place, or thing",English Subjects,Parts of Speech
"Which term matches this description: ""a word or phrase that expresses strong emotion, such as 'Wow!' or 'Ouch!'""?",a common noun,an interjection,an intransitive verb,an adjective,B,"The description matches an interjection: a word or phrase that expresses strong emotion, such as 'Wow!' or 'Ouch!'",English Subjects,Parts of Speech
Which word is a synonym of 'angry'?,simple,converse,costly,furious,D,'furious' is similar in meaning to 'angry'.,English Subjects,Synonyms
Which word is a synonym of 'rare'?,truthful,wealthy,uncommon,slender,C,'uncommon' is similar in meaning to 'rare'.,English Subjects,Synonyms
Which word is similar in meaning to 'hazardous'?,fast,true,dangerous,find,C,'dangerous' is similar in meaning to 'hazardous'.,English Subjects,Synonyms
Which word is a antonym of 'simple'?,late,retreat,poor,complex,D,'complex' is opposite in meaning to 'simple'.,English Subjects,Antonyms
Which statement correctly describes a metaphor?,"a figure of speech that describes something by stating it is something else, e.g. 'Time is money'","a sentence that reports the exact words spoken by someone, usually in quotation marks",a word that has the same or nearly the same meaning as another word,"a word that is pronounced the same as another word but has a different meaning or spelling, e.g. 'flower' and 'flour'",A,"By definition, a metaphor is: a figure of speech that describes something by stating it is something else, e.g. 'Time is money'",English Subjects,Literary Devices
Choose the word that is similar in meaning to 'dislike':,large,initiate,significant,disapprove,D,'disapprove' is similar in meaning to 'dislike'.,English Subjects,Synonyms
Which word is similar in meaning to 'renowned'?,famous,full,end,perfect,A,'famous' is similar in meaning to 'renowned'.,English Subjects,Synonyms
Which word is a synonym of 'help'?,cautious,challenging,assist,silent,C,'assist' is similar in meaning to 'help'.,English Subjects,Synonyms
'near' is a synonym of which word?,close,rich,common,full,A,'near' is similar in meaning to 'close'.,English Subjects,Synonyms
'weep' is a synonym of which word?,buy,wrong,cry,empty,C,'weep' is similar in meaning to 'cry'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""She ___ to the market every day.""?",will walk,walks,is walking,walked,B,"The sentence requires the Simple Present form: 'walks'. Full sentence: ""She walks to the market every day.""",English Subjects,Tenses
Choose the correct article to fill the blank: '___ book',an,a,no article,the,B,"'book' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Which word is a antonym of 'advance'?,retreat,scatter,low,false,A,'retreat' is opposite in meaning to 'advance'.,English Subjects,Antonyms
Which word is similar in meaning to 'beneficial'?,useful,answer,kind,false,A,'useful' is similar in meaning to 'beneficial'.,English Subjects,Synonyms
Which word is a synonym of 'hate'?,contemporary,radiant,detest,near,C,'detest' is similar in meaning to 'hate'.,English Subjects,Synonyms
What is a predicate in a sentence?,the part of a sentence that contains the verb and gives information about the subject,a sentence with one independent clause and at least one dependent clause,a group of words containing a subject and a verb,a group of related words that does not contain a subject and verb pair,A,a predicate in a sentence is: the part of a sentence that contains the verb and gives information about the subject,English Subjects,Sentence Structure
Which word is a synonym of 'modern'?,courteous,contemporary,powerful,gorgeous,B,'contemporary' is similar in meaning to 'modern'.,English Subjects,Synonyms
Which article correctly precedes the word 'hour-long meeting'?,a,an,the,no article,B,"'hour-long meeting' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Which word is similar in meaning to 'anxious'?,useless,run,hot,nervous,D,'nervous' is similar in meaning to 'anxious'.,English Subjects,Synonyms
Which word is a synonym of 'nervous'?,noisy,anxious,dim,powerful,B,'anxious' is similar in meaning to 'nervous'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'win':,lose,pessimist,dry,destroy,A,'lose' is opposite in meaning to 'win'.,English Subjects,Antonyms
Which word is a synonym of 'rude'?,purchase,impolite,broad,obscure,B,'impolite' is similar in meaning to 'rude'.,English Subjects,Synonyms
'cold' is a antonym of which word?,hot,buy,fast,early,A,'cold' is opposite in meaning to 'hot'.,English Subjects,Antonyms
What is a proper noun?,"a word or phrase that expresses strong emotion, such as 'Wow!' or 'Ouch!'","a word used in place of a noun, such as he, she, it, or they","a noun that names a general person, place, or thing","a noun that names a specific person, place, or thing and begins with a capital letter",D,"a proper noun is: a noun that names a specific person, place, or thing and begins with a capital letter",English Subjects,Parts of Speech
Which word is a synonym of 'polite'?,courageous,hazardous,courteous,peaceful,C,'courteous' is similar in meaning to 'polite'.,English Subjects,Synonyms
'large' is a synonym of which word?,useless,big,dishonest,perfect,B,'large' is similar in meaning to 'big'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'fast':,slow,minor,pull,innocent,A,'slow' is opposite in meaning to 'fast'.,English Subjects,Antonyms
Which word is a synonym of 'quiet'?,ancient,secure,silent,wealthy,C,'silent' is similar in meaning to 'quiet'.,English Subjects,Synonyms
'radiant' is a synonym of which word?,buy,light,nervous,bright,D,'radiant' is similar in meaning to 'bright'.,English Subjects,Synonyms
Which word is opposite in meaning to 'decrease'?,clean,humble,simple,increase,D,'increase' is opposite in meaning to 'decrease'.,English Subjects,Antonyms
Which statement correctly describes a compound sentence?,a group of related words that does not contain a subject and verb pair,a group of words containing a subject and a verb,a sentence made of two or more independent clauses joined by a conjunction,the part of a sentence that contains the verb and gives information about the subject,C,"By definition, a compound sentence is: a sentence made of two or more independent clauses joined by a conjunction",English Subjects,Sentence Structure
Which word is opposite in meaning to 'stingy'?,generous,left,up,light,A,'generous' is opposite in meaning to 'stingy'.,English Subjects,Antonyms
Which word is opposite in meaning to 'dangerous'?,laugh,raise,safe,happy,C,'safe' is opposite in meaning to 'dangerous'.,English Subjects,Antonyms
"Identify the correctly completed sentence's tense: ""By the time we arrived, the movie had started."" — which tense is used?",Past Continuous,Simple Past,Present Perfect,Past Perfect,D,"The sentence ""By the time we arrived, the movie had started."" is written in the Past Perfect tense.",English Subjects,Tenses
"Complete the sentence correctly: ""By next year, she ___ her degree.""",completes,is completing,completed,will have completed,D,"The sentence requires the Future Perfect form: 'will have completed'. Full sentence: ""By next year, she will have completed her degree.""",English Subjects,Tenses
Which word is a antonym of 'wet'?,hate,end,dry,criticise,C,'dry' is opposite in meaning to 'wet'.,English Subjects,Antonyms
'sad' is a antonym of which word?,happy,public,loud,light,A,'sad' is opposite in meaning to 'happy'.,English Subjects,Antonyms
Choose the correct article to fill the blank: '___ hospital',a,an,the,no article,A,"'hospital' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Which word is similar in meaning to 'gentle'?,thick,kind,big,cheap,B,'kind' is similar in meaning to 'gentle'.,English Subjects,Synonyms
Choose the word that is similar in meaning to 'sad':,fearless,quick,renowned,sorrowful,D,'sorrowful' is similar in meaning to 'sad'.,English Subjects,Synonyms
Choose the word that is opposite in meaning to 'generous':,fail,soft,stingy,disagree,C,'stingy' is opposite in meaning to 'generous'.,English Subjects,Antonyms
Choose the word that is opposite in meaning to 'open':,dark,closed,dangerous,disagree,B,'closed' is opposite in meaning to 'open'.,English Subjects,Antonyms
'conceal' is a synonym of which word?,important,sad,hurt,hide,D,'conceal' is similar in meaning to 'hide'.,English Subjects,Synonyms
Which word is a synonym of 'walk'?,slender,stroll,inquire,obscure,B,'stroll' is similar in meaning to 'walk'.,English Subjects,Synonyms
Which statement correctly describes an antonym?,"a word that modifies a verb, adjective, or another adverb, often describing how, when, or where",a word that has the opposite meaning to another word,a word that is spelled and/or pronounced the same as another word but has a different meaning,"a verb tense used for actions completed at an unspecified time before now, e.g. 'She has walked to school.'",B,"By definition, an antonym is: a word that has the opposite meaning to another word",English Subjects,Vocabulary
Choose the word that is similar in meaning to 'walk':,cunning,stroll,discover,observe,B,'stroll' is similar in meaning to 'walk'.,English Subjects,Synonyms
"Which term matches this description: ""a word that describes or modifies a noun""?",a proper noun,an adjective,a preposition,a collective noun,B,The description matches an adjective: a word that describes or modifies a noun,English Subjects,Parts of Speech
Which word is a synonym of 'give'?,donate,large,retain,near,A,'donate' is similar in meaning to 'give'.,English Subjects,Synonyms
'gorgeous' is a synonym of which word?,common,cruel,beautiful,light,C,'gorgeous' is similar in meaning to 'beautiful'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""We ___ to the beach tomorrow.""?",are going,go,had gone,went,A,"The sentence requires the Present Continuous (future use) form: 'are going'. Full sentence: ""We are going to the beach tomorrow.""",English Subjects,Tenses
Which statement correctly describes a direct speech sentence?,"a verb that does not require a direct object, e.g. 'She sleeps.'","a noun that names a specific person, place, or thing and begins with a capital letter","a verb tense used to describe actions that will happen, e.g. 'She will walk to school.'","a sentence that reports the exact words spoken by someone, usually in quotation marks",D,"By definition, a direct speech sentence is: a sentence that reports the exact words spoken by someone, usually in quotation marks",English Subjects,Speech
Choose the word that is similar in meaning to 'unknown':,filthy,inquire,obscure,impolite,C,'obscure' is similar in meaning to 'unknown'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""I ___ this book twice already.""?",will read,was reading,have read,read,C,"The sentence requires the Present Perfect form: 'have read'. Full sentence: ""I have read this book twice already.""",English Subjects,Tenses
'truthful' is a synonym of which word?,fake,make,hide,honest,D,'truthful' is similar in meaning to 'honest'.,English Subjects,Synonyms
Choose the correct article to fill the blank: '___ umbrella stand',a,an,the,no article,B,"'umbrella stand' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Which word is a synonym of 'sell'?,cautious,inquire,vend,quick,C,'vend' is similar in meaning to 'sell'.,English Subjects,Synonyms
'courteous' is a synonym of which word?,find,sell,polite,stop,C,'courteous' is similar in meaning to 'polite'.,English Subjects,Synonyms
Which word is opposite in meaning to 'retreat'?,advance,buy,begin,kind,A,'advance' is opposite in meaning to 'retreat'.,English Subjects,Antonyms
Choose the word that is opposite in meaning to 'permit':,rude,disagree,innocent,forbid,D,'forbid' is opposite in meaning to 'permit'.,English Subjects,Antonyms
Which word is a antonym of 'hot'?,cold,defend,exclude,dry,A,'cold' is opposite in meaning to 'hot'.,English Subjects,Antonyms
'sluggish' is a synonym of which word?,slow,find,beautiful,show,A,'sluggish' is similar in meaning to 'slow'.,English Subjects,Synonyms
Which word is similar in meaning to 'gorgeous'?,big,beautiful,empty,keep,B,'beautiful' is similar in meaning to 'gorgeous'.,English Subjects,Synonyms
Which word is similar in meaning to 'feeble'?,lose,weak,angry,buy,B,'weak' is similar in meaning to 'feeble'.,English Subjects,Synonyms
Which word is similar in meaning to 'dim'?,rich,dark,stupid,calm,B,'dark' is similar in meaning to 'dim'.,English Subjects,Synonyms
"Which verb form correctly completes the sentence: ""By next year, she ___ her degree.""?",is completing,will have completed,completes,completed,B,"The sentence requires the Future Perfect form: 'will have completed'. Full sentence: ""By next year, she will have completed her degree.""",English Subjects,Tenses
Which word is a synonym of 'buy'?,impoverished,hilarious,purchase,ordinary,C,'purchase' is similar in meaning to 'buy'.,English Subjects,Synonyms
'ancient' is a synonym of which word?,bright,old,run,lose,B,'ancient' is similar in meaning to 'old'.,English Subjects,Synonyms
Which article correctly precedes the word 'x-ray'?,a,the,no article,an,D,"'x-ray' starts with a vowel sound, so the correct article is 'an'.",English Subjects,Articles
Choose the correct article to fill the blank: '___ dog',no article,an,the,a,D,"'dog' starts with a consonant sound, so the correct article is 'a'.",English Subjects,Articles
Which word is opposite in meaning to 'light'?,heavy,happy,day,expand,A,'heavy' is opposite in meaning to 'light'.,English Subjects,Antonyms
"Fill in the blank: ______ refers to ""a word that modifies a verb, adjective, or another adverb, often describing how, when, or where"".",a verb,an adverb,an intransitive verb,a conjunction,B,"an adverb refers to: a word that modifies a verb, adjective, or another adverb, often describing how, when, or where",English Subjects,Parts of Speech
Choose the word that is similar in meaning to 'close':,construct,sorrowful,reply,near,D,'near' is similar in meaning to 'close'.,English Subjects,Synonyms
