Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is the Han Dynasty?,built over centuries by various Chinese dynasties to protect against invasions from the north,"one of the two major ancient Sanskrit epics of India, centred on the Kurukshetra War",a Chinese dynasty known for expanding trade along the Silk Road and advancing science and culture,a Gupta emperor whose reign is considered part of the golden age of ancient India,C,the Han Dynasty is: a Chinese dynasty known for expanding trade along the Silk Road and advancing science and culture,History,Ancient History
Which statement correctly describes the British Raj?,the period of direct British Crown rule over the Indian subcontinent from 1858 to 1947,"held on 26 January 1950, marking the enforcement of the Constitution of India",a major Indian university founded in 1916 by Pandit Madan Mohan Malaviya,"known as the 'Iron Man of India', instrumental in the political integration of India after independence",A,"By definition, the British Raj is: the period of direct British Crown rule over the Indian subcontinent from 1858 to 1947",History,Indian History
Which statement correctly describes Ronald Reagan?,a 1948–49 operation in which the Western Allies supplied West Berlin by air after a Soviet blockade,"a Portuguese explorer who was the first European to reach India by sea, in 1498",a French military leader who rose to power after the French Revolution and became Emperor of the French,the US President during the 1980s known for his role in the later stages of the Cold War,D,"By definition, Ronald Reagan is: the US President during the 1980s known for his role in the later stages of the Cold War",History,Modern History
"Which term matches this description: ""India's nuclear weapon tests, conducted in 1974 and 1998, at Pokhran in Rajasthan""?",the Permanent Settlement,Akbar the Great,P.V. Narasimha Rao,the Pokhran nuclear tests,D,"The description matches the Pokhran nuclear tests: India's nuclear weapon tests, conducted in 1974 and 1998, at Pokhran in Rajasthan",History,Indian History
Which event happened closest to the year 1526?,The Crusades,The founding of the United States,The establishment of the Mughal Empire,The fall of Constantinople,C,The establishment of the Mughal Empire occurred in approximately 1526.,History,Indian History
"Fill in the blank: ______ refers to ""the British Prime Minister who led the United Kingdom through most of World War II"".",Christopher Columbus,Adolf Hitler,the abolition of slavery,Winston Churchill,D,Winston Churchill refers to: the British Prime Minister who led the United Kingdom through most of World War II,History,Modern History
What is feudalism?,a Venetian merchant and explorer known for his travels along the Silk Road to China,"the continuation of the Roman Empire in its eastern provinces, with Constantinople as its capital",a medieval European social and economic system based on land ownership and obligations between lords and vassals,"a medieval Indian religious movement emphasising devotion to a personal god, spreading across many regions and languages",C,feudalism is: a medieval European social and economic system based on land ownership and obligations between lords and vassals,History,Medieval History
Which statement correctly describes the Vijayanagara Empire?,"an ancient Mesoamerican civilisation known for advanced writing, astronomy, and calendar systems",a powerful South Indian dynasty known for its naval power and administrative innovations,"a South Indian empire known for its patronage of art and architecture, with its capital at Hampi","one of the two major ancient Sanskrit epics of India, telling the story of Prince Rama",C,"By definition, the Vijayanagara Empire is: a South Indian empire known for its patronage of art and architecture, with its capital at Hampi",History,Ancient History
"Fill in the blank: ______ refers to ""an ancient centre of learning in India, one of the world's first residential universities"".",the Chola dynasty,the ancient Mesopotamian civilisation,the Vijayanagara Empire,the Nalanda University,D,"the Nalanda University refers to: an ancient centre of learning in India, one of the world's first residential universities",History,Ancient History
What is The American Civil War?,the establishment of an international organisation to promote peace and cooperation after World War II,a charter signed by King John of England that limited royal power and influenced constitutional law,"a major uprising against British East India Company rule, also called the First War of Independence","a war fought between the northern and southern United States, largely over slavery and states' rights",D,"The American Civil War refers to: a war fought between the northern and southern United States, largely over slavery and states' rights.",History,Modern History
"Fill in the blank: ______ refers to ""a survey of landholdings in England commissioned by William the Conqueror in 1086"".",Charlemagne,the Domesday Book,Genghis Khan,Marco Polo,B,the Domesday Book refers to: a survey of landholdings in England commissioned by William the Conqueror in 1086,History,Medieval History
"Which term matches this description: ""a Gupta emperor whose reign is considered part of the golden age of ancient India""?",Chandragupta II,the Ramayana,the Harappan seals,Aryabhata,A,The description matches Chandragupta II: a Gupta emperor whose reign is considered part of the golden age of ancient India,History,Ancient History
What is Bhagat Singh?,an Indian soldier whose actions are often considered to have sparked the 1857 rebellion against British rule,an Indian revolutionary executed by the British at a young age for his role in the independence movement,the session of the Indian National Congress where the Purna Swaraj resolution was adopted,a series of conferences held in London between 1930 and 1932 to discuss constitutional reforms in India,B,Bhagat Singh is: an Indian revolutionary executed by the British at a young age for his role in the independence movement,History,Indian History
"Fill in the blank: ______ refers to ""one of the world's earliest civilisations, known for the pyramids, hieroglyphics, and pharaohs"".",the ancient Egyptian civilisation,Aristotle,the Nalanda University,the Rosetta Stone,A,"the ancient Egyptian civilisation refers to: one of the world's earliest civilisations, known for the pyramids, hieroglyphics, and pharaohs",History,Ancient History
"Which term matches this description: ""an 1863 executive order by Abraham Lincoln that declared freedom for enslaved people in Confederate states""?",the Emancipation Proclamation,the Space Race,the Suez Crisis,Christopher Columbus,A,The description matches the Emancipation Proclamation: an 1863 executive order by Abraham Lincoln that declared freedom for enslaved people in Confederate states,History,Modern History
Which statement correctly describes Sardar Vallabhbhai Patel?,"known as the 'Iron Man of India', instrumental in the political integration of India after independence","the last Viceroy of India, who oversaw the transfer of power and the partition in 1947","26 January, commemorated annually before independence and later chosen as the date the Constitution came into force","the founder and ruler of the Sikh Empire, known as the 'Lion of Punjab'",A,"By definition, Sardar Vallabhbhai Patel is: known as the 'Iron Man of India', instrumental in the political integration of India after independence",History,Indian History
What is the Mughal Empire?,the chief architect of the Indian Constitution and a leader for social justice and rights of marginalised communities,a powerful empire that ruled much of the Indian subcontinent from the 16th to 19th centuries,a 1999 armed conflict between India and Pakistan in the Kargil district of Kashmir,a colonial prison in the Andaman Islands used to incarcerate Indian freedom fighters,B,the Mughal Empire is: a powerful empire that ruled much of the Indian subcontinent from the 16th to 19th centuries,History,Indian History
"Fill in the blank: ______ refers to ""a war that led to the independence of Bangladesh from Pakistan"".",the 1971 Indo-Pak War,the founding of the Maratha Confederacy,the economic liberalisation of India,the Government of India Act 1858,A,the 1971 Indo-Pak War refers to: a war that led to the independence of Bangladesh from Pakistan,History,Indian History
"Which term matches this description: ""originally founded as the Muhammadan Anglo-Oriental College in 1875 by Sir Syed Ahmad Khan""?",Warren Hastings,the Permanent Settlement,the founding of Aligarh Muslim University,the term 'Purna Swaraj',C,The description matches the founding of Aligarh Muslim University: originally founded as the Muhammadan Anglo-Oriental College in 1875 by Sir Syed Ahmad Khan,History,Indian History
Which statement correctly describes Kalidasa?,an ancient Chinese philosopher whose teachings on morality and relationships shaped East Asian culture,"an ancient Indian poet and playwright, celebrated as one of the greatest writers in Sanskrit literature",a Chinese Buddhist monk who travelled through India in the 5th century and recorded observations of Gupta society,"one of the earliest known written law codes, created in ancient Babylon",B,"By definition, Kalidasa is: an ancient Indian poet and playwright, celebrated as one of the greatest writers in Sanskrit literature",History,Ancient History
What is the Home Rule Movement?,a British Viceroy of India known for the controversial 1905 partition of Bengal,"India's first Prime Minister, who served from 1947 until his death in 1964",a movement in India during World War I demanding self-government within the British Empire,an early Indian nationalist leader known for the phrase 'Swaraj is my birthright',C,the Home Rule Movement is: a movement in India during World War I demanding self-government within the British Empire,History,Indian History
"Which term matches this description: ""a colonial prison in the Andaman Islands used to incarcerate Indian freedom fighters""?",the Lal Bal Pal trio,the Cellular Jail,the Kheda Satyagraha,the British Raj,B,The description matches the Cellular Jail: a colonial prison in the Andaman Islands used to incarcerate Indian freedom fighters,History,Indian History
What is Abraham Lincoln?,a 1948–49 operation in which the Western Allies supplied West Berlin by air after a Soviet blockade,the dictator of Nazi Germany whose policies led to World War II and the Holocaust,a system of institutionalised racial segregation that existed in South Africa until the early 1990s,"the 16th US President, who led the country through the Civil War and issued the Emancipation Proclamation",D,"Abraham Lincoln is: the 16th US President, who led the country through the Civil War and issued the Emancipation Proclamation",History,Modern History
"Which historical event is described as: ""the disaster in which the supposedly unsinkable ocean liner sank after hitting an iceberg""?",The Black Death,The invention of the printing press,The sinking of the Titanic,The founding of the United States,C,This describes The sinking of the Titanic: the disaster in which the supposedly unsinkable ocean liner sank after hitting an iceberg.,History,Modern History
What is Mao Zedong?,the founding father of the People's Republic of China and leader of the Chinese Communist Party,"a Portuguese explorer who was the first European to reach India by sea, in 1498","the leader of the Soviet Union from the mid-1920s until 1953, known for his totalitarian rule","the process by which colonies gained independence from European colonial powers, especially after World War II",A,Mao Zedong is: the founding father of the People's Republic of China and leader of the Chinese Communist Party,History,Modern History
What is Fa-Hien (Faxian)?,an ancient Chinese philosopher whose teachings on morality and relationships shaped East Asian culture,a Chinese Buddhist monk who travelled through India in the 5th century and recorded observations of Gupta society,"an ancient period in Indian history characterised by the composition of the Vedas, foundational Hindu scriptures","an ancient network of trade routes connecting East and West, facilitating trade between China, India, and Europe",B,Fa-Hien (Faxian) is: a Chinese Buddhist monk who travelled through India in the 5th century and recorded observations of Gupta society,History,Ancient History
"Fill in the blank: ______ refers to ""an Indian Prime Minister known for the 1998 Pokhran nuclear tests and the Kargil War during his tenure"".",Peshwa Baji Rao I,the Round Table Conferences,Atal Bihari Vajpayee,the British Raj,C,Atal Bihari Vajpayee refers to: an Indian Prime Minister known for the 1998 Pokhran nuclear tests and the Kargil War during his tenure,History,Indian History
"Which term matches this description: ""a sociopolitical movement in China (1966–76) led by Mao Zedong aimed at preserving communist ideology""?",Otto von Bismarck,the Holocaust,the Cultural Revolution,the Non-Aligned Movement's founders,C,The description matches the Cultural Revolution: a sociopolitical movement in China (1966–76) led by Mao Zedong aimed at preserving communist ideology,History,Modern History
Which statement correctly describes the Maya civilisation?,"a Carthaginian general famous for leading his army, including war elephants, across the Alps to invade Italy","an ancient Mesoamerican civilisation known for advanced writing, astronomy, and calendar systems","a South Indian empire known for its patronage of art and architecture, with its capital at Hampi",an ancient stone slab that helped scholars decipher Egyptian hieroglyphics,B,"By definition, the Maya civilisation is: an ancient Mesoamerican civilisation known for advanced writing, astronomy, and calendar systems",History,Ancient History
Which statement correctly describes the Terracotta Army?,"a legendary war in Greek mythology between Troy and the Greeks, described in Homer's epics","a collection of life-sized clay soldiers buried with China's first emperor, Qin Shi Huang","a civilisation known for its contributions to philosophy, democracy, art, and science",the dynasty that first unified China and began construction of the Great Wall,B,"By definition, the Terracotta Army is: a collection of life-sized clay soldiers buried with China's first emperor, Qin Shi Huang",History,Ancient History
"Which term matches this description: ""the US President who led the country through the Great Depression and most of World War II""?",Franklin D. Roosevelt,the Cultural Revolution,the United Nations' founding,Nelson Mandela's presidency,A,The description matches Franklin D. Roosevelt: the US President who led the country through the Great Depression and most of World War II,History,Modern History
"Which term matches this description: ""an ancient stone slab that helped scholars decipher Egyptian hieroglyphics""?",the Sangam period,the Silk Road,the Rosetta Stone,the Punic Wars,C,The description matches the Rosetta Stone: an ancient stone slab that helped scholars decipher Egyptian hieroglyphics,History,Ancient History
"Fill in the blank: ______ refers to ""a principle of nonviolence central to Gandhi's philosophy and several Indian religious traditions"".",the Indian Independence Act 1947,the Permanent Settlement,Lord Mountbatten,the term 'ahimsa',D,the term 'ahimsa' refers to: a principle of nonviolence central to Gandhi's philosophy and several Indian religious traditions,History,Indian History
"Which term matches this description: ""the founder of the Maratha Empire, known for his military tactics and administration""?",Atal Bihari Vajpayee,the East India Company,the founding of the Maratha Confederacy,Shivaji Maharaj,D,"The description matches Shivaji Maharaj: the founder of the Maratha Empire, known for his military tactics and administration",History,Indian History
"Which term matches this description: ""the company's rule ended after the 1857 rebellion, with control transferred to the British Crown in 1858""?",the Simon Commission,the East India Company's dissolution,the Wavell Plan,the founding of Banaras Hindu University,B,"The description matches the East India Company's dissolution: the company's rule ended after the 1857 rebellion, with control transferred to the British Crown in 1858",History,Indian History
What is the Cripps Mission?,a powerful empire that ruled much of the Indian subcontinent from the 16th to 19th centuries,"a 1942 British mission led by Stafford Cripps that offered India dominion status after the war, which was rejected by Indian leaders",the first Governor-General of Bengal under British East India Company rule,the chief architect of the Indian Constitution and a leader for social justice and rights of marginalised communities,B,"the Cripps Mission is: a 1942 British mission led by Stafford Cripps that offered India dominion status after the war, which was rejected by Indian leaders",History,Indian History
What is The Battle of Hastings?,"an ancient Indian empire often referred to as the 'Golden Age' of India, known for advances in science and arts",the establishment of a major political party that later led India's independence movement,"a battle in which William the Conqueror defeated the English king, leading to Norman rule in England","the overthrow of King James II of England, replaced by William and Mary, strengthening parliamentary power",C,"The Battle of Hastings refers to: a battle in which William the Conqueror defeated the English king, leading to Norman rule in England.",History,Medieval History
Which statement correctly describes the Mountbatten Plan?,a set of major economic reforms launched in 1991 that opened up India's economy to global trade and investment,"an ancient Indian teacher, philosopher, and strategist who authored the Arthashastra and mentored Chandragupta Maurya","a movement launched by Gandhi urging Indians to break unjust British laws, notably through the Salt March",the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan,D,"By definition, the Mountbatten Plan is: the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan",History,Indian History
What is the Anglo-Mysore Wars?,a series of conflicts between the Kingdom of Mysore and the British East India Company,the dictator of Nazi Germany whose policies led to World War II and the Holocaust,"an international organisation founded after World War I to maintain world peace, later succeeded by the United Nations",a 1948–49 operation in which the Western Allies supplied West Berlin by air after a Soviet blockade,A,the Anglo-Mysore Wars is: a series of conflicts between the Kingdom of Mysore and the British East India Company,History,Modern History
"Which term matches this description: ""a period during which European powers explored and colonised previously unknown parts of the world""?",the Cultural Revolution,the abolition of slavery,the Age of Exploration,Queen Victoria,C,The description matches the Age of Exploration: a period during which European powers explored and colonised previously unknown parts of the world,History,Modern History
Which statement correctly describes Maharaja Ranjit Singh?,"the founder and ruler of the Sikh Empire, known as the 'Lion of Punjab'",a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,also known as the Indian Rebellion of 1857 or the First War of Indian Independence,a 1954 treaty between India and China outlining five principles of peaceful coexistence,A,"By definition, Maharaja Ranjit Singh is: the founder and ruler of the Sikh Empire, known as the 'Lion of Punjab'",History,Indian History
What is Peshwa Baji Rao I?,a 1918 labour movement in Gujarat supported by Gandhi to improve conditions for textile mill workers,"a military force formed by Subhas Chandra Bose to fight for India's independence, allied with Japan during WWII","India's Prime Minister from 1984 to 1989, known for promoting technology and telecommunications reforms",a Maratha general and Peshwa known for his military campaigns and undefeated record in battle,D,Peshwa Baji Rao I is: a Maratha general and Peshwa known for his military campaigns and undefeated record in battle,History,Indian History
"Fill in the blank: ______ refers to ""a 1945 meeting of Allied leaders held after Germany's surrender to negotiate terms for the end of World War II"".",the United States Declaration of Independence's author,the Potsdam Conference,the Emancipation Proclamation,George Washington,B,the Potsdam Conference refers to: a 1945 meeting of Allied leaders held after Germany's surrender to negotiate terms for the end of World War II,History,Modern History
"Fill in the blank: ______ refers to ""a 1945 meeting between the leaders of the US, UK, and Soviet Union to plan the post-war reorganisation of Europe"".",Pearl Harbor,the League of Nations' failure,Benito Mussolini,the Yalta Conference,D,"the Yalta Conference refers to: a 1945 meeting between the leaders of the US, UK, and Soviet Union to plan the post-war reorganisation of Europe",History,Modern History
"Which term matches this description: ""the process by which colonies gained independence from European colonial powers, especially after World War II""?",Ronald Reagan,Franklin D. Roosevelt,decolonisation,the Non-Aligned Movement,C,"The description matches decolonisation: the process by which colonies gained independence from European colonial powers, especially after World War II",History,Modern History
Which statement correctly describes the Simla Agreement?,the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan,a 1972 peace treaty signed by India and Pakistan following the 1971 war,the act that transferred control of India from the East India Company to the British Crown,"Gandhi's first major satyagraha campaign in India, launched in 1917 to support indigo farmers in Bihar",B,"By definition, the Simla Agreement is: a 1972 peace treaty signed by India and Pakistan following the 1971 war",History,Indian History
"Fill in the blank: ______ refers to ""a major city of the ancient Indus Valley Civilisation, known for its advanced drainage systems"".",the Vedic period,Kalidasa,Mohenjo-daro,Cleopatra,C,"Mohenjo-daro refers to: a major city of the ancient Indus Valley Civilisation, known for its advanced drainage systems",History,Ancient History
Which event happened closest to the year 1962?,The dissolution of the Soviet Union,The Cuban Missile Crisis,The Wright Brothers' first flight,The end of the Vietnam War,B,The Cuban Missile Crisis occurred in approximately 1962.,History,Modern History
"Which term matches this description: ""a series of Muslim dynasties that ruled large parts of India from the 13th to 16th centuries""?",the Delhi Sultanate,Genghis Khan,the Great Schism,Marco Polo,A,The description matches the Delhi Sultanate: a series of Muslim dynasties that ruled large parts of India from the 13th to 16th centuries,History,Medieval History
"Which historical event is described as: ""a brutal war fought by Emperor Ashoka that led to his conversion to Buddhism and adoption of non-violence""?",The founding of the Indian National Congress,The Kalinga War,The partition of India,The atomic bombings of Hiroshima and Nagasaki,B,This describes The Kalinga War: a brutal war fought by Emperor Ashoka that led to his conversion to Buddhism and adoption of non-violence.,History,Ancient History
"Fill in the blank: ______ refers to ""a Chinese Buddhist monk and traveller who documented his journey through India in the 7th century"".",the Nalanda University,Chandragupta II,Hannibal,Xuanzang,D,Xuanzang refers to: a Chinese Buddhist monk and traveller who documented his journey through India in the 7th century,History,Ancient History
What is the Spanish Inquisition?,a tribunal established to identify and prosecute heretics in medieval and early modern Spain,"a powerful empire that lasted from the 14th to early 20th century, spanning parts of Europe, Asia, and Africa","seafaring Norse people known for their raids, trade, and exploration across Europe from the 8th to 11th centuries","enabled the mass production of books, greatly increasing literacy and the spread of ideas across Europe",A,the Spanish Inquisition is: a tribunal established to identify and prosecute heretics in medieval and early modern Spain,History,Medieval History
Which event happened closest to the year 476?,The Chinese Communist Revolution,The dissolution of the Soviet Union,The fall of Constantinople,The fall of the Western Roman Empire,D,The fall of the Western Roman Empire occurred in approximately 476.,History,Ancient History
Which statement correctly describes the Government of India Act 1935?,a major 1761 battle in Indian history between the Maratha Empire and an Afghan invading force,"a land revenue system introduced by the British in Bengal, fixing revenue rates paid by zamindars",an act that provided for a federal structure and expanded provincial self-governance in British India,"a movement launched by Gandhi urging Indians to break unjust British laws, notably through the Salt March",C,"By definition, the Government of India Act 1935 is: an act that provided for a federal structure and expanded provincial self-governance in British India",History,Indian History
"Which term matches this description: ""India's first Prime Minister, who served from 1947 until his death in 1964""?",the Lahore Session of 1929,Jawaharlal Nehru,Chandragupta Maurya,Lord Mountbatten,B,"The description matches Jawaharlal Nehru: India's first Prime Minister, who served from 1947 until his death in 1964",History,Indian History
What is The Quit India Movement?,the battle that ended Napoleon Bonaparte's rule as Emperor of the French,the expedition that led to European awareness of the Americas,a mass civil disobedience movement launched by Mahatma Gandhi demanding an end to British rule,the disaster in which the supposedly unsinkable ocean liner sank after hitting an iceberg,C,The Quit India Movement refers to: a mass civil disobedience movement launched by Mahatma Gandhi demanding an end to British rule.,History,Indian History
What is the Mountbatten Plan?,Tagore won the Nobel Prize in Literature in 1913 for his collection of poems 'Gitanjali',"the founder of the Maurya Empire, one of the largest empires in ancient Indian history",the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan,an Indian soldier whose actions are often considered to have sparked the 1857 rebellion against British rule,C,the Mountbatten Plan is: the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan,History,Indian History
"Fill in the blank: ______ refers to ""the founder of Sikhism, born in the 15th century in the Punjab region"".",the Bhakti movement,Genghis Khan,Guru Nanak,the Hundred Years' War,C,"Guru Nanak refers to: the founder of Sikhism, born in the 15th century in the Punjab region",History,Medieval History
Which statement correctly describes the Punic Wars?,a Mesoamerican civilisation known for its capital Tenochtitlan and eventual conquest by Spanish forces,"an ancient centre of learning in India, one of the world's first residential universities",an ancient Greek philosopher considered one of the founders of Western philosophy,a series of wars fought between ancient Rome and Carthage,D,"By definition, the Punic Wars is: a series of wars fought between ancient Rome and Carthage",History,Ancient History
"Which term matches this description: ""inscriptions on pillars and rocks across the Indian subcontinent proclaiming the emperor's policies of dharma and non-violence""?",Ashoka's edicts,the Han Dynasty,the Vijayanagara Empire,Hannibal,A,The description matches Ashoka's edicts: inscriptions on pillars and rocks across the Indian subcontinent proclaiming the emperor's policies of dharma and non-violence,History,Ancient History
What is the founding of Aligarh Muslim University?,"the last Viceroy of India, who oversaw the transfer of power and the partition in 1947","India's second Prime Minister, known for the slogan 'Jai Jawan Jai Kisan'",the Indian Prime Minister who initiated major economic liberalisation reforms in 1991,originally founded as the Muhammadan Anglo-Oriental College in 1875 by Sir Syed Ahmad Khan,D,the founding of Aligarh Muslim University is: originally founded as the Muhammadan Anglo-Oriental College in 1875 by Sir Syed Ahmad Khan,History,Indian History
What is the Simla Agreement?,originally founded as the Muhammadan Anglo-Oriental College in 1875 by Sir Syed Ahmad Khan,a 1972 peace treaty signed by India and Pakistan following the 1971 war,"the founder of the Maratha Empire, known for his military tactics and administration","Gandhi's first major satyagraha campaign in India, launched in 1917 to support indigo farmers in Bihar",B,the Simla Agreement is: a 1972 peace treaty signed by India and Pakistan following the 1971 war,History,Indian History
"Fill in the blank: ______ refers to ""the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan"".",the Mountbatten Plan,the term 'Purna Swaraj',the Cabinet Mission Plan,the Battle of Buxar,A,the Mountbatten Plan refers to: the 1947 plan proposed by Lord Mountbatten outlining the partition of British India into India and Pakistan,History,Indian History
"Which term matches this description: ""a British commission sent to India in 1928 to review constitutional reforms, boycotted for having no Indian members""?",the Simon Commission,the first Indian Republic Day celebration,Dr. Manmohan Singh,Jawaharlal Nehru,A,"The description matches the Simon Commission: a British commission sent to India in 1928 to review constitutional reforms, boycotted for having no Indian members",History,Indian History
"Fill in the blank: ______ refers to ""a 1948–49 operation in which the Western Allies supplied West Berlin by air after a Soviet blockade"".",the Yalta Conference,Tipu Sultan,Otto von Bismarck,the Berlin Airlift,D,the Berlin Airlift refers to: a 1948–49 operation in which the Western Allies supplied West Berlin by air after a Soviet blockade,History,Modern History
"Which term matches this description: ""a powerful empire that ruled much of the Indian subcontinent from the 16th to 19th centuries""?",the Mughal Empire,the first Indian Republic Day celebration,the Simon Commission,the Cabinet Mission Plan,A,The description matches the Mughal Empire: a powerful empire that ruled much of the Indian subcontinent from the 16th to 19th centuries,History,Indian History
Which statement correctly describes Robert Clive?,"India's second Prime Minister, known for the slogan 'Jai Jawan Jai Kisan'",a British military officer instrumental in establishing British East India Company dominance in India,the act that transferred control of India from the East India Company to the British Crown,also known as the Indian Rebellion of 1857 or the First War of Indian Independence,B,"By definition, Robert Clive is: a British military officer instrumental in establishing British East India Company dominance in India",History,Indian History
Which statement correctly describes Joan of Arc?,associations of craftsmen and merchants that regulated trade in medieval European towns,a French heroine who led French forces during the Hundred Years' War and was later canonised as a saint,"a period of renewed interest in art, science, and classical learning that began in Italy and spread across Europe",the founder of the Delhi Sultanate and builder of the Qutub Minar,B,"By definition, Joan of Arc is: a French heroine who led French forces during the Hundred Years' War and was later canonised as a saint",History,Medieval History
Which statement correctly describes Otto von Bismarck?,"Mandela became South Africa's first Black president in 1994, ending decades of apartheid","a barrier that divided East and West Berlin from 1961 to 1989, symbolising the Cold War divide",the Prussian statesman credited as the architect of German unification in 1871,"the process by which colonies gained independence from European colonial powers, especially after World War II",C,"By definition, Otto von Bismarck is: the Prussian statesman credited as the architect of German unification in 1871",History,Modern History
Which statement correctly describes Subhas Chandra Bose?,a set of major economic reforms launched in 1991 that opened up India's economy to global trade and investment,a 1999 armed conflict between India and Pakistan in the Kargil district of Kashmir,an Indian nationalist leader who formed the Indian National Army to fight against British rule,also known as the Indian Rebellion of 1857 or the First War of Indian Independence,C,"By definition, Subhas Chandra Bose is: an Indian nationalist leader who formed the Indian National Army to fight against British rule",History,Indian History
"Fill in the blank: ______ refers to ""the founding father of the People's Republic of China and leader of the Chinese Communist Party"".",Mao Zedong,the European Union's origins,the Marshall Plan,the Age of Exploration,A,Mao Zedong refers to: the founding father of the People's Republic of China and leader of the Chinese Communist Party,History,Modern History
What is the Amritsar Massacre's location?,a 1999 armed conflict between India and Pakistan in the Kargil district of Kashmir,the British Act of Parliament that partitioned British India and granted independence to India and Pakistan,"India's Prime Minister from 1984 to 1989, known for promoting technology and telecommunications reforms","Jallianwala Bagh, a public garden in Amritsar, Punjab, where the 1919 massacre took place",D,"the Amritsar Massacre's location is: Jallianwala Bagh, a public garden in Amritsar, Punjab, where the 1919 massacre took place",History,Indian History
