Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"If today is Thursday, what day of the week will it be after 88 days?",Saturday,Monday,Thursday,Friday,B,88 days = 12 full weeks and 4 extra day(s). Counting 4 day(s) forward from Thursday gives Monday.,Puzzles,Calendar Puzzles
What is the angle between the hour and minute hands of a clock at 1:56?,62.0°,97.0°,67.0°,82.0°,D,Angle = |30×hour − 5.5×minute| = |30×1 − 5.5×56| = 82.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"In each row, the third number is the product of the first two: [13, 13, 169], [6, 2, 12], [8, 15, ?]. Find the missing number.",120,114,124,122,A,"Following the pattern, the missing number = 8 × 15 = 120.",Puzzles,Pattern Puzzle
"Find the next number in the sequence: 13, 8, 21, 29, 50, ?",79,83,75,71,A,Each number is the sum of the two before it. Next = 29 + 50 = 79.,Puzzles,Number Sequence
"Find the next number in the sequence: 12167, 13824, 15625, 17576, ?",19633,19733,19703,19683,D,These are cubes of consecutive integers starting from 23. Next = 27³ = 19683.,Puzzles,Number Sequence
"Find the next number in the sequence: 31, 40, 49, 58, 67, ?",76,84,68,86,A,Each term increases by 9. Next term = 67 + 9 = 76.,Puzzles,Number Sequence
"Find the next number in the sequence: 3375, 4096, 4913, 5832, ?",6879,6869,6859,6849,C,These are cubes of consecutive integers starting from 15. Next = 19³ = 6859.,Puzzles,Number Sequence
"In each row, the third number is the sum of the first two: [3, 20, 23], [9, 13, 22], [11, 11, ?]. Find the missing number.",24,22,19,18,B,"Following the pattern, the missing number = 11 + 11 = 22.",Puzzles,Pattern Puzzle
"A person is facing North. They turn 90° to the right, then turn 90° to the right. Which direction are they now facing?",South,North,West,East,A,"Facing North, turning 90° right gives East. Turning 90° right from East gives South.",Puzzles,Direction Sense
What is the angle between the hour and minute hands of a clock at 7:31?,29.5°,39.5°,54.5°,9.5°,B,Angle = |30×hour − 5.5×minute| = |30×7 − 5.5×31| = 39.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'RIB'?",28,34,29,24,C,R(18) + I(9) + B(2) = 29.,Puzzles,Coding-Decoding
"In each row, the third number is the product of the first two: [7, 4, 28], [14, 3, 42], [15, 4, ?]. Find the missing number.",62,54,60,50,C,"Following the pattern, the missing number = 15 × 4 = 60.",Puzzles,Pattern Puzzle
"In each row, the third number is the product of the first two: [3, 10, 30], [13, 11, 143], [3, 7, ?]. Find the missing number.",23,21,17,15,B,"Following the pattern, the missing number = 3 × 7 = 21.",Puzzles,Pattern Puzzle
"In each row, the third number is the product of the first two: [9, 2, 18], [6, 9, 54], [6, 2, ?]. Find the missing number.",14,6,12,2,C,"Following the pattern, the missing number = 6 × 2 = 12.",Puzzles,Pattern Puzzle
"If today is Friday, what day of the week will it be after 8 days?",Tuesday,Saturday,Friday,Sunday,B,8 days = 1 full weeks and 1 extra day(s). Counting 1 day(s) forward from Friday gives Saturday.,Puzzles,Calendar Puzzles
"Find the next number in the sequence: 21, 25, 29, 33, 37, ?",41,39,43,44,A,Each term increases by 4. Next term = 37 + 4 = 41.,Puzzles,Number Sequence
"In each row, the third number is the sum of the first two: [14, 12, 26], [16, 17, 33], [17, 14, ?]. Find the missing number.",31,28,32,27,A,"Following the pattern, the missing number = 17 + 14 = 31.",Puzzles,Pattern Puzzle
"A person is facing East. They turn 180° to the right, then turn 90° to the left. Which direction are they now facing?",South,West,East,North,A,"Facing East, turning 180° right gives West. Turning 90° left from West gives South.",Puzzles,Direction Sense
What is the angle between the hour and minute hands of a clock at 11:11?,120.5°,90.5°,100.5°,75.5°,B,Angle = |30×hour − 5.5×minute| = |30×11 − 5.5×11| = 90.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"If today is Tuesday, what day of the week will it be after 32 days?",Friday,Sunday,Thursday,Saturday,D,32 days = 4 full weeks and 4 extra day(s). Counting 4 day(s) forward from Tuesday gives Saturday.,Puzzles,Calendar Puzzles
A child is 8 years old and a parent is 36 years old today. In how many years will the parent be exactly twice as old as the child?,23,20,24,21,B,Let x = years from now. 36+x = 2(8+x) → x = 36 − 2×8 = 20.,Puzzles,Logical Riddles
What is the angle between the hour and minute hands of a clock at 4:09?,25.5°,70.5°,50.5°,85.5°,B,Angle = |30×hour − 5.5×minute| = |30×4 − 5.5×9| = 70.5° (taking the smaller angle).,Puzzles,Clock Puzzles
What is the angle between the hour and minute hands of a clock at 4:44?,112.0°,122.0°,152.0°,92.0°,B,Angle = |30×hour − 5.5×minute| = |30×4 − 5.5×44| = 122.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"In each row, the third number is the sum of the first two: [18, 10, 28], [5, 18, 23], [13, 8, ?]. Find the missing number.",19,22,18,21,D,"Following the pattern, the missing number = 13 + 8 = 21.",Puzzles,Pattern Puzzle
"Which number is the odd one out: 30, 57, 23, 45?",30,45,57,23,D,23 is the odd one out because it is not a multiple of 3; the rest are.,Puzzles,Odd One Out
"A person is facing West. They turn 180° to the right, then turn 270° to the right. Which direction are they now facing?",South,East,West,North,D,"Facing West, turning 180° right gives East. Turning 270° right from East gives North.",Puzzles,Direction Sense
"In each row, the third number is the product of the first two: [4, 9, 36], [8, 10, 80], [15, 5, ?]. Find the missing number.",85,69,75,77,C,"Following the pattern, the missing number = 15 × 5 = 75.",Puzzles,Pattern Puzzle
"Find the next number in the sequence: 3, 7, 11, 15, 19, ?",23,18,25,26,A,Each term increases by 4. Next term = 19 + 4 = 23.,Puzzles,Number Sequence
"In each row, the third number is the product of the first two: [11, 11, 121], [14, 11, 154], [5, 9, ?]. Find the missing number.",39,45,43,49,B,"Following the pattern, the missing number = 5 × 9 = 45.",Puzzles,Pattern Puzzle
What is the angle between the hour and minute hands of a clock at 9:10?,100.0°,175.0°,165.0°,145.0°,D,Angle = |30×hour − 5.5×minute| = |30×9 − 5.5×10| = 145.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"In each row, the third number is the sum of the first two: [18, 17, 35], [11, 9, 20], [9, 10, ?]. Find the missing number.",17,21,19,16,C,"Following the pattern, the missing number = 9 + 10 = 19.",Puzzles,Pattern Puzzle
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'DOG'?",21,26,27,31,B,D(4) + O(15) + G(7) = 26.,Puzzles,Coding-Decoding
"Find the next number in the sequence: 9, 24, 39, 54, 69, ?",82,84,86,114,B,Each term increases by 15. Next term = 69 + 15 = 84.,Puzzles,Number Sequence
"If today is Wednesday, what day of the week will it be after 179 days?",Tuesday,Sunday,Wednesday,Monday,B,179 days = 25 full weeks and 4 extra day(s). Counting 4 day(s) forward from Wednesday gives Sunday.,Puzzles,Calendar Puzzles
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'BEE'?",9,14,15,12,D,B(2) + E(5) + E(5) = 12.,Puzzles,Coding-Decoding
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'SAP'?",41,39,36,31,C,S(19) + A(1) + P(16) = 36.,Puzzles,Coding-Decoding
"In each row, the third number is the product of the first two: [11, 3, 33], [12, 11, 132], [6, 10, ?]. Find the missing number.",70,60,66,56,B,"Following the pattern, the missing number = 6 × 10 = 60.",Puzzles,Pattern Puzzle
"Which number is the odd one out: 36, 42, 78, 16?",16,42,36,78,A,16 is the odd one out because it is not a multiple of 3; the rest are.,Puzzles,Odd One Out
"In each row, the third number is the sum of the first two: [11, 2, 13], [9, 19, 28], [12, 11, ?]. Find the missing number.",26,22,23,19,C,"Following the pattern, the missing number = 12 + 11 = 23.",Puzzles,Pattern Puzzle
"If today is Monday, what day of the week will it be after 61 days?",Friday,Wednesday,Saturday,Monday,C,61 days = 8 full weeks and 5 extra day(s). Counting 5 day(s) forward from Monday gives Saturday.,Puzzles,Calendar Puzzles
"Find the next letter in the series: I, J, K, L, ?",F,N,M,H,C,"The letters advance by 1 position(s) each time. After L, the next letter is M.",Puzzles,Letter Series
"Find the next number in the sequence: 17, 7, 24, 31, 55, ?",90,89,86,91,C,Each number is the sum of the two before it. Next = 31 + 55 = 86.,Puzzles,Number Sequence
"In each row, the third number is the sum of the first two: [18, 15, 33], [17, 16, 33], [15, 14, ?]. Find the missing number.",25,27,29,33,C,"Following the pattern, the missing number = 15 + 14 = 29.",Puzzles,Pattern Puzzle
"Find the next number in the sequence: 24, 34, 44, 54, 64, ?",74,85,65,83,A,Each term increases by 10. Next term = 64 + 10 = 74.,Puzzles,Number Sequence
"Find the next letter in the series: B, D, F, H, ?",L,J,D,P,B,"The letters advance by 2 position(s) each time. After H, the next letter is J.",Puzzles,Letter Series
What is the angle between the hour and minute hands of a clock at 2:05?,22.5°,32.5°,42.5°,47.5°,B,Angle = |30×hour − 5.5×minute| = |30×2 − 5.5×5| = 32.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"A person is facing South. They turn 90° to the left, then turn 180° to the right. Which direction are they now facing?",West,East,North,South,A,"Facing South, turning 90° left gives East. Turning 180° right from East gives West.",Puzzles,Direction Sense
What is the angle between the hour and minute hands of a clock at 10:56?,53.0°,12.0°,8.0°,18.0°,C,Angle = |30×hour − 5.5×minute| = |30×10 − 5.5×56| = 8.0° (taking the smaller angle).,Puzzles,Clock Puzzles
What is the angle between the hour and minute hands of a clock at 10:15?,112.5°,127.5°,122.5°,142.5°,D,Angle = |30×hour − 5.5×minute| = |30×10 − 5.5×15| = 142.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'ANT'?",31,32,35,40,C,A(1) + N(14) + T(20) = 35.,Puzzles,Coding-Decoding
"Find the next number in the sequence: 10, 22, 34, 46, 58, ?",94,70,59,81,B,Each term increases by 12. Next term = 58 + 12 = 70.,Puzzles,Number Sequence
"A person is facing West. They turn 180° to the right, then turn 180° to the left. Which direction are they now facing?",North,South,West,East,C,"Facing West, turning 180° right gives East. Turning 180° left from East gives West.",Puzzles,Direction Sense
"In each row, the third number is the product of the first two: [6, 7, 42], [14, 13, 182], [5, 6, ?]. Find the missing number.",32,30,26,20,B,"Following the pattern, the missing number = 5 × 6 = 30.",Puzzles,Pattern Puzzle
"If today is Monday, what day of the week will it be after 119 days?",Friday,Thursday,Sunday,Monday,D,119 days = 17 full weeks and 0 extra day(s). Counting 0 day(s) forward from Monday gives Monday.,Puzzles,Calendar Puzzles
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'FAT'?",29,22,27,24,C,F(6) + A(1) + T(20) = 27.,Puzzles,Coding-Decoding
"Find the next number in the sequence: 81, 100, 121, 144, 169, ?",194,198,196,201,C,These are perfect squares of consecutive integers starting from 9. Next = 14² = 196.,Puzzles,Number Sequence
"In each row, the third number is the sum of the first two: [18, 12, 30], [17, 12, 29], [6, 19, ?]. Find the missing number.",25,24,27,23,A,"Following the pattern, the missing number = 6 + 19 = 25.",Puzzles,Pattern Puzzle
"Find the next number in the sequence: 17, 19, 21, 23, 25, ?",30,31,28,27,D,Each term increases by 2. Next term = 25 + 2 = 27.,Puzzles,Number Sequence
"Which number is the odd one out: 2, 57, 26, 38?",2,38,57,26,C,57 is the odd one out because it is the only odd number; the rest are even.,Puzzles,Odd One Out
"Which number is the odd one out: 4, 17, 19, 13?",13,19,17,4,D,4 is the odd one out because it is not a prime number; the rest are prime.,Puzzles,Odd One Out
What is the angle between the hour and minute hands of a clock at 10:57?,13.5°,28.5°,16.5°,6.5°,A,Angle = |30×hour − 5.5×minute| = |30×10 − 5.5×57| = 13.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"Which number is the odd one out: 105, 35, 121, 90?",105,121,35,90,B,121 is the odd one out because it is not a multiple of 5; the rest are.,Puzzles,Odd One Out
A child is 15 years old and a parent is 36 years old today. In how many years will the parent be exactly twice as old as the child?,3,6,4,10,B,Let x = years from now. 36+x = 2(15+x) → x = 36 − 2×15 = 6.,Puzzles,Logical Riddles
"In each row, the third number is the sum of the first two: [12, 14, 26], [9, 18, 27], [11, 18, ?]. Find the missing number.",29,32,28,31,A,"Following the pattern, the missing number = 11 + 18 = 29.",Puzzles,Pattern Puzzle
What is the angle between the hour and minute hands of a clock at 10:42?,84.0°,89.0°,69.0°,99.0°,C,Angle = |30×hour − 5.5×minute| = |30×10 − 5.5×42| = 69.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"If today is Thursday, what day of the week will it be after 162 days?",Sunday,Wednesday,Friday,Saturday,C,162 days = 23 full weeks and 1 extra day(s). Counting 1 day(s) forward from Thursday gives Friday.,Puzzles,Calendar Puzzles
"In each row, the third number is the product of the first two: [15, 2, 30], [5, 6, 30], [13, 8, ?]. Find the missing number.",108,104,98,114,B,"Following the pattern, the missing number = 13 × 8 = 104.",Puzzles,Pattern Puzzle
"Find the next letter in the series: P, R, T, V, ?",N,E,F,X,D,"The letters advance by 2 position(s) each time. After V, the next letter is X.",Puzzles,Letter Series
"In each row, the third number is the product of the first two: [4, 15, 60], [3, 13, 39], [10, 14, ?]. Find the missing number.",136,150,134,140,D,"Following the pattern, the missing number = 10 × 14 = 140.",Puzzles,Pattern Puzzle
A child is 14 years old and a parent is 43 years old today. In how many years will the parent be exactly twice as old as the child?,19,12,15,16,C,Let x = years from now. 43+x = 2(14+x) → x = 43 − 2×14 = 15.,Puzzles,Logical Riddles
"A person is facing East. They turn 180° to the right, then turn 90° to the right. Which direction are they now facing?",North,West,East,South,A,"Facing East, turning 180° right gives West. Turning 90° right from West gives North.",Puzzles,Direction Sense
What is the angle between the hour and minute hands of a clock at 11:16?,128.0°,133.0°,118.0°,108.0°,C,Angle = |30×hour − 5.5×minute| = |30×11 − 5.5×16| = 118.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"Find the next number in the sequence: 41, 51, 61, 71, 81, ?",82,111,100,91,D,Each term increases by 10. Next term = 81 + 10 = 91.,Puzzles,Number Sequence
What is the angle between the hour and minute hands of a clock at 7:38?,31.0°,9.0°,1.0°,46.0°,C,Angle = |30×hour − 5.5×minute| = |30×7 − 5.5×38| = 1.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"Find the next number in the sequence: 39, 41, 43, 45, 47, ?",51,47,52,49,D,Each term increases by 2. Next term = 47 + 2 = 49.,Puzzles,Number Sequence
"Find the next letter in the series: N, P, R, T, ?",V,W,S,M,A,"The letters advance by 2 position(s) each time. After T, the next letter is V.",Puzzles,Letter Series
"In each row, the third number is the sum of the first two: [15, 20, 35], [17, 18, 35], [10, 2, ?]. Find the missing number.",9,10,16,12,D,"Following the pattern, the missing number = 10 + 2 = 12.",Puzzles,Pattern Puzzle
"Find the next number in the sequence: 196, 225, 256, 289, 324, ?",361,358,360,362,A,These are perfect squares of consecutive integers starting from 14. Next = 19² = 361.,Puzzles,Number Sequence
What is the angle between the hour and minute hands of a clock at 10:11?,150.5°,165.5°,140.5°,120.5°,D,Angle = |30×hour − 5.5×minute| = |30×10 − 5.5×11| = 120.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"Which number is the odd one out: 26, 44, 40, 23?",23,40,44,26,A,23 is the odd one out because it is the only odd number; the rest are even.,Puzzles,Odd One Out
"In each row, the third number is the product of the first two: [7, 13, 91], [12, 10, 120], [10, 5, ?]. Find the missing number.",52,46,60,50,D,"Following the pattern, the missing number = 10 × 5 = 50.",Puzzles,Pattern Puzzle
"In each row, the third number is the sum of the first two: [16, 11, 27], [12, 12, 24], [6, 13, ?]. Find the missing number.",19,20,21,17,A,"Following the pattern, the missing number = 6 + 13 = 19.",Puzzles,Pattern Puzzle
What is the angle between the hour and minute hands of a clock at 11:41?,119.5°,104.5°,74.5°,59.5°,B,Angle = |30×hour − 5.5×minute| = |30×11 − 5.5×41| = 104.5° (taking the smaller angle).,Puzzles,Clock Puzzles
What is the angle between the hour and minute hands of a clock at 7:22?,89.0°,99.0°,119.0°,134.0°,A,Angle = |30×hour − 5.5×minute| = |30×7 − 5.5×22| = 89.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"In each row, the third number is the sum of the first two: [4, 11, 15], [14, 3, 17], [15, 4, ?]. Find the missing number.",21,19,15,20,B,"Following the pattern, the missing number = 15 + 4 = 19.",Puzzles,Pattern Puzzle
"If today is Sunday, what day of the week will it be after 154 days?",Sunday,Friday,Thursday,Monday,A,154 days = 22 full weeks and 0 extra day(s). Counting 0 day(s) forward from Sunday gives Sunday.,Puzzles,Calendar Puzzles
What is the angle between the hour and minute hands of a clock at 9:45?,52.5°,22.5°,7.5°,12.5°,B,Angle = |30×hour − 5.5×minute| = |30×9 − 5.5×45| = 22.5° (taking the smaller angle).,Puzzles,Clock Puzzles
What is the angle between the hour and minute hands of a clock at 12:05?,27.5°,2.5°,7.5°,37.5°,A,Angle = |30×hour − 5.5×minute| = |30×12 − 5.5×5| = 27.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"Which number is the odd one out: 5, 10, 11, 7?",7,10,5,11,B,10 is the odd one out because it is not a prime number; the rest are prime.,Puzzles,Odd One Out
"Find the next number in the sequence: 26, 40, 54, 68, 82, ?",98,96,109,81,B,Each term increases by 14. Next term = 82 + 14 = 96.,Puzzles,Number Sequence
"In each row, the third number is the sum of the first two: [17, 8, 25], [4, 10, 14], [3, 10, ?]. Find the missing number.",9,17,13,15,C,"Following the pattern, the missing number = 3 + 10 = 13.",Puzzles,Pattern Puzzle
What is the angle between the hour and minute hands of a clock at 4:29?,24.5°,19.5°,39.5°,29.5°,C,Angle = |30×hour − 5.5×minute| = |30×4 − 5.5×29| = 39.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"Find the next number in the sequence: 7, 8, 15, 23, 38, ?",58,53,61,66,C,Each number is the sum of the two before it. Next = 23 + 38 = 61.,Puzzles,Number Sequence
What is the angle between the hour and minute hands of a clock at 6:27?,76.5°,41.5°,31.5°,46.5°,C,Angle = |30×hour − 5.5×minute| = |30×6 − 5.5×27| = 31.5° (taking the smaller angle).,Puzzles,Clock Puzzles
"If today is Sunday, what day of the week will it be after 190 days?",Monday,Saturday,Sunday,Thursday,A,190 days = 27 full weeks and 1 extra day(s). Counting 1 day(s) forward from Sunday gives Monday.,Puzzles,Calendar Puzzles
"If today is Wednesday, what day of the week will it be after 148 days?",Thursday,Tuesday,Saturday,Monday,A,148 days = 21 full weeks and 1 extra day(s). Counting 1 day(s) forward from Wednesday gives Thursday.,Puzzles,Calendar Puzzles
"Find the next number in the sequence: 1, 4, 9, 16, 25, ?",31,36,34,35,B,These are perfect squares of consecutive integers starting from 1. Next = 6² = 36.,Puzzles,Number Sequence
"Which number is the odd one out: 18, 7, 31, 29?",7,18,31,29,B,18 is the odd one out because it is not a prime number; the rest are prime.,Puzzles,Odd One Out
"In each row, the third number is the sum of the first two: [8, 20, 28], [20, 6, 26], [4, 13, ?]. Find the missing number.",17,19,21,16,A,"Following the pattern, the missing number = 4 + 13 = 17.",Puzzles,Pattern Puzzle
What is the angle between the hour and minute hands of a clock at 6:14?,73.0°,58.0°,148.0°,103.0°,D,Angle = |30×hour − 5.5×minute| = |30×6 − 5.5×14| = 103.0° (taking the smaller angle).,Puzzles,Clock Puzzles
"Find the next number in the sequence: 38, 43, 48, 53, 58, ?",63,65,69,73,A,Each term increases by 5. Next term = 58 + 5 = 63.,Puzzles,Number Sequence
"If today is Thursday, what day of the week will it be after 16 days?",Sunday,Tuesday,Saturday,Monday,C,16 days = 2 full weeks and 2 extra day(s). Counting 2 day(s) forward from Thursday gives Saturday.,Puzzles,Calendar Puzzles
"If today is Monday, what day of the week will it be after 146 days?",Tuesday,Sunday,Monday,Wednesday,B,146 days = 20 full weeks and 6 extra day(s). Counting 6 day(s) forward from Monday gives Sunday.,Puzzles,Calendar Puzzles
"Find the next number in the sequence: 28, 42, 56, 70, 84, ?",113,111,100,98,D,Each term increases by 14. Next term = 84 + 14 = 98.,Puzzles,Number Sequence
"Find the next number in the sequence: 28, 36, 44, 52, 60, ?",77,68,75,61,B,Each term increases by 8. Next term = 60 + 8 = 68.,Puzzles,Number Sequence
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'ILL'?",33,38,28,30,A,I(9) + L(12) + L(12) = 33.,Puzzles,Coding-Decoding
"Find the next letter in the series: F, H, J, L, ?",N,D,I,E,A,"The letters advance by 2 position(s) each time. After L, the next letter is N.",Puzzles,Letter Series
"Find the next number in the sequence: 26, 38, 50, 62, 74, ?",75,84,86,97,C,Each term increases by 12. Next term = 74 + 12 = 86.,Puzzles,Number Sequence
"Find the next number in the sequence: 8, 24, 72, 216, 648, ?",1944,972,1949,1947,A,Each term is multiplied by 3. Next term = 648 × 3 = 1944.,Puzzles,Number Sequence
A child is 7 years old and a parent is 34 years old today. In how many years will the parent be exactly twice as old as the child?,20,17,16,21,A,Let x = years from now. 34+x = 2(7+x) → x = 34 − 2×7 = 20.,Puzzles,Logical Riddles
"In each row, the third number is the sum of the first two: [17, 2, 19], [13, 12, 25], [18, 15, ?]. Find the missing number.",34,33,30,37,B,"Following the pattern, the missing number = 18 + 15 = 33.",Puzzles,Pattern Puzzle
"Which number is the odd one out: 7, 24, 19, 3?",3,7,24,19,C,24 is the odd one out because it is not a prime number; the rest are prime.,Puzzles,Odd One Out
"If today is Saturday, what day of the week will it be after 182 days?",Thursday,Monday,Saturday,Wednesday,C,182 days = 26 full weeks and 0 extra day(s). Counting 0 day(s) forward from Saturday gives Saturday.,Puzzles,Calendar Puzzles
"If today is Tuesday, what day of the week will it be after 172 days?",Tuesday,Thursday,Monday,Saturday,D,172 days = 24 full weeks and 4 extra day(s). Counting 4 day(s) forward from Tuesday gives Saturday.,Puzzles,Calendar Puzzles
"Find the next number in the sequence: 36, 49, 64, 81, 100, ?",124,121,123,126,B,These are perfect squares of consecutive integers starting from 6. Next = 11² = 121.,Puzzles,Number Sequence
"Find the next number in the sequence: 2197, 2744, 3375, 4096, ?",4913,4893,4963,4903,A,These are cubes of consecutive integers starting from 13. Next = 17³ = 4913.,Puzzles,Number Sequence
"Find the next number in the sequence: 42, 50, 58, 66, 74, ?",89,80,91,82,D,Each term increases by 8. Next term = 74 + 8 = 82.,Puzzles,Number Sequence
"A person is facing South. They turn 180° to the right, then turn 270° to the right. Which direction are they now facing?",West,North,South,East,A,"Facing South, turning 180° right gives North. Turning 270° right from North gives West.",Puzzles,Direction Sense
"If A=1, B=2, C=3, ... Z=26, what is the sum of the letter values in the word 'SPA'?",39,36,38,33,B,S(19) + P(16) + A(1) = 36.,Puzzles,Coding-Decoding
