Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is the English meaning of the Kannada word 'ರಸ್ತೆ'?,road,sports/athletics,hot,cap/hat,A,'ರಸ್ತೆ' means 'road' in English.,Kannada Subjects,Vocabulary
"Fill in the blank: ______ refers to ""a person who natively speaks Kannada or belongs to the Kannada-speaking community, typically from Karnataka"".",Bevu Bella (in Ugadi tradition),the Kannada calendar system,the term 'Kannadiga',Kannada Rajyotsava,C,"the term 'Kannadiga' refers to: a person who natively speaks Kannada or belongs to the Kannada-speaking community, typically from Karnataka",Kannada Subjects,Kannada Culture
"Which term matches this description: ""consonant sounds in the Kannada alphabet""?",vyanjana (in Kannada grammar),the anuswara in Kannada script,a Kannada adjective (gunavaachaka),the Kannada word 'nanna',A,The description matches vyanjana (in Kannada grammar): consonant sounds in the Kannada alphabet,Kannada Subjects,Kannada Grammar
Which statement correctly describes a Kannada verb (kriya pada)?,a word in Kannada grammar that expresses an action or state of being,"meaning 'his/her/their' (respectful), used as a possessive pronoun in Kannada","the doer of the action in a Kannada sentence, typically the grammatical subject","the phonetic combination of two words or morphemes, joining them according to grammatical rules",A,"By definition, a Kannada verb (kriya pada) is: a word in Kannada grammar that expresses an action or state of being",Kannada Subjects,Kannada Grammar
What is the Kannada calendar system?,"the Indian roller (Neelakanthi Hakki), officially recognised as the state bird of Karnataka","meaning 'Mother Kannada', a personification of the Kannada language as a revered mother figure, celebrated in Kannada songs and poems","Karnataka traditionally follows a lunisolar calendar for festivals, with Ugadi marking the start of the new year","the ruins of Vijayanagara, a UNESCO World Heritage Site in Karnataka, showcasing historic architecture and Kannada heritage",C,"the Kannada calendar system is: Karnataka traditionally follows a lunisolar calendar for festivals, with Ugadi marking the start of the new year",Kannada Subjects,Kannada Culture
Which Kannada word means 'new'?,ಹೊಸ,ಗಣಿತ,ಮೇಜು,ಸೈಕಲ್,A,'ಹೊಸ' means 'new' in English.,Kannada Subjects,Adjectives
What is the English meaning of the Kannada word 'ಸಂಖ್ಯೆ'?,number,fifteen,mango,lightning,A,'ಸಂಖ್ಯೆ' means 'number' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'day'?,ದಿನ,ಮಾವು,ಎಷ್ಟು,ಹಾಡುವುದು,A,'ದಿನ' means 'day' in English.,Kannada Subjects,Vocabulary
What is the English meaning of the Kannada word 'ಮಂಗಳವಾರ'?,blue,September,stomach,Tuesday,D,'ಮಂಗಳವಾರ' means 'Tuesday' in English.,Kannada Subjects,Days of the Week
What is Purandara Dasa?,"a saint-composer regarded as the 'father of Carnatic music', who composed devotional songs in Kannada",a celebration observed on 1 November marking the formation of the state of Karnataka in 1956,"a traditional Kannada folk dance performed with drums, popular in northern Karnataka","the Gandaberunda, a two-headed mythical bird, adopted as the official state emblem of Karnataka",A,"Purandara Dasa is: a saint-composer regarded as the 'father of Carnatic music', who composed devotional songs in Kannada",Kannada Subjects,Kannada Culture
Which Kannada word means 'to write'?,ಪ್ರಶ್ನೆ,ಆಗಸ್ಟ್,ಬರೆಯುವುದು,ಹನ್ನೊಂದು,C,'ಬರೆಯುವುದು' means 'to write' in English.,Kannada Subjects,Verbs
Which Kannada word means 'game/play'?,ಆಟ,ದಿನ,ಜನವರಿ,ಕೈ,A,'ಆಟ' means 'game/play' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'bag'?,ಬಾಯಿ,ಬ್ಯಾಗ್,ಚಳಿ,ಆಲೂಗಡ್ಡೆ,B,'ಬ್ಯಾಗ್' means 'bag' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'west'?,ವಿಮಾನ,ಏನು,ಕಥೆ,ಪಶ್ಚಿಮ,D,'ಪಶ್ಚಿಮ' means 'west' in English.,Kannada Subjects,Vocabulary
What is the English meaning of the Kannada word 'ಸಂಗೀತ'?,lightning,music,elephant,year,B,'ಸಂಗೀತ' means 'music' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'tea'?,ಎಚ್ಚರಗೊಳ್ಳುವುದು,ಸೈಕಲ್,ಚಹಾ,ಒಂಬತ್ತು,C,'ಚಹಾ' means 'tea' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'when'?,ವಾಕ್ಯ,ಯಾವಾಗ,ಬಲಶಾಲಿ,ಮಾತನಾಡುವುದು,B,'ಯಾವಾಗ' means 'when' in English.,Kannada Subjects,Question Words
Which Kannada word means 'slow'?,ಊರು,ಕುಡಿಯುವುದು,ನಿಧಾನ,ಜ್ಞಾನ,C,'ನಿಧಾನ' means 'slow' in English.,Kannada Subjects,Adjectives
What is the English meaning of the Kannada word 'ಮಳೆಗಾಲ'?,game/play,coffee,south,monsoon/rainy season,D,'ಮಳೆಗಾಲ' means 'monsoon/rainy season' in English.,Kannada Subjects,Seasons
Which Kannada word means 'mirror'?,ಚಹಾ,ಚಿತ್ರ,ಅಕ್ಕಿ,ಕನ್ನಡಿ,D,'ಕನ್ನಡಿ' means 'mirror' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'beautiful'?,ಮಾವು,ಕೇಳುವುದು,ಸುಂದರ,ಬಸ್ಸು,C,'ಸುಂದರ' means 'beautiful' in English.,Kannada Subjects,Adjectives
What is the English meaning of the Kannada word 'ವಿದ್ಯಾರ್ಥಿ'?,twelve,nose,student,seven,C,'ವಿದ್ಯಾರ್ಥಿ' means 'student' in English.,Kannada Subjects,Vocabulary
What is Kannada Rajyotsava?,"the capital city of Karnataka, often referred to as the 'Silicon Valley of India'","Kannada is widely used as the medium of instruction in schools across Karnataka, alongside English and other languages",a celebration observed on 1 November marking the formation of the state of Karnataka in 1956,"a saint-composer regarded as the 'father of Carnatic music', who composed devotional songs in Kannada",C,Kannada Rajyotsava is: a celebration observed on 1 November marking the formation of the state of Karnataka in 1956,Kannada Subjects,Kannada Culture
Which Kannada word means 'elder brother'?,ಅಣ್ಣ,ಕಲಿಯುವುದು,ಆಗಸ್ಟ್,ವಿದ್ಯಾರ್ಥಿ,A,'ಅಣ್ಣ' means 'elder brother' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'to give'?,ಹಲ್ಲು,ಕೊಡುವುದು,ಎಲ್ಲಿ,ರಾಣಿ,B,'ಕೊಡುವುದು' means 'to give' in English.,Kannada Subjects,Verbs
What is the English meaning of the Kannada word 'ದೊಡ್ಡ'?,city,onion,difficult,big,D,'ದೊಡ್ಡ' means 'big' in English.,Kannada Subjects,Adjectives
"Fill in the blank: ______ refers to ""the state of Karnataka in southern India, along with parts of neighbouring states"".",Halegannada,the geographic region where Kannada is predominantly spoken,Kannada,Hosagannada,B,"the geographic region where Kannada is predominantly spoken refers to: the state of Karnataka in southern India, along with parts of neighbouring states",Kannada Subjects,Kannada Language
What is the Hoysala dynasty's contribution to Kannada?,"the Vijayanagara period saw significant growth in Kannada literature, alongside patronage of other regional languages",the Hoysalas were notable patrons of Kannada literature and are also known for their distinctive temple architecture in Karnataka,"the Wadeyars, rulers of the Mysore Kingdom, were notable patrons of Kannada language, literature, and the arts over several centuries",a legendary warrior and freedom fighter from Karnataka who fought against British rule alongside Kittur Chennamma,B,the Hoysala dynasty's contribution to Kannada is: the Hoysalas were notable patrons of Kannada literature and are also known for their distinctive temple architecture in Karnataka,Kannada Subjects,Kannada History
What is Kannada's relationship to Tamil and Telugu?,a colloquial Kannada phrase used to acknowledge that something is fine or acceptable,"Kannada is written from left to right, like most modern Indian scripts","the language family to which Kannada belongs, along with Tamil, Telugu, and Malayalam","Kannada, Tamil, and Telugu are all Dravidian languages, though each has distinct scripts, grammar, and vocabulary",D,"Kannada's relationship to Tamil and Telugu is: Kannada, Tamil, and Telugu are all Dravidian languages, though each has distinct scripts, grammar, and vocabulary",Kannada Subjects,Kannada Language
Which statement correctly describes the Kannada slogan 'Sirigannada'?,a colloquial Kannada phrase used to acknowledge that something is fine or acceptable,"a common Kannada phrase meaning 'how are you', used respectfully",Kannada was granted classical language status by the Government of India in 2008,"a term of pride meaning 'prosperous/glorious Kannada', often used in cultural and literary contexts",D,"By definition, the Kannada slogan 'Sirigannada' is: a term of pride meaning 'prosperous/glorious Kannada', often used in cultural and literary contexts",Kannada Subjects,Kannada Language
Which statement correctly describes Karnataka's state animal?,"the Gandaberunda, a two-headed mythical bird, adopted as the official state emblem of Karnataka","the ruins of Vijayanagara, a UNESCO World Heritage Site in Karnataka, showcasing historic architecture and Kannada heritage","the Indian elephant, officially recognised as the state animal of Karnataka","a traditional Hindu festival celebrated in Karnataka, particularly in Bengaluru, involving a ceremonial procession",C,"By definition, Karnataka's state animal is: the Indian elephant, officially recognised as the state animal of Karnataka",Kannada Subjects,Kannada Culture
Which statement correctly describes Nadagannada?,"an abugida writing system used to write the Kannada language, derived from the ancient Brahmi script",Kannada was granted classical language status by the Government of India in 2008,"the term for Middle Kannada, an intermediate stage in the historical development of the Kannada language","Kannada, Tamil, and Telugu are all Dravidian languages, though each has distinct scripts, grammar, and vocabulary",C,"By definition, Nadagannada is: the term for Middle Kannada, an intermediate stage in the historical development of the Kannada language",Kannada Subjects,Kannada Language
Which Kannada word means 'love'?,ಆಗಸ್ಟ್,ಕೈ,ಪ್ರೀತಿ,ಅಪ್ಪ,C,'ಪ್ರೀತಿ' means 'love' in English.,Kannada Subjects,Vocabulary
What is the English meaning of the Kannada word 'ಭಾಷೆ'?,hand,story,language,which,C,'ಭಾಷೆ' means 'language' in English.,Kannada Subjects,Vocabulary
"Which term matches this description: ""a Kannada writer known as the father of the Kannada short story, and a Jnanpith Award recipient""?",Girish Karnad,Ha Ma Nayak,Masti Venkatesha Iyengar,Akka Mahadevi,C,"The description matches Masti Venkatesha Iyengar: a Kannada writer known as the father of the Kannada short story, and a Jnanpith Award recipient",Kannada Subjects,Kannada Literature
Which statement correctly describes the term 'Karnataka' etymology?,a legendary warrior and freedom fighter from Karnataka who fought against British rule alongside Kittur Chennamma,"meaning 'unification', referring to the movement that led to the formation of the unified state of Karnataka in 1956","the movement advocating for the unification of Kannada-speaking regions into a single state, which led to the formation of Karnataka in 1956","widely believed to derive from 'karu nadu', meaning 'lofty/black land' or 'elevated land', referring to the region's terrain",D,"By definition, the term 'Karnataka' etymology is: widely believed to derive from 'karu nadu', meaning 'lofty/black land' or 'elevated land', referring to the region's terrain",Kannada Subjects,Kannada History
What is the English meaning of the Kannada word 'ಬಣ್ಣ'?,December,fish,colour,afternoon,C,'ಬಣ್ಣ' means 'colour' in English.,Kannada Subjects,Vocabulary
"Which term matches this description: ""Kannada was granted classical language status by the Government of India in 2008""?",Kannada's UNESCO/classical recognition year,the term 'Kasturi Kannada',the Kannada word 'nudi',the Dravidian language family,A,The description matches Kannada's UNESCO/classical recognition year: Kannada was granted classical language status by the Government of India in 2008,Kannada Subjects,Kannada Language
Which statement correctly describes the Chalukya dynasty's contribution to Kannada?,"a town in Karnataka known for its rock-cut cave temples, once the capital of the Chalukya dynasty",a legendary warrior and freedom fighter from Karnataka who fought against British rule alongside Kittur Chennamma,"widely believed to derive from 'karu nadu', meaning 'lofty/black land' or 'elevated land', referring to the region's terrain","the Chalukyas patronised Kannada literature and inscriptions, contributing to its early development",D,"By definition, the Chalukya dynasty's contribution to Kannada is: the Chalukyas patronised Kannada literature and inscriptions, contributing to its early development",Kannada Subjects,Kannada History
What is the English meaning of the Kannada word 'ಮೋಡ'?,Thursday,word,cloud,beautiful,C,'ಮೋಡ' means 'cloud' in English.,Kannada Subjects,Weather
"Fill in the blank: ______ refers to ""a Kannada scholar, poet, and educator known for his contributions to Kannada language teaching and children's literature"".",Ha Ma Nayak,Ponna,Beechi (R V Bhandari),Mankutimmana Kagga,A,"Ha Ma Nayak refers to: a Kannada scholar, poet, and educator known for his contributions to Kannada language teaching and children's literature",Kannada Subjects,Kannada Literature
Which Kannada word means 'hill/mountain'?,ಹೌದು,ಹೋಗುವುದು,ಬೆಟ್ಟ,ಗೋಧಿ,C,'ಬೆಟ್ಟ' means 'hill/mountain' in English.,Kannada Subjects,Vocabulary
"Which term matches this description: ""the receiver of the action in a Kannada sentence, typically the grammatical object""?",a Kannada karma (object),a sandhi (in Kannada grammar),compound letters (ottakshara) in Kannada,the honorific suffix '-avaru' in Kannada,A,"The description matches a Kannada karma (object): the receiver of the action in a Kannada sentence, typically the grammatical object",Kannada Subjects,Kannada Grammar
What is the English meaning of the Kannada word 'ತಂಗಿ'?,younger sister,blue,car,thunder,A,'ತಂಗಿ' means 'younger sister' in English.,Kannada Subjects,Vocabulary
"Which term matches this description: ""the lotus (Kamala), officially recognised as the state flower of Karnataka""?",Ugadi,a gaadhe (proverb) in Kannada,Karnataka's state flower,the Kannada Development Authority,C,"The description matches Karnataka's state flower: the lotus (Kamala), officially recognised as the state flower of Karnataka",Kannada Subjects,Kannada Culture
Which Kannada word means 'welcome'?,ಸ್ವಾಗತ,ಗಿಡ್ಡ,ಏಪ್ರಿಲ್,ಮರ,A,'ಸ್ವಾಗತ' means 'welcome' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'younger brother'?,ಇಬ್ಬನಿ,ರಾಣಿ,ಚಹಾ,ತಮ್ಮ,D,'ತಮ್ಮ' means 'younger brother' in English.,Kannada Subjects,Vocabulary
What is the term 'Kannadambe'?,"Karnataka traditionally follows a lunisolar calendar for festivals, with Ugadi marking the start of the new year","meaning 'Mother Kannada', a personification of the Kannada language as a revered mother figure, celebrated in Kannada songs and poems","the ruins of Vijayanagara, a UNESCO World Heritage Site in Karnataka, showcasing historic architecture and Kannada heritage","meaning 'the land of Kannada', a poetic reference to the state of Karnataka and its Kannada-speaking people",B,"the term 'Kannadambe' is: meaning 'Mother Kannada', a personification of the Kannada language as a revered mother figure, celebrated in Kannada songs and poems",Kannada Subjects,Kannada Culture
Which Kannada word means 'monsoon/rainy season'?,ಮಳೆಗಾಲ,ಚಿತ್ರ,ದೀಪ,ಪಶ್ಚಿಮ,A,'ಮಳೆಗಾಲ' means 'monsoon/rainy season' in English.,Kannada Subjects,Seasons
What is the Kannada alphabet's consonants (vyanjanagalu)?,"the set of independent vowel sounds in Kannada, including ಅ (a), ಆ (aa), ಇ (i), ಈ (ii), ಉ (u), and others","the set of consonant sounds in Kannada, such as ಕ (ka), ಖ (kha), ಗ (ga), and others, which combine with vowels to form syllables","a sound represented by two dots (ಃ) after a letter, indicating a light aspirated 'h' sound",a word in Kannada grammar that expresses an action or state of being,B,"the Kannada alphabet's consonants (vyanjanagalu) is: the set of consonant sounds in Kannada, such as ಕ (ka), ಖ (kha), ಗ (ga), and others, which combine with vowels to form syllables",Kannada Subjects,Kannada Grammar
What is the English meaning of the Kannada word 'ಸೈಕಲ್'?,spring season,time,bicycle,moon,C,'ಸೈಕಲ್' means 'bicycle' in English.,Kannada Subjects,Vocabulary
What is the English meaning of the Kannada word 'ದೋಣಿ'?,lamp,boat,today,lightning,B,'ದೋಣಿ' means 'boat' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'big'?,ಕಪ್ಪು,ಎತ್ತರ,ದೊಡ್ಡ,ಜಯ,C,'ದೊಡ್ಡ' means 'big' in English.,Kannada Subjects,Adjectives
What is the English meaning of the Kannada word 'ಸೋಲು'?,May,defeat/loss,to learn,elephant,B,'ಸೋಲು' means 'defeat/loss' in English.,Kannada Subjects,Vocabulary
Which statement correctly describes a Kannada adjective (gunavaachaka)?,"a word in Kannada grammar used in place of a noun, such as ನಾನು (I) or ಅವನು (he)","a sound represented by two dots (ಃ) after a letter, indicating a light aspirated 'h' sound",a word in Kannada grammar used to describe or qualify a noun,vowel sounds in the Kannada alphabet,C,"By definition, a Kannada adjective (gunavaachaka) is: a word in Kannada grammar used to describe or qualify a noun",Kannada Subjects,Kannada Grammar
Which statement correctly describes the Kavirajamarga?,"a poetic composition in Kannada literature, written in verse form","a form of Kannada devotional poetry written in prose-like verses, popularised by the Lingayat saints of the 12th century",a well-known philosophical Kannada poetic work written by D V Gundappa,"an early treatise on Kannada poetics and rhetoric, considered one of the earliest available works on Kannada literary criticism",D,"By definition, the Kavirajamarga is: an early treatise on Kannada poetics and rhetoric, considered one of the earliest available works on Kannada literary criticism",Kannada Subjects,Kannada Literature
Which Kannada word means 'rice (uncooked)'?,ಬಾಗಿಲು,ಅಕ್ಕ,ಅಕ್ಕಿ,ಮಿಂಚು,C,'ಅಕ್ಕಿ' means 'rice (uncooked)' in English.,Kannada Subjects,Vocabulary
"Fill in the blank: ______ refers to ""the set of independent vowel sounds in Kannada, including ಅ (a), ಆ (aa), ಇ (i), ಈ (ii), ಉ (u), and others"".",the Kannada alphabet's vowels (swaragalu),the Kannada word 'avara',a Kannada adjective (gunavaachaka),the Kannada word 'nimma',A,"the Kannada alphabet's vowels (swaragalu) refers to: the set of independent vowel sounds in Kannada, including ಅ (a), ಆ (aa), ಇ (i), ಈ (ii), ಉ (u), and others",Kannada Subjects,Kannada Grammar
Which statement correctly describes Karnataka's state bird?,"a saint-composer regarded as the 'father of Carnatic music', who composed devotional songs in Kannada","the Indian elephant, officially recognised as the state animal of Karnataka","meaning 'Mother Kannada', a personification of the Kannada language as a revered mother figure, celebrated in Kannada songs and poems","the Indian roller (Neelakanthi Hakki), officially recognised as the state bird of Karnataka",D,"By definition, Karnataka's state bird is: the Indian roller (Neelakanthi Hakki), officially recognised as the state bird of Karnataka",Kannada Subjects,Kannada Culture
What is the English meaning of the Kannada word 'ದ್ರಾಕ್ಷಿ'?,west,two,good,grapes,D,'ದ್ರಾಕ್ಷಿ' means 'grapes' in English.,Kannada Subjects,Vocabulary
Which Kannada word means 'afternoon'?,ಮಿಂಚು,ಮಧ್ಯಾಹ್ನ,ಕಷ್ಟ,ಬೆಕ್ಕು,B,'ಮಧ್ಯಾಹ್ನ' means 'afternoon' in English.,Kannada Subjects,Vocabulary
Which statement correctly describes U R Ananthamurthy?,"a celebrated Kannada novelist and critic, known for his novel 'Samskara'","a poetic composition in Kannada literature, written in verse form","a Kannada poet, playwright, and Jnanpith Award recipient known for blending folk traditions with modern literature","a prolific Kannada writer, social reformer, and Jnanpith Award recipient known for his novels",A,"By definition, U R Ananthamurthy is: a celebrated Kannada novelist and critic, known for his novel 'Samskara'",Kannada Subjects,Kannada Literature
Which statement correctly describes the Dravidian language family?,"meaning 'speech' or 'language', often used poetically to refer to the Kannada language itself","the language family to which Kannada belongs, along with Tamil, Telugu, and Malayalam",a colloquial Kannada phrase used to acknowledge that something is fine or acceptable,"a common Kannada greeting meaning 'hello' or 'salutations', used to greet someone respectfully",B,"By definition, the Dravidian language family is: the language family to which Kannada belongs, along with Tamil, Telugu, and Malayalam",Kannada Subjects,Kannada Language
Which Kannada word means 'sugar'?,ಮೇ,ಅಕ್ಷರ,ಸಕ್ಕರೆ,ರಾಣಿ,C,'ಸಕ್ಕರೆ' means 'sugar' in English.,Kannada Subjects,Vocabulary
What is the English meaning of the Kannada word 'ವೇಗ'?,fast/speed,village/town,afternoon,hundred,A,'ವೇಗ' means 'fast/speed' in English.,Kannada Subjects,Adjectives
"Fill in the blank: ______ refers to ""Kannada, which is also one of the classical languages recognised by the Government of India"".",Kannada's UNESCO/classical recognition year,Nadagannada,the Kannada word 'holagide',the official language of Karnataka,D,"the official language of Karnataka refers to: Kannada, which is also one of the classical languages recognised by the Government of India",Kannada Subjects,Kannada Language
Which Kannada word means 'which'?,ಹನ್ನೊಂದು,ಆಡುವುದು,ಎಲೆ,ಯಾವುದು,D,'ಯಾವುದು' means 'which' in English.,Kannada Subjects,Question Words
What is the English meaning of the Kannada word 'ಬದನೆಕಾಯಿ'?,happiness,green,brinjal/eggplant,work/job,C,'ಬದನೆಕಾಯಿ' means 'brinjal/eggplant' in English.,Kannada Subjects,Vocabulary
What is a Kannada karta (subject)?,"the doer of the action in a Kannada sentence, typically the grammatical subject",a word in Kannada grammar used to describe or qualify a noun,consonant sounds in the Kannada alphabet,a nasal sound represented by a dot (ಂ) placed above a letter in Kannada writing,A,"a Kannada karta (subject) is: the doer of the action in a Kannada sentence, typically the grammatical subject",Kannada Subjects,Kannada Grammar
What is Karnataka's state animal?,"a traditional Hindu festival celebrated in Karnataka, particularly in Bengaluru, involving a ceremonial procession","the Indian elephant, officially recognised as the state animal of Karnataka","organisations historically formed to promote Kannada language, literature, and culture, both in India and among the diaspora",a traditional saying in the Kannada language that conveys wisdom or a moral lesson,B,"Karnataka's state animal is: the Indian elephant, officially recognised as the state animal of Karnataka",Kannada Subjects,Kannada Culture
Which Kannada word means 'where'?,ಕಿಟಕಿ,ಎಲ್ಲಿ,ನದಿ,ನೃತ್ಯ,B,'ಎಲ್ಲಿ' means 'where' in English.,Kannada Subjects,Question Words
"Which term matches this description: ""a respectful suffix added to a person's name or title in Kannada to show respect, similar to 'Mr./Mrs.' or 'Sir/Madam'""?",the Kannada word 'nimma',the honorific suffix '-avaru' in Kannada,a Kannada pronoun (sarvanaama),a Kannada verb (kriya pada),B,"The description matches the honorific suffix '-avaru' in Kannada: a respectful suffix added to a person's name or title in Kannada to show respect, similar to 'Mr./Mrs.' or 'Sir/Madam'",Kannada Subjects,Kannada Grammar
"Which term matches this description: ""widely believed to derive from 'karu nadu', meaning 'lofty/black land' or 'elevated land', referring to the region's terrain""?",the term 'Karnataka' etymology,the Hoysala dynasty's contribution to Kannada,the historic city of Badami,the Vijayanagara Empire's contribution to Kannada literature,A,"The description matches the term 'Karnataka' etymology: widely believed to derive from 'karu nadu', meaning 'lofty/black land' or 'elevated land', referring to the region's terrain",Kannada Subjects,Kannada History
Which statement correctly describes the Hampi ruins?,"a traditional Kannada folk dance performed with drums, popular in northern Karnataka","sandalwood (Shrigandha), officially recognised as the state tree of Karnataka","the ruins of Vijayanagara, a UNESCO World Heritage Site in Karnataka, showcasing historic architecture and Kannada heritage",a body established by the Government of Karnataka to promote the use and development of the Kannada language,C,"By definition, the Hampi ruins is: the ruins of Vijayanagara, a UNESCO World Heritage Site in Karnataka, showcasing historic architecture and Kannada heritage",Kannada Subjects,Kannada Culture
"Fill in the blank: ______ refers to ""the movement advocating for the unification of Kannada-speaking regions into a single state, which led to the formation of Karnataka in 1956"".",the Karnataka Ekikarana movement,Alur Venkata Rao,the Chalukya dynasty's contribution to Kannada,the Mysore Kingdom's role in Kannada heritage,A,"the Karnataka Ekikarana movement refers to: the movement advocating for the unification of Kannada-speaking regions into a single state, which led to the formation of Karnataka in 1956",Kannada Subjects,Kannada History
Which Kannada word means 'east'?,ಫೆಬ್ರವರಿ,ಭಾನುವಾರ,ಪೂರ್ವ,ದೀಪ,C,'ಪೂರ್ವ' means 'east' in English.,Kannada Subjects,Vocabulary
"Which term matches this description: ""'ಪುಸ್ತಕ' (pustaka), commonly used to refer to a book in Kannada""?",the Kannada word for 'book',the Jnanpith Award,the visarga in Kannada script,the geographic region where Kannada is predominantly spoken,A,"The description matches the Kannada word for 'book': 'ಪುಸ್ತಕ' (pustaka), commonly used to refer to a book in Kannada",Kannada Subjects,Kannada Vocabulary Notes
"Fill in the blank: ______ refers to ""considered the oldest available inscription in the Kannada language, dated to around the 5th century CE"".",Sangolli Rayanna,the Vijayanagara Empire's contribution to Kannada literature,the historic town of Halebidu,the Halmidi inscription,D,"the Halmidi inscription refers to: considered the oldest available inscription in the Kannada language, dated to around the 5th century CE",Kannada Subjects,Kannada History
What is the English meaning of the Kannada word 'ಫಲಿತಾಂಶ'?,result,who,answer/reply,tooth,A,'ಫಲಿತಾಂಶ' means 'result' in English.,Kannada Subjects,Vocabulary
"Fill in the blank: ______ refers to ""the term for Middle Kannada, an intermediate stage in the historical development of the Kannada language"".",the direction of Kannada writing,Nadagannada,Hosagannada,the geographic region where Kannada is predominantly spoken,B,"Nadagannada refers to: the term for Middle Kannada, an intermediate stage in the historical development of the Kannada language",Kannada Subjects,Kannada Language
Which statement correctly describes Purandara Dasa?,"a saint-composer regarded as the 'father of Carnatic music', who composed devotional songs in Kannada","a traditional Kannada folk dance performed with drums, popular in northern Karnataka","a traditional Hindu festival celebrated in Karnataka, particularly in Bengaluru, involving a ceremonial procession","Kannada is widely used as the medium of instruction in schools across Karnataka, alongside English and other languages",A,"By definition, Purandara Dasa is: a saint-composer regarded as the 'father of Carnatic music', who composed devotional songs in Kannada",Kannada Subjects,Kannada Culture
What is the English meaning of the Kannada word 'ಬಟ್ಟೆ'?,nine,September,cloth/clothes,cloud,C,'ಬಟ್ಟೆ' means 'cloth/clothes' in English.,Kannada Subjects,Vocabulary
"Which term matches this description: ""an early treatise on Kannada poetics and rhetoric, considered one of the earliest available works on Kannada literary criticism""?",Masti Venkatesha Iyengar,the Kavirajamarga,Akka Mahadevi,the term 'Kannada Sahitya',B,"The description matches the Kavirajamarga: an early treatise on Kannada poetics and rhetoric, considered one of the earliest available works on Kannada literary criticism",Kannada Subjects,Kannada Literature
