Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is the CPU (Central Processing Unit)?,a type of volatile memory used to temporarily store data that a computer is actively using,"the primary component of a computer that executes instructions, often called the 'brain' of the computer",a substance applied between a CPU and its heat sink to improve heat conduction,a rechargeable power source that allows a laptop to operate without being plugged into an outlet,B,"the CPU (Central Processing Unit) is: the primary component of a computer that executes instructions, often called the 'brain' of the computer",Hardware,Processors
How many Megabyte (MB)s is 42 Terabyte (TB)(s) equal to?,4.40402e+08,4.40402e+06,2.20201e+07,4.40402e+07,D,"1 Terabyte (TB) = 1024^2 Megabyte (MB)(s) (relative scale), so 42 Terabyte (TB)(s) = 4.40402e+07 Megabyte (MB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 17 Megabyte (MB)(s) equal to?,0.0332031,0.0166016,16.6016,1.66016e-05,B,"1 Megabyte (MB) = 1024^-1 Gigabyte (GB)(s) (relative scale), so 17 Megabyte (MB)(s) = 0.0166016 Gigabyte (GB)(s).",Hardware,Storage Units
How many Megabyte (MB)s is 49 Petabyte (PB)(s) equal to?,5.26133e+10,5.26133e+11,5.26133e+07,5.13802e+07,A,"1 Petabyte (PB) = 1024^3 Megabyte (MB)(s) (relative scale), so 49 Petabyte (PB)(s) = 5.26133e+10 Megabyte (MB)(s).",Hardware,Storage Units
"Fill in the blank: ______ refers to ""a standard connector used to connect peripherals like keyboards, mice, and storage devices to a computer"".",a USB port,a SIM card,a projector,a USB-C port,A,"a USB port refers to: a standard connector used to connect peripherals like keyboards, mice, and storage devices to a computer",Hardware,Ports and Connectors
How many Gigabyte (GB)s is 21 Terabyte (TB)(s) equal to?,2150.4,43008,21504,21.504,C,"1 Terabyte (TB) = 1024^1 Gigabyte (GB)(s) (relative scale), so 21 Terabyte (TB)(s) = 21504 Gigabyte (GB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 46 Terabyte (TB)(s) equal to?,23552,471040,46,47104,D,"1 Terabyte (TB) = 1024^1 Gigabyte (GB)(s) (relative scale), so 46 Terabyte (TB)(s) = 47104 Gigabyte (GB)(s).",Hardware,Storage Units
What is a barcode scanner?,an input and output device that allows users to interact with a display by touching it directly,an input device that allows users to draw or write digitally using a stylus,"a device that captures and identifies unique physical characteristics, such as fingerprints, for authentication",an input device used to read and decode information stored in barcodes,D,a barcode scanner is: an input device used to read and decode information stored in barcodes,Hardware,Input Devices
"Fill in the blank: ______ refers to ""a device that converts digital data back into analog signals, such as for audio output"".",a sound card,a DAC (Digital-to-Analog Converter),a server (hardware),a cooling fan,B,"a DAC (Digital-to-Analog Converter) refers to: a device that converts digital data back into analog signals, such as for audio output",Hardware,Computer Components
How many Gigabyte (GB)s is 40 Terabyte (TB)(s) equal to?,40960,4.1943e+07,409600,40,A,"1 Terabyte (TB) = 1024^1 Gigabyte (GB)(s) (relative scale), so 40 Terabyte (TB)(s) = 40960 Gigabyte (GB)(s).",Hardware,Storage Units
Which statement correctly describes UEFI (Unified Extensible Firmware Interface)?,"a service model that allows data to be stored, managed, and backed up remotely over the internet","a modern firmware interface that replaces the traditional BIOS, offering more features and faster boot times",a device that converts analog signals into digital data that a computer can process,"an input device used to capture video, typically for video calls or streaming",B,"By definition, UEFI (Unified Extensible Firmware Interface) is: a modern firmware interface that replaces the traditional BIOS, offering more features and faster boot times",Hardware,Motherboard
Which statement correctly describes a projector?,"a small, fast type of volatile memory located close to the CPU, used to speed up data access","an output device that displays an image or video onto a larger surface, such as a screen or wall",a substance applied between a CPU and its heat sink to improve heat conduction,an input device used to convert physical documents or images into digital format,B,"By definition, a projector is: an output device that displays an image or video onto a larger surface, such as a screen or wall",Hardware,Output Devices
How many Kilobyte (KB)s is 31 Gigabyte (GB)(s) equal to?,6.50117e+07,3.25059e+10,1.62529e+07,3.25059e+07,D,"1 Gigabyte (GB) = 1024^2 Kilobyte (KB)(s) (relative scale), so 31 Gigabyte (GB)(s) = 3.25059e+07 Kilobyte (KB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 49 Terabyte (TB)(s) equal to?,50176,50.176,49,25088,A,"1 Terabyte (TB) = 1024^1 Gigabyte (GB)(s) (relative scale), so 49 Terabyte (TB)(s) = 50176 Gigabyte (GB)(s).",Hardware,Storage Units
How many Petabyte (PB)s is 26 Megabyte (MB)(s) equal to?,4.84288e-08,2.42144e-07,2.47955e-05,2.42144e-08,D,"1 Megabyte (MB) = 1024^-3 Petabyte (PB)(s) (relative scale), so 26 Megabyte (MB)(s) = 2.42144e-08 Petabyte (PB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 37 Megabyte (MB)(s) equal to?,37.888,37888,37,3788.8,B,"1 Megabyte (MB) = 1024^1 Kilobyte (KB)(s) (relative scale), so 37 Megabyte (MB)(s) = 37888 Kilobyte (KB)(s).",Hardware,Storage Units
How many Terabyte (TB)s is 45 Byte(s) equal to?,4.09273e-11,4.19095e-08,4.09273e-12,4.09273e-14,A,"1 Byte = 1024^-4 Terabyte (TB)(s) (relative scale), so 45 Byte(s) = 4.09273e-11 Terabyte (TB)(s).",Hardware,Storage Units
What is the primary function of a printer?,"producing a physical, paper copy of a digital document",executing instructions and performing calculations for the computer,"allowing a user to point, click, and navigate a graphical interface",providing emergency backup power to keep a computer running during an outage,A,"The primary function of a printer is producing a physical, paper copy of a digital document.",Hardware,Device Functions
How many Bytes is 44 Petabyte (PB)(s) equal to?,2.47698e+16,4.95396e+16,4.95396e+13,4.95396e+15,B,"1 Petabyte (PB) = 1024^5 Byte(s) (relative scale), so 44 Petabyte (PB)(s) = 4.95396e+16 Byte(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 19 Petabyte (PB)(s) equal to?,2.08907e+13,2.08907e+12,1.04454e+13,2.08907e+10,A,"1 Petabyte (PB) = 1024^4 Kilobyte (KB)(s) (relative scale), so 19 Petabyte (PB)(s) = 2.08907e+13 Kilobyte (KB)(s).",Hardware,Storage Units
How many Terabyte (TB)s is 21 Gigabyte (GB)(s) equal to?,0.0205078,0.0410156,2.05078e-05,20.5078,A,"1 Gigabyte (GB) = 1024^-1 Terabyte (TB)(s) (relative scale), so 21 Gigabyte (GB)(s) = 0.0205078 Terabyte (TB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 24 Byte(s) equal to?,23.4375,0.0234375,24,0.00234375,B,"1 Byte = 1024^-1 Kilobyte (KB)(s) (relative scale), so 24 Byte(s) = 0.0234375 Kilobyte (KB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 42 Petabyte (PB)(s) equal to?,4.61795e+13,4.61795e+14,2.30897e+13,4.61795e+10,A,"1 Petabyte (PB) = 1024^4 Kilobyte (KB)(s) (relative scale), so 42 Petabyte (PB)(s) = 4.61795e+13 Kilobyte (KB)(s).",Hardware,Storage Units
What is a laptop's trackpad?,"hardware used to enter data or commands into a computer, such as a keyboard or mouse","a keyboard that uses individual mechanical switches for each key, often preferred for tactile feedback","a touch-sensitive input device built into laptops, used as an alternative to a mouse",an input device used to type text and commands into a computer,C,"a laptop's trackpad is: a touch-sensitive input device built into laptops, used as an alternative to a mouse",Hardware,Input Devices
How many Bytes is 44 Megabyte (MB)(s) equal to?,46137.3,4.61373e+07,2.30687e+07,45056,B,"1 Megabyte (MB) = 1024^2 Byte(s) (relative scale), so 44 Megabyte (MB)(s) = 4.61373e+07 Byte(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 23 Terabyte (TB)(s) equal to?,2.52888e+13,4.93921e+10,2.46961e+13,2.46961e+10,D,"1 Terabyte (TB) = 1024^3 Kilobyte (KB)(s) (relative scale), so 23 Terabyte (TB)(s) = 2.46961e+10 Kilobyte (KB)(s).",Hardware,Storage Units
"Which term matches this description: ""a wireless networking technology that allows devices to connect to the internet without physical cables""?",Wi-Fi,a router,a hub (networking device),Bluetooth,A,The description matches Wi-Fi: a wireless networking technology that allows devices to connect to the internet without physical cables,Hardware,Networking Hardware
How many Bytes is 14 Gigabyte (GB)(s) equal to?,1.50324e+09,1.53932e+13,1.50324e+10,7.51619e+09,C,"1 Gigabyte (GB) = 1024^3 Byte(s) (relative scale), so 14 Gigabyte (GB)(s) = 1.50324e+10 Byte(s).",Hardware,Storage Units
"Which term matches this description: ""a data storage device that uses spinning magnetic disks to store and retrieve digital information""?",a chipset,a projector,a SIM card,a hard disk drive (HDD),D,The description matches a hard disk drive (HDD): a data storage device that uses spinning magnetic disks to store and retrieve digital information,Hardware,Storage Devices
How many Petabyte (PB)s is 19 Terabyte (TB)(s) equal to?,0.0185547,0.0371094,18.5547,1.81198e-05,A,"1 Terabyte (TB) = 1024^-1 Petabyte (PB)(s) (relative scale), so 19 Terabyte (TB)(s) = 0.0185547 Petabyte (PB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 20 Byte(s) equal to?,1.86265e-08,1.86265e-09,1.86265e-07,1.90735e-05,A,"1 Byte = 1024^-3 Gigabyte (GB)(s) (relative scale), so 20 Byte(s) = 1.86265e-08 Gigabyte (GB)(s).",Hardware,Storage Units
Which statement correctly describes a laptop's trackpad?,an input device that allows users to draw or write digitally using a stylus,an input device used to convert physical documents or images into digital format,"a touch-sensitive input device built into laptops, used as an alternative to a mouse","a type of mouse that uses a light source and sensor to detect movement, rather than a mechanical ball",C,"By definition, a laptop's trackpad is: a touch-sensitive input device built into laptops, used as an alternative to a mouse",Hardware,Input Devices
How many Petabyte (PB)s is 32 Byte(s) equal to?,2.91038e-11,5.68434e-14,2.84217e-14,1.42109e-14,C,"1 Byte = 1024^-5 Petabyte (PB)(s) (relative scale), so 32 Byte(s) = 2.84217e-14 Petabyte (PB)(s).",Hardware,Storage Units
How many Bytes is 42 Petabyte (PB)(s) equal to?,4.72878e+17,4.72878e+19,4.72878e+15,4.72878e+16,D,"1 Petabyte (PB) = 1024^5 Byte(s) (relative scale), so 42 Petabyte (PB)(s) = 4.72878e+16 Byte(s).",Hardware,Storage Units
"Which hardware device is primarily responsible for producing a physical, paper copy of a digital document?",modem,printer,scanner,sound card,B,"A printer is responsible for producing a physical, paper copy of a digital document.",Hardware,Device Functions
How many Gigabyte (GB)s is 14 Megabyte (MB)(s) equal to?,1.36719e-05,0.0136719,0.00683594,1.33514e-05,B,"1 Megabyte (MB) = 1024^-1 Gigabyte (GB)(s) (relative scale), so 14 Megabyte (MB)(s) = 0.0136719 Gigabyte (GB)(s).",Hardware,Storage Units
"Fill in the blank: ______ refers to ""the primary component of a computer that executes instructions, often called the 'brain' of the computer"".",a laptop's trackpad,thermal paste,the CPU (Central Processing Unit),UEFI (Unified Extensible Firmware Interface),C,"the CPU (Central Processing Unit) refers to: the primary component of a computer that executes instructions, often called the 'brain' of the computer",Hardware,Processors
How many Petabyte (PB)s is 40 Gigabyte (GB)(s) equal to?,0.0390625,3.72529e-08,7.62939e-05,3.8147e-05,D,"1 Gigabyte (GB) = 1024^-2 Petabyte (PB)(s) (relative scale), so 40 Gigabyte (GB)(s) = 3.8147e-05 Petabyte (PB)(s).",Hardware,Storage Units
How many Petabyte (PB)s is 31 Kilobyte (KB)(s) equal to?,2.81943e-10,2.81943e-11,2.81943e-14,2.8871e-08,B,"1 Kilobyte (KB) = 1024^-4 Petabyte (PB)(s) (relative scale), so 31 Kilobyte (KB)(s) = 2.81943e-11 Petabyte (PB)(s).",Hardware,Storage Units
"Fill in the blank: ______ refers to ""firmware used to perform hardware initialization during the booting process of a computer"".",UEFI (Unified Extensible Firmware Interface),an ethernet port,the BIOS (Basic Input/Output System),a SIM card,C,the BIOS (Basic Input/Output System) refers to: firmware used to perform hardware initialization during the booting process of a computer,Hardware,Motherboard
How many Gigabyte (GB)s is 19 Terabyte (TB)(s) equal to?,194560,38912,19456,19.456,C,"1 Terabyte (TB) = 1024^1 Gigabyte (GB)(s) (relative scale), so 19 Terabyte (TB)(s) = 19456 Gigabyte (GB)(s).",Hardware,Storage Units
How many Petabyte (PB)s is 2 Megabyte (MB)(s) equal to?,1.86265e-09,1.86265e-08,3.72529e-09,1.86265e-06,A,"1 Megabyte (MB) = 1024^-3 Petabyte (PB)(s) (relative scale), so 2 Megabyte (MB)(s) = 1.86265e-09 Petabyte (PB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 28 Petabyte (PB)(s) equal to?,2.93601e+07,29360.1,2.93601e+06,5.87203e+07,A,"1 Petabyte (PB) = 1024^2 Gigabyte (GB)(s) (relative scale), so 28 Petabyte (PB)(s) = 2.93601e+07 Gigabyte (GB)(s).",Hardware,Storage Units
Which statement correctly describes the BIOS (Basic Input/Output System)?,"a type of non-volatile memory that permanently stores data, typically used for firmware",firmware used to perform hardware initialization during the booting process of a computer,"a service model that allows data to be stored, managed, and backed up remotely over the internet","hardware that allows a computer to connect to a network, either wired or wireless",B,"By definition, the BIOS (Basic Input/Output System) is: firmware used to perform hardware initialization during the booting process of a computer",Hardware,Motherboard
What is a data centre?,a hardware component designed to absorb and dissipate heat away from a computer's processor,a hardware component used to circulate air and prevent computer components from overheating,"a facility used to house computer systems and associated components, such as servers and storage systems",a device that allows a laptop to connect to multiple peripherals through a single connection,C,"a data centre is: a facility used to house computer systems and associated components, such as servers and storage systems",Hardware,Computer Components
How many Gigabyte (GB)s is 6 Petabyte (PB)(s) equal to?,6144,6.29146e+06,1.25829e+07,629146,B,"1 Petabyte (PB) = 1024^2 Gigabyte (GB)(s) (relative scale), so 6 Petabyte (PB)(s) = 6.29146e+06 Gigabyte (GB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 46 Petabyte (PB)(s) equal to?,1.01155e+14,5.05775e+13,2.52888e+13,5.05775e+12,B,"1 Petabyte (PB) = 1024^4 Kilobyte (KB)(s) (relative scale), so 46 Petabyte (PB)(s) = 5.05775e+13 Kilobyte (KB)(s).",Hardware,Storage Units
What is the primary function of a UPS (Uninterruptible Power Supply)?,providing emergency backup power to keep a computer running during an outage,"allowing a user to point, click, and navigate a graphical interface",converting a physical document or photo into a digital image,converting digital signals to analog (and back) for internet transmission over telephone or cable lines,A,The primary function of a UPS (Uninterruptible Power Supply) is providing emergency backup power to keep a computer running during an outage.,Hardware,Device Functions
How many Kilobyte (KB)s is 10 Byte(s) equal to?,0.0195312,9.76563e-06,10,0.00976562,D,"1 Byte = 1024^-1 Kilobyte (KB)(s) (relative scale), so 10 Byte(s) = 0.00976562 Kilobyte (KB)(s).",Hardware,Storage Units
"Which term matches this description: ""a device that captures and identifies unique physical characteristics, such as fingerprints, for authentication""?",a biometric scanner,a barcode scanner,a keyboard,a joystick,A,"The description matches a biometric scanner: a device that captures and identifies unique physical characteristics, such as fingerprints, for authentication",Hardware,Input Devices
How many Terabyte (TB)s is 2 Byte(s) equal to?,1.81899e-13,9.09495e-13,1.81899e-09,1.81899e-12,D,"1 Byte = 1024^-4 Terabyte (TB)(s) (relative scale), so 2 Byte(s) = 1.81899e-12 Terabyte (TB)(s).",Hardware,Storage Units
How many Terabyte (TB)s is 25 Byte(s) equal to?,4.54747e-11,2.27374e-11,2.22045e-14,2.27374e-10,B,"1 Byte = 1024^-4 Terabyte (TB)(s) (relative scale), so 25 Byte(s) = 2.27374e-11 Terabyte (TB)(s).",Hardware,Storage Units
How many Bytes is 11 Gigabyte (GB)(s) equal to?,1.18112e+09,1.18112e+10,1.18112e+11,2.36223e+10,B,"1 Gigabyte (GB) = 1024^3 Byte(s) (relative scale), so 11 Gigabyte (GB)(s) = 1.18112e+10 Byte(s).",Hardware,Storage Units
Which statement correctly describes a speaker?,a hardware component that converts electrical power from an outlet into usable power for computer components,a data storage device that uses spinning magnetic disks to store and retrieve digital information,a networking device that connects devices within a network and forwards data based on MAC addresses,an output device that converts electrical signals into audible sound,D,"By definition, a speaker is: an output device that converts electrical signals into audible sound",Hardware,Output Devices
Which hardware device is primarily responsible for converting digital signals to analog (and back) for internet transmission over telephone or cable lines?,UPS (Uninterruptible Power Supply),plotter,modem,monitor,C,A modem is responsible for converting digital signals to analog (and back) for internet transmission over telephone or cable lines.,Hardware,Device Functions
How many Petabyte (PB)s is 28 Gigabyte (GB)(s) equal to?,0.0273438,5.34058e-05,2.6077e-08,2.67029e-05,D,"1 Gigabyte (GB) = 1024^-2 Petabyte (PB)(s) (relative scale), so 28 Gigabyte (GB)(s) = 2.67029e-05 Petabyte (PB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 39 Terabyte (TB)(s) equal to?,4.08945e+07,4.18759e+09,4.18759e+13,4.18759e+10,D,"1 Terabyte (TB) = 1024^3 Kilobyte (KB)(s) (relative scale), so 39 Terabyte (TB)(s) = 4.18759e+10 Kilobyte (KB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 4 Gigabyte (GB)(s) equal to?,2.09715e+06,4.1943e+06,4.1943e+07,419430,B,"1 Gigabyte (GB) = 1024^2 Kilobyte (KB)(s) (relative scale), so 4 Gigabyte (GB)(s) = 4.1943e+06 Kilobyte (KB)(s).",Hardware,Storage Units
How many Petabyte (PB)s is 17 Megabyte (MB)(s) equal to?,1.54614e-11,1.58325e-08,1.58325e-09,1.58325e-07,B,"1 Megabyte (MB) = 1024^-3 Petabyte (PB)(s) (relative scale), so 17 Megabyte (MB)(s) = 1.58325e-08 Petabyte (PB)(s).",Hardware,Storage Units
What is a USB port?,a device that converts digital data into analog signals (and vice versa) for transmission over communication lines,an input device that converts sound into an electrical signal for recording or processing,"a standard connector used to connect peripherals like keyboards, mice, and storage devices to a computer",a device that converts analog signals into digital data that a computer can process,C,"a USB port is: a standard connector used to connect peripherals like keyboards, mice, and storage devices to a computer",Hardware,Ports and Connectors
How many Gigabyte (GB)s is 48 Terabyte (TB)(s) equal to?,49152,491520,4915.2,5.03316e+07,A,"1 Terabyte (TB) = 1024^1 Gigabyte (GB)(s) (relative scale), so 48 Terabyte (TB)(s) = 49152 Gigabyte (GB)(s).",Hardware,Storage Units
How many Petabyte (PB)s is 46 Byte(s) equal to?,4.08562e-13,8.17124e-14,4.08562e-11,4.08562e-14,D,"1 Byte = 1024^-5 Petabyte (PB)(s) (relative scale), so 46 Byte(s) = 4.08562e-14 Petabyte (PB)(s).",Hardware,Storage Units
How many Petabyte (PB)s is 2 Gigabyte (GB)(s) equal to?,1.90735e-06,9.53674e-07,1.90735e-09,0.00190735,A,"1 Gigabyte (GB) = 1024^-2 Petabyte (PB)(s) (relative scale), so 2 Gigabyte (GB)(s) = 1.90735e-06 Petabyte (PB)(s).",Hardware,Storage Units
How many Kilobyte (KB)s is 46 Gigabyte (GB)(s) equal to?,9.6469e+07,4.82345e+08,4.82345e+07,47104,C,"1 Gigabyte (GB) = 1024^2 Kilobyte (KB)(s) (relative scale), so 46 Gigabyte (GB)(s) = 4.82345e+07 Kilobyte (KB)(s).",Hardware,Storage Units
How many Terabyte (TB)s is 44 Petabyte (PB)(s) equal to?,4.5056e+07,45056,450560,22528,B,"1 Petabyte (PB) = 1024^1 Terabyte (TB)(s) (relative scale), so 44 Petabyte (PB)(s) = 45056 Terabyte (TB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 1 Byte(s) equal to?,9.31323e-10,1.86265e-09,9.09495e-13,9.31323e-07,A,"1 Byte = 1024^-3 Gigabyte (GB)(s) (relative scale), so 1 Byte(s) = 9.31323e-10 Gigabyte (GB)(s).",Hardware,Storage Units
What is Bluetooth?,a networking device that forwards data packets between computer networks,a wireless technology standard used for exchanging data over short distances between devices,a networking device that connects devices within a network and forwards data based on MAC addresses,a cable used to connect devices within a local area network for wired internet access,B,Bluetooth is: a wireless technology standard used for exchanging data over short distances between devices,Hardware,Networking Hardware
"Which term matches this description: ""the specification defining the size, shape, and layout of a motherboard, such as ATX or Micro-ATX""?",a SIM card,a motherboard's form factor,Wi-Fi,virtual memory,B,"The description matches a motherboard's form factor: the specification defining the size, shape, and layout of a motherboard, such as ATX or Micro-ATX",Hardware,Motherboard
What is a smartphone's processor?,a connector used to transmit high-definition video and audio between devices,a memory management technique that uses hard disk space to simulate additional RAM,an older analog video connector used to connect monitors to computers,"typically a system-on-chip (SoC) that integrates the CPU, GPU, and other components into a single chip",D,"a smartphone's processor is: typically a system-on-chip (SoC) that integrates the CPU, GPU, and other components into a single chip",Hardware,Hardware Basics
How many Gigabyte (GB)s is 36 Kilobyte (KB)(s) equal to?,3.43323e-05,0.0351562,3.43323e-08,6.86646e-05,A,"1 Kilobyte (KB) = 1024^-2 Gigabyte (GB)(s) (relative scale), so 36 Kilobyte (KB)(s) = 3.43323e-05 Gigabyte (GB)(s).",Hardware,Storage Units
"Fill in the blank: ______ refers to ""a connector used to transmit high-definition video and audio between devices"".",a webcam,an HDMI port,a smartphone's processor,a laptop's trackpad,B,an HDMI port refers to: a connector used to transmit high-definition video and audio between devices,Hardware,Ports and Connectors
How many Gigabyte (GB)s is 11 Petabyte (PB)(s) equal to?,1.15343e+10,1.15343e+07,11534.3,2.30687e+07,B,"1 Petabyte (PB) = 1024^2 Gigabyte (GB)(s) (relative scale), so 11 Petabyte (PB)(s) = 1.15343e+07 Gigabyte (GB)(s).",Hardware,Storage Units
How many Gigabyte (GB)s is 43 Megabyte (MB)(s) equal to?,0.419922,0.0209961,41.9922,0.0419922,D,"1 Megabyte (MB) = 1024^-1 Gigabyte (GB)(s) (relative scale), so 43 Megabyte (MB)(s) = 0.0419922 Gigabyte (GB)(s).",Hardware,Storage Units
How many Bytes is 10 Petabyte (PB)(s) equal to?,1.1259e+16,2.2518e+16,1.1259e+17,1.09951e+13,A,"1 Petabyte (PB) = 1024^5 Byte(s) (relative scale), so 10 Petabyte (PB)(s) = 1.1259e+16 Byte(s).",Hardware,Storage Units
How many Petabyte (PB)s is 41 Terabyte (TB)(s) equal to?,0.0200195,0.0800781,3.91006e-05,0.0400391,D,"1 Terabyte (TB) = 1024^-1 Petabyte (PB)(s) (relative scale), so 41 Terabyte (TB)(s) = 0.0400391 Petabyte (PB)(s).",Hardware,Storage Units
"Fill in the blank: ______ refers to ""a modern, reversible connector used for data transfer, video output, and charging"".",a speaker,a server (hardware),a motherboard's form factor,a USB-C port,D,"a USB-C port refers to: a modern, reversible connector used for data transfer, video output, and charging",Hardware,Ports and Connectors
